,theta,theta_std
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-1.8595279455184937,0.16952652
20240612_MASAI_gpt4o,-1.9088269472122192,0.12598768
20240620_sweagent_claude3.5sonnet,-1.9530068635940552,0.13584043
20241007_nfactorial,-1.9642027616500854,0.15059611
20241120_artemis_agent,-1.9909695386886597,0.1439378
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-2.047954797744751,0.16122298
20241002_lingma-agent_lingma-swe-gpt-72b,-2.2843422889709473,0.15555565
20241016_epam-ai-run-gpt-4o,-2.437682867050171,0.15573849
20240615_appmap-navie_gpt4o,-2.5147314071655273,0.12874593
20241001_nfactorial,-2.5266478061676025,0.11983243
20240918_lingma-agent_lingma-swe-gpt-72b,-2.544736385345459,0.13787441
20240509_amazon-q-developer-agent-20240430-dev,-2.5507073402404785,0.1280657
20240820_epam-ai-run-gpt-4o,-2.6345441341400146,0.13260579
20240728_sweagent_gpt4o,-2.784388780593872,0.19946612
20250627_agentless_MCTS-Refine-7B,-2.8761866092681885,0.14572847
20240402_sweagent_gpt4,-2.95609188079834,0.15195985
20241002_lingma-agent_lingma-swe-gpt-7b,-3.3416478633880615,0.14340192
20240402_sweagent_claude3opus,-3.6570677757263184,0.159246
20240918_lingma-agent_lingma-swe-gpt-7b,-4.386837482452393,0.17526765
20240402_rag_claude3opus,-5.002279281616211,0.20716915
20231010_rag_claude2,-5.683145523071289,0.24919532
20240402_rag_gpt4,-6.336271286010742,0.27781937
20231010_rag_swellama7b,-7.166466236114502,0.47402
20231010_rag_swellama13b,-7.345724105834961,0.40606827
20231010_rag_gpt35,-8.569820404052734,0.66926193
