,b,b_std
ansible__ansible-622a493ae03bd5e5cf517d336fc426e9d12208c7,-0.005266271,0.72234243
ansible__ansible-6cc97447aac5816745278f3735af128afb255c81,3.8287594,1.5290241
ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457,1.1658318,0.7555195
ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4,-2.8717496,0.85761786
ansible__ansible-77658704217d5f166404fc67997203c25381cb6e,0.09416191,0.6510554
ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad,3.9274921,1.6114259
ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226,-0.7953877,0.628493
ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc,1.9894038,0.926273
ansible__ansible-83909bfa22573777e3db5688773bda59721962ad,3.814574,1.7143341
ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3,3.719961,1.6081804
ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55,1.8902304,1.0998943
ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c,3.8587956,1.4982193
ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b,1.9098486,1.0042312
ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140,3.7873113,1.6647823
ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c,-0.32273376,0.5488778
ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751,1.176176,0.7912553
ansible__ansible-9a21e247786ebd294dafafca1105fcd770ff46c6,1.0843815,0.76456714
ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828,0.62698627,0.8255062
ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44,1.9529871,1.0112717
ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9,-1.6766493,0.7117134
ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6,-0.3359403,0.6352882
ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05,-3.6213849,0.94454587
ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6,-1.1643084,0.60871345
ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89,-1.6147299,0.70235634
ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df,0.47881228,0.7067728
ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001,3.7152228,1.5610379
ansible__ansible-b748edea457a4576847a10275678127895d2f02f,3.7637055,1.57396
ansible__ansible-b8025ac160146319d2b875be3366b60c852dd35d,0.54839224,0.71538687
ansible__ansible-be2c376ab87e3e872ca21697508f12c6909cf85a,-0.36070225,0.64648867
ansible__ansible-be59caa59bf47ca78a4760eb7ff38568372a8260,-0.7683003,0.6875745
ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73,3.5877473,1.6365134
ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb,3.8687947,1.602043
ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8,3.79964,1.5262812
ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b,3.6945693,1.6167443
ansible__ansible-cb94c0cc550df9e98f1247bc71d8c2b861c75049,-1.0712821,0.7014454
ansible__ansible-cd473dfb2fdbc97acf3293c134b21cbbcfa89ec3,3.7749226,1.5619473
ansible__ansible-cd9c4eb5a6b2bfaf4a6709f001ce3d0c92c1eed2,0.5178304,0.731069
ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662,3.8163552,1.6103063
ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48,1.0529721,0.7474299
ansible__ansible-d33bedc48fdd933b5abd65a77c081876298e2f07,3.7550712,1.7395477
ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e,3.6946442,1.6975778
ansible__ansible-d62496fe416623e88b90139dc7917080cb04ce70,0.55327415,0.779157
ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e,0.5939493,0.69689316
ansible__ansible-d72025be751c894673ba85caa063d835a0ad3a8c,3.7982314,1.593106
ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f,-2.8228548,0.86775714
ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0,-0.33174628,0.63797814
ansible__ansible-de5858f48dc9e1ce9117034e0d7e76806f420ca8,3.7982469,1.4964068
ansible__ansible-deb54e4c5b32a346f1f0b0a14f1c713d2cc2e961,0.060469646,0.6537279
ansible__ansible-e0c91af45fa9af575d10fd3e724ebc59d2b2d6ac,-2.7505693,0.8283355
ansible__ansible-e22e103cdf8edc56ff7d9b848a58f94f1471a263,-1.1377321,0.6190693
ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0,3.6680613,1.6706388
ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74,3.5804796,1.7451763
ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39,-1.1102294,0.6263694
ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362,-0.7283311,0.6347649
ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d,3.805966,1.5995284
ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d,-2.1525893,0.76287186
ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3,3.7749143,1.7044709
ansible__ansible-f02a62db509dc7463fab642c9c3458b9bc3476cc,3.8118992,1.7638229
ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629,0.12843058,0.7432358
ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997,3.8292859,1.5259814
ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec,-0.4302326,0.69015694
ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85,0.07712674,0.68396205
element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1,3.7576804,1.582218
element-hq__element-web-1216285ed2e82e62f8780b6702aa0f9abdda0b34,3.732239,1.6824827
element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5,-1.5767791,0.7679159
element-hq__element-web-27139ca68eb075a4438c18fca184887002a4ffbc,-1.6460562,0.74263114
element-hq__element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f,3.7972856,1.5879852
element-hq__element-web-33299af5c9b7a7ec5a9c31d578d4ec5b18088fb7,3.7915754,1.7019818
element-hq__element-web-33e8edb3d508d6eefb354819ca693b7accc695e7,-1.5380061,0.7748309
element-hq__element-web-404c412bcb694f04ba0c4d5479541203d701bca0,0.56933093,0.66047126
element-hq__element-web-41dfec20bfe9b62cddbbbf621bef2e9aa9685157,1.1819319,0.6652512
element-hq__element-web-44b98896a79ede48f5ad7ff22619a39d5f6ff03c,3.6419992,1.5903959
element-hq__element-web-459df4583e01e4744a52d45446e34183385442d6,3.847695,1.6394578
element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab,-0.29256,0.728395
element-hq__element-web-4c6b0d35add7ae8d58f71ea1711587e31081444b,-0.039215304,0.65302837
element-hq__element-web-4fec436883b601a3cac2d4a58067e597f737b817,3.7338283,1.7178671
element-hq__element-web-53a9b6447bd7e6110ee4a63e2ec0322c250f08d1,3.7113557,1.7048559
element-hq__element-web-53b42e321777a598aaf2bb3eab22d710569f83a8,-0.7356261,0.6226622
element-hq__element-web-56c7fc1948923b4b3f3507799e725ac16bcf8018,3.6611469,1.6120353
element-hq__element-web-582a1b093fc0b77538052f45cbb9c7295f991b51,1.0726324,0.7556112
element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492,3.6309376,1.6724141
element-hq__element-web-5e8488c2838ff4268f39db4a8cca7d74eecf5a7e,0.11461016,0.64576036
element-hq__element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31,-1.3125046,0.7026117
element-hq__element-web-66d0b318bc6fee0d17b54c1781d6ab5d5d323135,3.7902827,1.5993844
element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478,-1.5582392,0.66209865
element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c,1.019386,0.8282949
element-hq__element-web-72a8f8f03b1a01bb70ef8a5bb61759416991b32c,-0.038099233,0.66517425
element-hq__element-web-75c2c1a572fa45d1ea1d1a96e9e36e303332ecaa,3.9056685,1.6333935
element-hq__element-web-772df3021201d9c73835a626df8dcb6334ad9a3e,1.9874711,1.0203397
element-hq__element-web-776ffa47641c7ec6d142ab4a47691c30ebf83c2e,3.559819,1.6948726
element-hq__element-web-7c63d52500e145d6fff6de41dd717f61ab88d02f,0.61469316,0.75980556
element-hq__element-web-880428ab94c6ea98d3d18dcaeb17e8767adcb461,0.4788,0.7055454
element-hq__element-web-8f3c8b35153d2227af45f32e46bd1e15bd60b71f,1.8926842,0.91742283
element-hq__element-web-923ad4323b2006b2b180544429455ffe7d4a6cc3,-0.7636385,0.6106149
element-hq__element-web-9a31cd0fa849da810b4fac6c6c015145e850b282,1.9330275,0.98876756
element-hq__element-web-9bf77963ee5e036d54b2a3ca202fbf6378464a5e,0.008696088,0.63660556
element-hq__element-web-a692fe21811f88d92e8f7047fc615e4f1f986b0f,0.45822492,0.72095233
element-hq__element-web-ad26925bb6628260cfe0fcf90ec0a8cba381f4a4,3.8551006,1.4128625
element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309,3.6887054,1.4881325
element-hq__element-web-aec454dd6feeb93000380523cbb0b3681c0275fd,3.6165617,1.648595
element-hq__element-web-b007ea81b2ccd001b00f332bee65070aa7fc00f9,3.7851117,1.6421447
element-hq__element-web-b7fea97bb68c6628a644580076f840109132f074,0.04970699,0.61527544
element-hq__element-web-ca58617cee8aa91c93553449bfdf9b3465a5119b,2.0300167,1.0963079
element-hq__element-web-ca8b1b04effb4fec0e1dd3de8e3198eeb364d50e,-1.1810979,0.6358084
element-hq__element-web-ce554276db97b9969073369fefa4950ca8e54f84,0.09575436,0.62611914
element-hq__element-web-cf3c899dd1f221aa1a1f4c5a80dffc05b9c21c85,3.7980123,1.6197181
element-hq__element-web-d06cf09bf0b3d4a0fbe6bd32e4115caea2083168,1.1784552,0.8328195
element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6,1.0516648,0.75348556
element-hq__element-web-dae13ac8522fc6d41e64d1ac6e3174486fdcce0c,0.981033,0.7987968
element-hq__element-web-e15ef9f3de36df7f318c083e485f44e1de8aad17,3.7727842,1.6905693
element-hq__element-web-ecfd1736e5dd9808e87911fc264e6c816653e1a9,3.7774928,1.6577795
element-hq__element-web-ee13e23b156fbad9369d6a656c827b6444343d4f,-1.074156,0.6825764
element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787,0.053475685,0.69788885
element-hq__element-web-f14374a51c153f64f313243f2df6ea4971db4e15,0.48263344,0.7289544
element-hq__element-web-f3534b42df3dcfe36dc48bddbf14034085af6d30,0.58059365,0.7361518
element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6,1.9787645,0.9636635
element-hq__element-web-fe14847bb9bb07cab1b9c6c54335ff22ca5e516a,3.7901204,1.6054778
flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1,3.6831913,1.7077949
flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9,3.771226,1.4390689
flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,-1.3259907,0.6340874
flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,3.863825,1.5971308
flipt-io__flipt-15b76cada1ef29cfa56b0fba36754be36243dded,-1.2382121,0.6129457
flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,3.6903684,1.6563662
flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,-1.1965178,0.6402275
flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,0.027282685,0.68085194
flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,3.8385277,1.5359063
flipt-io__flipt-29d3f9db40c83434d0e3cc082af8baec64c391a9,-0.818501,0.64501315
flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3,3.7034154,1.4824722
flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,3.8226874,1.5029284
flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a,-1.110597,0.672047
flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e,3.613875,1.5589836
flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,3.8898904,1.6848634
flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,1.0771812,0.8351034
flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,3.7556233,1.8295952
flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,0.54381096,0.7070964
flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0,3.6643717,1.5621994
flipt-io__flipt-406f9396ad65696d58865b3a6283109cd4eaf40e,3.7897027,1.5910609
flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d,3.767327,1.7014989
flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192,0.5643526,0.6733654
flipt-io__flipt-518ec324b66a07fdd95464a5e9ca5fe7681ad8f9,3.7691057,1.6720408
flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,3.7566216,1.7560375
flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b,3.67594,1.896842
flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,-0.34513497,0.6497919
flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,3.6662698,1.5683966
flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922,3.692493,1.7170241
flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca,-2.8921213,0.82863325
flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,3.7581444,1.8488379
flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f,3.7435904,1.5749205
flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,3.768173,1.7728664
flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f,-0.3551885,0.6290786
flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,-0.72151196,0.64576286
flipt-io__flipt-72d06db14d58692bfb4d07b1aa745a37b35956f3,1.0691254,0.8241322
flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,3.6798904,1.6124573
flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,3.8561404,1.6515341
flipt-io__flipt-86906cbfc3a5d3629a583f98e6301142f5f14bdb,3.8046834,1.6541322
flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,2.0300252,1.1055882
flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,1.9870429,1.0112948
flipt-io__flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f,3.8771734,1.6490813
flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,3.755075,1.7120495
flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,3.7426703,1.8458476
flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4,3.7623243,1.7788461
flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9,3.7266974,1.751627
flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c,0.034596235,0.67002803
flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,-2.141594,0.77456427
flipt-io__flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce,3.865796,1.7350718
flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,-1.1337186,0.7151753
flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,0.05955218,0.718179
flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,0.1356531,0.63099355
flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,3.7982764,1.6493847
flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,3.8708303,1.5642256
flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,1.9185616,1.0449171
flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,-0.34476507,0.6559179
flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,1.0528151,0.7445417
flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67,1.9972595,0.9651811
flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,-1.5682538,0.704498
flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,0.5279062,0.6847638
flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125,3.8288348,1.5987588
flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,3.6762617,1.4992796
flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,3.6634333,1.5622414
flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1,3.7685182,1.6691557
flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b,3.821596,1.655706
flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1,3.7640033,1.8605539
flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,3.74858,1.4052562
flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,-0.26325417,0.5982318
flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,-0.7463375,0.6490611
flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063,1.1347162,0.7807916
flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,-0.7370891,0.6235661
flipt-io__flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0,-0.43388024,0.6505969
flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,3.7951515,1.653917
flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,0.49957436,0.72559655
flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b,3.752223,1.6559569
flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,3.8190877,1.4305508
flipt-io__flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26,-0.38623807,0.7087827
flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,0.08017291,0.6947033
flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,3.742421,1.7019349
flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,3.6952715,1.6558433
flipt-io__flipt-ebb3f84c74d61eee4d8c6875140b990eee62e146,3.6930814,1.8035945
flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918,3.7751443,1.5246245
flipt-io__flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920,3.8249469,1.656265
flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765,3.7154193,1.5409843
flipt-io__flipt-f743945d599b178293e89e784b3b2374b1026430,0.48582312,0.7075612
flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,3.5400367,1.8431449
future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,1.1645843,0.7570743
future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,3.6045554,1.6480702
future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,3.6990335,1.5143563
future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,0.5168567,0.7393766
future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,0.08312239,0.67940325
future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,3.7502491,1.6306168
