,b,b_std
django__django-13023,-0.09798808,0.27560264
django__django-13028,-1.965564,0.28837803
django__django-13033,-0.7207574,0.28323928
django__django-13089,-4.6393857,0.48821595
django__django-13109,-4.567743,0.50822306
django__django-13112,0.33961204,0.28036812
django__django-13121,-0.030038223,0.27921852
django__django-13128,0.49095562,0.29008454
django__django-13158,-0.43709537,0.29374775
django__django-13195,4.1025968,0.73644406
django__django-13212,5.95167,1.3221823
django__django-13279,-1.1155735,0.3163158
django__django-13297,-0.17870636,0.29143175
django__django-13315,-1.0856103,0.27922133
django__django-13343,-1.6071836,0.283069
django__django-13344,4.675722,1.0401144
django__django-13346,0.21534494,0.3024645
django__django-13363,-3.8819864,0.41766217
django__django-13401,-1.3038244,0.26362917
django__django-13406,-0.33542654,0.26980132
django__django-13410,-3.9627523,0.47187057
django__django-13417,-2.4342556,0.3354803
django__django-13449,-0.65689903,0.28763667
django__django-13512,0.81110555,0.30671483
django__django-13513,5.9634953,1.2700751
django__django-13516,-2.6400368,0.33009207
django__django-13551,0.060906377,0.27599272
django__django-13568,0.31562078,0.28053322
django__django-13569,-1.7480401,0.30015478
django__django-13590,-1.841231,0.30228302
django__django-13658,-5.9091067,0.6119596
django__django-13670,-3.4217873,0.396415
django__django-13741,-4.7774973,0.56629395
django__django-13786,-3.19085,0.3932874
django__django-13794,2.9122806,0.4223399
django__django-13807,0.71052605,0.2686956
django__django-13809,-2.0659714,0.30487248
django__django-13810,-1.8265189,0.29792497
django__django-13820,-3.8939726,0.45824644
django__django-13821,-2.8703136,0.3865558
django__django-13837,-2.19386,0.30525962
django__django-13925,0.22495157,0.29846644
django__django-13933,-2.4723253,0.36061817
django__django-13964,0.038692378,0.25398222
django__django-14007,-0.97117186,0.27096656
django__django-14011,5.9583783,1.3864822
django__django-14017,-1.1799634,0.28766888
django__django-14034,5.8221235,1.3605558
django__django-14053,-2.2322936,0.314095
django__django-14089,-4.3844047,0.4766472
django__django-14122,-0.89457506,0.26220873
django__django-14140,1.0801786,0.30631122
django__django-14155,5.860501,1.4737929
django__django-14170,4.0825367,0.683339
django__django-14238,-2.5267875,0.30996582
django__django-14311,0.08498986,0.27581546
django__django-14315,4.801312,0.8067697
django__django-14349,-3.0296917,0.3574444
django__django-14351,-0.022338916,0.25590262
django__django-14373,-5.542072,0.6113441
django__django-14376,2.0827386,0.37557042
django__django-14404,1.2764969,0.2886533
django__django-14434,-1.6473587,0.2967541
django__django-14493,-2.2271564,0.3091645
django__django-14500,-1.772701,0.28985545
django__django-14534,2.885391,0.44345886
django__django-14539,-2.1127539,0.26115596
django__django-14559,-1.5557282,0.26797032
django__django-14580,-0.40830877,0.30148974
django__django-14608,-1.7216344,0.29489675
django__django-14631,0.6425964,0.2895573
django__django-14672,-3.1996105,0.3635274
django__django-14725,3.1157854,0.49704698
django__django-14752,-4.289039,0.48590437
django__django-14765,-3.938615,0.41130298
django__django-14771,-0.3094438,0.27221063
django__django-14787,-2.1347165,0.31388444
django__django-14792,4.6737103,0.89249736
django__django-14855,-4.540711,0.51131517
django__django-14915,-3.8476717,0.44758886
django__django-14999,-1.2013782,0.270067
django__django-15022,-0.54898685,0.2806308
django__django-15037,-0.14590713,0.25300464
django__django-15098,4.2143784,0.67889094
django__django-15103,-1.48124,0.30288583
django__django-15104,-4.8389225,0.5627175
django__django-15127,1.4435548,0.28755745
django__django-15128,-0.006432766,0.25890923
django__django-15161,-0.35527983,0.30348575
django__django-15252,5.936949,1.3883119
django__django-15268,-0.042662777,0.292083
django__django-15277,-4.547522,0.47614264
django__django-15278,-2.3496106,0.34764606
django__django-15280,3.0931947,0.42957935
django__django-15315,-3.0431898,0.3851499
django__django-15368,-3.877207,0.44870776
django__django-15375,0.18326497,0.28263578
django__django-15380,-1.7874488,0.29552838
django__django-15382,-0.9824091,0.25182468
django__django-15467,-4.8949533,0.55583423
django__django-15499,-3.2114563,0.3705587
django__django-15503,1.8414147,0.35888678
django__django-15525,-0.9560621,0.27383086
django__django-15554,2.1572654,0.36291742
django__django-15561,-2.2382936,0.32564166
django__django-15563,2.2333937,0.3478861
django__django-15569,-3.8692985,0.43548545
django__django-15572,-2.1498535,0.34125566
django__django-15629,6.1313963,1.2122573
django__django-15695,2.7489522,0.44124085
django__django-15731,-3.3378575,0.39267877
django__django-15732,2.4262285,0.38657588
django__django-15741,-3.080414,0.38113165
django__django-15814,-1.5677949,0.2981317
django__django-15851,-3.1380694,0.375183
django__django-15863,-2.2340436,0.33253446
django__django-15916,1.4025669,0.3120591
django__django-15930,-0.5381372,0.2656419
django__django-15957,3.7140098,0.60579103
django__django-15973,5.968706,1.2185198
django__django-15987,-1.2447315,0.2572491
django__django-16032,-0.35172066,0.2564968
django__django-16082,-1.4914571,0.2875378
django__django-16100,-1.4778241,0.29967576
django__django-16116,-2.359865,0.3113051
django__django-16136,-1.7353119,0.31023958
django__django-16139,-4.5522356,0.50521296
django__django-16145,-3.2925057,0.41113803
django__django-16255,-4.8581314,0.4979136
django__django-16256,3.7198458,0.6067387
django__django-16263,5.956141,1.4334337
django__django-16315,0.41805935,0.2740959
django__django-16333,-4.054256,0.462308
django__django-16429,-4.1290574,0.4527271
django__django-16454,1.4525632,0.31147274
django__django-16485,-3.5227966,0.37359822
django__django-16493,-3.0788114,0.35244063
django__django-16502,5.94882,1.3015543
django__django-16527,-4.8287735,0.5608489
django__django-16560,1.0853972,0.33262983
django__django-16569,-5.848361,0.646102
django__django-16595,-3.6104486,0.4156009
django__django-16612,-2.7293591,0.3400962
django__django-16631,6.036885,1.2551689
django__django-16642,-0.50230217,0.26836216
django__django-16661,-0.52041787,0.2869353
django__django-16662,-2.8314342,0.3508695
django__django-16667,5.9263096,1.1714578
django__django-16801,-4.092806,0.46937174
django__django-16819,-2.006289,0.29323053
django__django-16877,-0.18405709,0.28044656
django__django-16899,-1.7160009,0.28321835
django__django-16901,-1.4918778,0.26522294
django__django-16938,1.7261269,0.34233782
django__django-16950,2.7168097,0.41337192
django__django-17029,-4.1255207,0.45193568
django__django-17084,1.0416045,0.3256052
django__django-17087,-1.1513335,0.2842355
django__django-7530,-2.4630618,0.34354362
django__django-9296,-4.552315,0.44681743
matplotlib__matplotlib-13989,-2.2492409,0.3121403
matplotlib__matplotlib-14623,0.03170619,0.25580847
matplotlib__matplotlib-20488,1.3936915,0.29951555
matplotlib__matplotlib-20676,1.9859469,0.38838536
matplotlib__matplotlib-20826,0.80899245,0.3020137
matplotlib__matplotlib-20859,-1.4944944,0.31009465
matplotlib__matplotlib-21568,5.9703574,1.2391481
matplotlib__matplotlib-22719,-3.5070052,0.43511057
matplotlib__matplotlib-22865,0.58050394,0.26131275
matplotlib__matplotlib-22871,0.2811944,0.2600773
matplotlib__matplotlib-23299,4.7767644,0.7925516
matplotlib__matplotlib-23314,-1.670158,0.30503172
matplotlib__matplotlib-23412,-2.316295,0.30684572
matplotlib__matplotlib-23476,4.683555,0.7930955
matplotlib__matplotlib-24026,-2.343357,0.32625046
matplotlib__matplotlib-24149,-2.0009153,0.3282173
matplotlib__matplotlib-24177,2.9732854,0.45322502
matplotlib__matplotlib-24570,-1.362221,0.26660728
matplotlib__matplotlib-24627,-1.0335385,0.27105924
matplotlib__matplotlib-24637,-0.6885442,0.27316183
matplotlib__matplotlib-24870,4.814999,0.8806109
matplotlib__matplotlib-24970,-2.456479,0.34984443
matplotlib__matplotlib-25122,-2.9197505,0.3903187
matplotlib__matplotlib-25287,-2.504362,0.31515637
matplotlib__matplotlib-25311,-0.3859491,0.28193623
matplotlib__matplotlib-25332,-0.29445603,0.2821585
matplotlib__matplotlib-25479,5.9631276,1.3032857
matplotlib__matplotlib-25775,0.1665296,0.27705023
matplotlib__matplotlib-25960,3.7210639,0.5640478
matplotlib__matplotlib-26113,-3.031979,0.3668596
matplotlib__matplotlib-26208,4.7285585,0.877703
matplotlib__matplotlib-26291,-0.80255824,0.27706617
matplotlib__matplotlib-26342,-1.9281543,0.31270936
matplotlib__matplotlib-26466,5.9638147,1.431561
mwaskom__seaborn-3069,0.5035003,0.28349003
mwaskom__seaborn-3187,3.3068283,0.4935049
pallets__flask-5014,-4.102875,0.45522222
psf__requests-1142,-0.40542766,0.265014
psf__requests-1724,-1.160321,0.27839026
psf__requests-1766,-1.6891246,0.2978316
psf__requests-1921,-0.51650834,0.27000785
psf__requests-2317,-0.9991247,0.30221257
psf__requests-2931,0.7246801,0.26760927
psf__requests-5414,-0.3977403,0.26484853
psf__requests-6028,3.6923602,0.55118215
pydata__xarray-2905,-0.88088316,0.25850353
pydata__xarray-3095,-0.6378048,0.2677502
pydata__xarray-3151,-2.1689537,0.32516977
pydata__xarray-3305,-1.8307378,0.3202834
pydata__xarray-3677,-3.2845397,0.3869501
pydata__xarray-3993,0.10516674,0.27149254
pydata__xarray-4075,-4.5560718,0.5853933
pydata__xarray-4094,-0.3667842,0.2809963
pydata__xarray-4356,-3.131733,0.39151424
pydata__xarray-4629,-4.8200746,0.58274454
pydata__xarray-4687,1.4941099,0.30793804
pydata__xarray-4695,0.15163031,0.27942196
pydata__xarray-4966,-2.6687644,0.35838687
pydata__xarray-6461,-1.7780944,0.26595032
pydata__xarray-6599,0.7204578,0.2759532
pydata__xarray-6721,-0.25699016,0.2483048
pydata__xarray-6744,-0.5224598,0.25897047
pydata__xarray-6938,3.0737426,0.53431714
pydata__xarray-6992,5.8810716,1.1536056
pydata__xarray-7229,5.913334,1.4280978
pydata__xarray-7233,-2.7071974,0.32757506
pydata__xarray-7393,-0.22572982,0.25786874
pylint-dev__pylint-4551,5.9992805,1.2337984
pylint-dev__pylint-4604,5.976498,1.2780621
pylint-dev__pylint-4661,5.9206605,1.347549
pylint-dev__pylint-4970,2.0268412,0.3613327
pylint-dev__pylint-6386,1.2077253,0.29924762
pylint-dev__pylint-6528,0.2726582,0.25692967
pylint-dev__pylint-6903,-5.507345,0.64449555
pylint-dev__pylint-7080,2.3447309,0.39245462
pylint-dev__pylint-7277,-2.16223,0.34863532
pylint-dev__pylint-8898,2.9723501,0.5022198
pytest-dev__pytest-10051,0.8501952,0.3161238
pytest-dev__pytest-10081,-1.657516,0.2493335
pytest-dev__pytest-10356,5.9918084,1.246246
pytest-dev__pytest-5262,-1.6570568,0.29382136
pytest-dev__pytest-5631,-1.6152248,0.29422757
pytest-dev__pytest-5787,1.3733604,0.32662642
pytest-dev__pytest-5809,-5.1673694,0.5301947
pytest-dev__pytest-5840,4.72922,0.89012414
pytest-dev__pytest-6197,1.8070524,0.35047418
pytest-dev__pytest-6202,-4.844021,0.526908
pytest-dev__pytest-7205,-0.95262927,0.29420504
pytest-dev__pytest-7236,-1.0394739,0.31040093
pytest-dev__pytest-7324,0.9244584,0.27816486
pytest-dev__pytest-7432,-1.4691826,0.2826913
pytest-dev__pytest-7490,0.22467428,0.24525061
pytest-dev__pytest-7521,-1.380957,0.29925656
pytest-dev__pytest-7571,-2.2653928,0.31396985
pytest-dev__pytest-7982,-3.588222,0.39741242
pytest-dev__pytest-8399,-4.185691,0.4858579
scikit-learn__scikit-learn-10297,-3.9205801,0.44100007
scikit-learn__scikit-learn-10844,-5.4362106,0.6242932
scikit-learn__scikit-learn-10908,-0.5169746,0.27129564
scikit-learn__scikit-learn-11310,-2.671458,0.35755634
scikit-learn__scikit-learn-11578,-4.0301623,0.4782077
scikit-learn__scikit-learn-12585,-5.1285605,0.57929516
scikit-learn__scikit-learn-12682,-0.63678956,0.26416036
scikit-learn__scikit-learn-12973,-1.3113254,0.28435293
scikit-learn__scikit-learn-13124,-0.11596461,0.2718929
scikit-learn__scikit-learn-13135,-2.2285452,0.31666973
scikit-learn__scikit-learn-13142,-2.145531,0.3108811
scikit-learn__scikit-learn-13328,-3.5686202,0.40655735
scikit-learn__scikit-learn-13439,-3.464702,0.39674124
scikit-learn__scikit-learn-13496,-2.9811094,0.35759512
scikit-learn__scikit-learn-13779,-3.2460144,0.36011082
scikit-learn__scikit-learn-14053,-2.753153,0.35023767
scikit-learn__scikit-learn-14087,-0.27784416,0.24398676
scikit-learn__scikit-learn-14141,-4.095233,0.42808437
scikit-learn__scikit-learn-14496,-5.0679493,0.60668576
scikit-learn__scikit-learn-14629,2.881873,0.45249477
scikit-learn__scikit-learn-14710,-2.1237483,0.33724865
scikit-learn__scikit-learn-14894,-4.493914,0.57035565
scikit-learn__scikit-learn-14983,0.77128386,0.3169453
scikit-learn__scikit-learn-15100,-3.8071394,0.4496717
scikit-learn__scikit-learn-25102,0.48837048,0.25712496
scikit-learn__scikit-learn-25232,-1.8932556,0.28504026
scikit-learn__scikit-learn-25747,2.5895877,0.40316758
scikit-learn__scikit-learn-25931,-1.6855055,0.28766596
scikit-learn__scikit-learn-25973,-1.2564728,0.31527293
scikit-learn__scikit-learn-26194,4.1104274,0.68324435
scikit-learn__scikit-learn-26323,-2.3011296,0.29706725
scikit-learn__scikit-learn-9288,-1.8129612,0.30747285
sphinx-doc__sphinx-10323,-0.03313845,0.28522095
sphinx-doc__sphinx-10435,4.076773,0.67168057
sphinx-doc__sphinx-10449,-0.16848646,0.26452318
sphinx-doc__sphinx-10466,-1.8615773,0.29452983
sphinx-doc__sphinx-10614,4.6554766,0.9258375
sphinx-doc__sphinx-10673,-0.63114977,0.28335786
sphinx-doc__sphinx-11445,0.10410783,0.31163195
sphinx-doc__sphinx-11510,5.9678354,1.1729672
sphinx-doc__sphinx-7440,-1.1810644,0.25263613
sphinx-doc__sphinx-7454,0.43430036,0.28644305
sphinx-doc__sphinx-7462,5.915063,1.1559621
sphinx-doc__sphinx-7590,5.8457503,1.2899413
sphinx-doc__sphinx-7748,6.0457363,1.2461886
sphinx-doc__sphinx-7757,-0.07535857,0.29675782
sphinx-doc__sphinx-7889,-1.2251532,0.29048815
sphinx-doc__sphinx-7910,-1.0873884,0.27122506
sphinx-doc__sphinx-7985,3.7214859,0.5528421
sphinx-doc__sphinx-8035,-0.6527047,0.25321743
sphinx-doc__sphinx-8056,2.2470062,0.3511117
sphinx-doc__sphinx-8120,-1.0055507,0.27117473
sphinx-doc__sphinx-8265,2.569189,0.42597038
sphinx-doc__sphinx-8269,-1.1321744,0.2695073
sphinx-doc__sphinx-8459,-0.11203239,0.26073968
sphinx-doc__sphinx-8475,-1.4791349,0.31553054
sphinx-doc__sphinx-8548,2.9514618,0.4290069
sphinx-doc__sphinx-8551,0.7866194,0.28422558
sphinx-doc__sphinx-8593,0.008934881,0.2720646
sphinx-doc__sphinx-8595,-1.9754425,0.29815286
sphinx-doc__sphinx-8621,0.81520957,0.2984341
sphinx-doc__sphinx-8638,2.9688377,0.4650843
sphinx-doc__sphinx-8721,-3.0166857,0.39367694
sphinx-doc__sphinx-9229,4.7477074,0.94166696
sphinx-doc__sphinx-9230,0.76150924,0.2927795
sphinx-doc__sphinx-9258,1.2200354,0.29577357
sphinx-doc__sphinx-9281,-1.1141676,0.2885857
sphinx-doc__sphinx-9320,-2.9673772,0.3520319
sphinx-doc__sphinx-9367,-2.8571196,0.33274603
sphinx-doc__sphinx-9461,5.8846197,1.4553881
sphinx-doc__sphinx-9591,0.7416611,0.30128643
sphinx-doc__sphinx-9602,3.3647487,0.5198765
sphinx-doc__sphinx-9658,1.3821214,0.32513207
sphinx-doc__sphinx-9673,-0.7702588,0.2600208
sphinx-doc__sphinx-9698,-2.4448621,0.35881734
sphinx-doc__sphinx-9711,-2.2446399,0.34459084
sympy__sympy-11618,-2.3833816,0.37574354
sympy__sympy-12096,-3.7740893,0.41442278
sympy__sympy-12419,-0.48406458,0.2690844
sympy__sympy-12481,-1.4709156,0.29199192
sympy__sympy-12489,2.5638108,0.41137785
sympy__sympy-13031,1.4611588,0.32631505
sympy__sympy-13091,2.1512942,0.36463723
sympy__sympy-13372,-2.513375,0.30332607
sympy__sympy-13480,-4.0008473,0.50990045
sympy__sympy-13551,0.60008055,0.2606058
sympy__sympy-13615,0.6454889,0.28655216
sympy__sympy-13647,-2.602629,0.32280806
sympy__sympy-13757,0.27161872,0.3005185
sympy__sympy-13798,2.96405,0.47160184
sympy__sympy-13852,6.1287317,1.1786025
sympy__sympy-13877,1.0354806,0.30963308
sympy__sympy-13878,-0.14906242,0.29832783
sympy__sympy-13974,1.8186921,0.35536435
sympy__sympy-14248,4.739234,0.82326543
sympy__sympy-14531,-1.0769055,0.32562223
sympy__sympy-14711,-2.6748784,0.34216732
sympy__sympy-14976,0.2575759,0.264657
sympy__sympy-15017,0.10700558,0.29829195
sympy__sympy-15345,-0.066401996,0.24890633
sympy__sympy-15349,-1.6656176,0.28254187
sympy__sympy-15599,1.5373775,0.33433115
sympy__sympy-15809,-1.0432941,0.276551
sympy__sympy-15875,-0.20593269,0.26599848
sympy__sympy-15976,1.547227,0.31039673
sympy__sympy-16450,-2.3132467,0.363473
sympy__sympy-16597,5.924614,1.2909776
sympy__sympy-16766,-3.5574193,0.40304902
sympy__sympy-16792,-0.5566312,0.2999643
sympy__sympy-16886,-3.382197,0.39190936
sympy__sympy-17139,-1.1042916,0.25739747
sympy__sympy-17318,2.868264,0.48034245
sympy__sympy-17630,4.7390075,0.83046156
sympy__sympy-17655,-1.235778,0.2722946
sympy__sympy-18189,-1.5391736,0.28080735
sympy__sympy-18199,5.9649634,1.1577717
sympy__sympy-18211,0.23004976,0.30882183
sympy__sympy-18698,1.5620061,0.293756
sympy__sympy-18763,-0.07466254,0.28767854
sympy__sympy-19040,1.9837606,0.33962223
sympy__sympy-19346,-2.2885914,0.3161196
sympy__sympy-19495,-0.14535679,0.2696439
sympy__sympy-19637,-3.3423073,0.39406446
sympy__sympy-19783,0.04314098,0.3006947
sympy__sympy-19954,-2.0970104,0.294104
sympy__sympy-20154,-2.4284396,0.33528522
sympy__sympy-20428,6.137932,1.2310334
sympy__sympy-20438,6.071482,1.260898
sympy__sympy-20590,-0.09284959,0.32098708
sympy__sympy-20801,-1.1028728,0.28055787
sympy__sympy-20916,4.6089897,0.94749236
sympy__sympy-21379,0.1520657,0.2929641
sympy__sympy-21596,5.854921,1.3471876
sympy__sympy-21612,3.360608,0.5148272
sympy__sympy-21847,-3.1130502,0.38091946
sympy__sympy-21930,6.0096536,1.215661
sympy__sympy-22080,4.6987176,0.94090044
sympy__sympy-22456,-1.6262751,0.28408363
sympy__sympy-22714,-2.0329282,0.30426675
sympy__sympy-22914,-3.3638368,0.4084321
sympy__sympy-23262,-1.2443318,0.2620414
sympy__sympy-23413,2.2059052,0.3520584
sympy__sympy-23534,-2.262217,0.3233316
sympy__sympy-23824,-2.6089005,0.31439778
sympy__sympy-23950,-1.1590369,0.2577862
sympy__sympy-24066,-1.5824863,0.29120368
sympy__sympy-24213,-3.8902717,0.47208828
sympy__sympy-24443,-3.2524316,0.4130981
sympy__sympy-24539,-3.7156081,0.3960082
sympy__sympy-24562,0.19319901,0.30789745
sympy__sympy-24661,-2.022246,0.30947137
