,b,b_std
ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1,-3.6220696,0.99949
ansible__ansible-622a493ae03bd5e5cf517d336fc426e9d12208c7,-0.005266271,0.72234243
ansible__ansible-6cc97447aac5816745278f3735af128afb255c81,3.8287594,1.5290241
ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457,1.1658318,0.7555195
ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4,-2.8717496,0.85761786
ansible__ansible-77658704217d5f166404fc67997203c25381cb6e,0.09416191,0.6510554
ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad,3.9274921,1.6114259
ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226,-0.7953877,0.628493
ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc,1.9894038,0.926273
ansible__ansible-83909bfa22573777e3db5688773bda59721962ad,3.814574,1.7143341
ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3,3.719961,1.6081804
ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55,1.8902304,1.0998943
ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c,3.8587956,1.4982193
ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b,1.9098486,1.0042312
ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140,3.7873113,1.6647823
ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c,-0.32273376,0.5488778
ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751,1.176176,0.7912553
ansible__ansible-9a21e247786ebd294dafafca1105fcd770ff46c6,1.0843815,0.76456714
ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828,0.62698627,0.8255062
ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44,1.9529871,1.0112717
ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9,-1.6766493,0.7117134
ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6,-0.3359403,0.6352882
ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05,-3.6213849,0.94454587
ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6,-1.1643084,0.60871345
ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89,-1.6147299,0.70235634
ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df,0.47881228,0.7067728
ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001,3.7152228,1.5610379
ansible__ansible-b748edea457a4576847a10275678127895d2f02f,3.7637055,1.57396
ansible__ansible-b8025ac160146319d2b875be3366b60c852dd35d,0.54839224,0.71538687
ansible__ansible-be2c376ab87e3e872ca21697508f12c6909cf85a,-0.36070225,0.64648867
ansible__ansible-be59caa59bf47ca78a4760eb7ff38568372a8260,-0.7683003,0.6875745
ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73,3.5877473,1.6365134
ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb,3.8687947,1.602043
ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8,3.79964,1.5262812
ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b,3.6945693,1.6167443
ansible__ansible-cb94c0cc550df9e98f1247bc71d8c2b861c75049,-1.0712821,0.7014454
ansible__ansible-cd473dfb2fdbc97acf3293c134b21cbbcfa89ec3,3.7749226,1.5619473
ansible__ansible-cd9c4eb5a6b2bfaf4a6709f001ce3d0c92c1eed2,0.5178304,0.731069
ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662,3.8163552,1.6103063
ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48,1.0529721,0.7474299
ansible__ansible-d33bedc48fdd933b5abd65a77c081876298e2f07,3.7550712,1.7395477
ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e,3.6946442,1.6975778
ansible__ansible-d62496fe416623e88b90139dc7917080cb04ce70,0.55327415,0.779157
ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e,0.5939493,0.69689316
ansible__ansible-d72025be751c894673ba85caa063d835a0ad3a8c,3.7982314,1.593106
ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f,-2.8228548,0.86775714
ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0,-0.33174628,0.63797814
ansible__ansible-de5858f48dc9e1ce9117034e0d7e76806f420ca8,3.7982469,1.4964068
ansible__ansible-deb54e4c5b32a346f1f0b0a14f1c713d2cc2e961,0.060469646,0.6537279
ansible__ansible-e0c91af45fa9af575d10fd3e724ebc59d2b2d6ac,-2.7505693,0.8283355
ansible__ansible-e22e103cdf8edc56ff7d9b848a58f94f1471a263,-1.1377321,0.6190693
ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0,3.6680613,1.6706388
ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74,3.5804796,1.7451763
ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39,-1.1102294,0.6263694
ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362,-0.7283311,0.6347649
ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d,3.805966,1.5995284
ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d,-2.1525893,0.76287186
ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3,3.7749143,1.7044709
ansible__ansible-f02a62db509dc7463fab642c9c3458b9bc3476cc,3.8118992,1.7638229
ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629,0.12843058,0.7432358
ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997,3.8292859,1.5259814
ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec,-0.4302326,0.69015694
ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85,0.07712674,0.68396205
astropy__astropy-12907,-1.2793614,0.2794065
astropy__astropy-13033,4.149136,0.7178842
astropy__astropy-13236,2.5229228,0.40873984
astropy__astropy-13398,5.9178,1.2880679
astropy__astropy-13453,-0.30855983,0.27340773
astropy__astropy-13579,-1.4036436,0.28852564
astropy__astropy-13977,5.8183193,1.2751102
astropy__astropy-14096,-1.1188315,0.25654823
astropy__astropy-14182,3.4093711,0.5224124
astropy__astropy-14309,-4.86783,0.5276938
astropy__astropy-14365,3.4569688,0.5215684
astropy__astropy-14369,2.406444,0.4144926
astropy__astropy-14508,-1.0160795,0.25689703
astropy__astropy-14539,-1.7755473,0.27943775
astropy__astropy-14598,3.1484792,0.4910546
astropy__astropy-14995,-2.7686574,0.35561162
astropy__astropy-7166,-2.3687737,0.32132074
astropy__astropy-7336,-3.906094,0.42698106
astropy__astropy-7606,3.709203,0.58535683
astropy__astropy-7671,-3.048428,0.3505301
astropy__astropy-8707,4.1253524,0.7046331
astropy__astropy-8872,4.1062284,0.61431897
bn-fit-modify,-0.11361648,0.28785467
break-filter-js-from-html,1.7039962,0.29037502
build-cython-ext,1.1585264,0.26358524
build-pmars,-1.8537731,0.4305195
build-pov-ray,-0.4076433,0.34548575
caffe-cifar-10,3.948846,0.46357882
cancel-async-tasks,-0.2418908,0.30695733
chess-best-move,3.8007016,0.3986634
circuit-fibsqrt,2.0394478,0.27745292
cobol-modernization,-3.2305775,0.57299495
code-from-image,-1.6415596,0.35871735
compile-compcert,0.51729333,0.28110766
configure-git-webserver,-0.78873026,0.29449466
constraints-scheduling,-4.249841,0.9183208
count-dataset-tokens,0.49224195,0.29064125
crack-7z-hash,-0.7267891,0.32959577
custom-memory-heap-crash,-1.5559636,0.4289906
db-wal-recovery,2.8078916,0.27352756
distribution-search,-1.3571293,0.36281195
django__django-10097,0.9117463,0.32804003
django__django-10554,6.0197434,1.1980995
django__django-10880,-1.7928497,0.29677975
django__django-10914,-3.2860513,0.3901488
django__django-10973,-2.2225091,0.33021763
django__django-10999,6.0476604,1.2921858
django__django-11066,-5.1826634,0.5733419
django__django-11087,6.0025697,1.2494054
django__django-11095,-3.441596,0.4055787
django__django-11099,-4.5493894,0.44996387
django__django-11119,-4.947342,0.60007143
django__django-11133,-4.8614836,0.46890554
django__django-11138,3.1506221,0.46501043
django__django-11141,2.3764906,0.3957261
django__django-11149,1.2479844,0.2901495
django__django-11163,-4.3672624,0.50334674
django__django-11179,-3.0632675,0.43665287
django__django-11206,0.7764035,0.26458314
django__django-11211,-0.94203115,0.25418094
django__django-11239,0.5680008,0.29245377
django__django-11265,0.71474123,0.32744837
django__django-11276,-2.4913974,0.3368175
django__django-11292,-2.1597285,0.31448188
django__django-11299,-0.11637676,0.2795776
django__django-11333,-0.09685872,0.26708356
django__django-11400,6.0298476,1.3204529
django__django-11433,2.5268211,0.44397822
django__django-11451,-2.1668086,0.35357878
django__django-11477,4.724253,0.8910741
django__django-11490,0.59690225,0.28813055
django__django-11532,0.023512838,0.26036525
django__django-11551,-3.593125,0.37744966
django__django-11555,0.5067621,0.27642968
django__django-11603,-4.0623274,0.5033745
django__django-11728,2.6398177,0.40686643
django__django-11734,4.7011147,0.9052739
django__django-11740,-0.806311,0.26442412
django__django-11749,-1.515062,0.2841163
django__django-11790,1.3896668,0.3219303
django__django-11815,-1.142179,0.27860016
django__django-11820,4.638838,0.97355676
django__django-11848,0.94376147,0.30940717
django__django-11880,-4.3668013,0.47469047
django__django-11885,2.651542,0.4169428
django__django-11951,-2.6858504,0.37306002
django__django-11964,0.8437865,0.30129513
django__django-11999,-2.5601368,0.31497857
django__django-12039,-0.792483,0.23998474
django__django-12050,-2.9407265,0.3748347
django__django-12125,0.14117265,0.27765337
django__django-12143,-4.314056,0.5053144
django__django-12155,-5.1738896,0.59772563
django__django-12193,-0.6591749,0.26657075
django__django-12209,-2.349019,0.3187066
django__django-12262,-1.1452385,0.26106054
django__django-12273,2.7549598,0.409761
django__django-12276,-2.734041,0.30640236
django__django-12304,-1.0276153,0.2538471
django__django-12308,1.9105846,0.33550456
django__django-12325,2.126001,0.39348638
django__django-12406,5.9254947,1.2754384
django__django-12419,-3.8967178,0.479822
django__django-12663,0.10427666,0.22635226
django__django-12708,-1.1966468,0.273585
django__django-12713,-2.7577617,0.32425404
django__django-12741,-1.4487762,0.29596946
django__django-12754,0.2640028,0.28108442
django__django-12774,0.055345647,0.28904736
django__django-12858,-1.2810616,0.27968034
django__django-12965,0.6900495,0.30581403
django__django-13012,-0.93247855,0.27079645
django__django-13023,-0.09798808,0.27560264
django__django-13028,-1.965564,0.28837803
django__django-13033,-0.7207574,0.28323928
django__django-13089,-4.6393857,0.48821595
django__django-13109,-4.567743,0.50822306
django__django-13112,0.33961204,0.28036812
django__django-13121,-0.030038223,0.27921852
django__django-13128,0.49095562,0.29008454
django__django-13158,-0.43709537,0.29374775
django__django-13195,4.1025968,0.73644406
django__django-13212,5.95167,1.3221823
django__django-13279,-1.1155735,0.3163158
django__django-13297,-0.17870636,0.29143175
django__django-13315,-1.0856103,0.27922133
django__django-13343,-1.6071836,0.283069
django__django-13344,4.675722,1.0401144
django__django-13346,0.21534494,0.3024645
django__django-13363,-3.8819864,0.41766217
django__django-13401,-1.3038244,0.26362917
django__django-13406,-0.33542654,0.26980132
django__django-13410,-3.9627523,0.47187057
django__django-13417,-2.4342556,0.3354803
django__django-13449,-0.65689903,0.28763667
django__django-13512,0.81110555,0.30671483
django__django-13513,5.9634953,1.2700751
django__django-13516,-2.6400368,0.33009207
django__django-13551,0.060906377,0.27599272
django__django-13568,0.31562078,0.28053322
django__django-13569,-1.7480401,0.30015478
django__django-13590,-1.841231,0.30228302
django__django-13658,-5.9091067,0.6119596
django__django-13670,-3.4217873,0.396415
django__django-13741,-4.7774973,0.56629395
django__django-13786,-3.19085,0.3932874
django__django-13794,2.9122806,0.4223399
django__django-13807,0.71052605,0.2686956
django__django-13809,-2.0659714,0.30487248
django__django-13810,-1.8265189,0.29792497
django__django-13820,-3.8939726,0.45824644
django__django-13821,-2.8703136,0.3865558
django__django-13837,-2.19386,0.30525962
django__django-13925,0.22495157,0.29846644
django__django-13933,-2.4723253,0.36061817
django__django-13964,0.038692378,0.25398222
django__django-14007,-0.97117186,0.27096656
django__django-14011,5.9583783,1.3864822
django__django-14017,-1.1799634,0.28766888
django__django-14034,5.8221235,1.3605558
django__django-14053,-2.2322936,0.314095
django__django-14089,-4.3844047,0.4766472
django__django-14122,-0.89457506,0.26220873
django__django-14140,1.0801786,0.30631122
django__django-14155,5.860501,1.4737929
django__django-14170,4.0825367,0.683339
django__django-14238,-2.5267875,0.30996582
django__django-14311,0.08498986,0.27581546
django__django-14315,4.801312,0.8067697
django__django-14349,-3.0296917,0.3574444
django__django-14351,-0.022338916,0.25590262
django__django-14373,-5.542072,0.6113441
django__django-14376,2.0827386,0.37557042
django__django-14404,1.2764969,0.2886533
django__django-14434,-1.6473587,0.2967541
django__django-14493,-2.2271564,0.3091645
django__django-14500,-1.772701,0.28985545
django__django-14534,2.885391,0.44345886
django__django-14539,-2.1127539,0.26115596
django__django-14559,-1.5557282,0.26797032
django__django-14580,-0.40830877,0.30148974
django__django-14608,-1.7216344,0.29489675
django__django-14631,0.6425964,0.2895573
django__django-14672,-3.1996105,0.3635274
django__django-14725,3.1157854,0.49704698
django__django-14752,-4.289039,0.48590437
django__django-14765,-3.938615,0.41130298
django__django-14771,-0.3094438,0.27221063
django__django-14787,-2.1347165,0.31388444
django__django-14792,4.6737103,0.89249736
django__django-14855,-4.540711,0.51131517
django__django-14915,-3.8476717,0.44758886
django__django-14999,-1.2013782,0.270067
django__django-15022,-0.54898685,0.2806308
django__django-15037,-0.14590713,0.25300464
django__django-15098,4.2143784,0.67889094
django__django-15103,-1.48124,0.30288583
django__django-15104,-4.8389225,0.5627175
django__django-15127,1.4435548,0.28755745
django__django-15128,-0.006432766,0.25890923
django__django-15161,-0.35527983,0.30348575
django__django-15252,5.936949,1.3883119
django__django-15268,-0.042662777,0.292083
django__django-15277,-4.547522,0.47614264
django__django-15278,-2.3496106,0.34764606
django__django-15280,3.0931947,0.42957935
django__django-15315,-3.0431898,0.3851499
django__django-15368,-3.877207,0.44870776
django__django-15375,0.18326497,0.28263578
django__django-15380,-1.7874488,0.29552838
django__django-15382,-0.9824091,0.25182468
django__django-15467,-4.8949533,0.55583423
django__django-15499,-3.2114563,0.3705587
django__django-15503,1.8414147,0.35888678
django__django-15525,-0.9560621,0.27383086
django__django-15554,2.1572654,0.36291742
django__django-15561,-2.2382936,0.32564166
django__django-15563,2.2333937,0.3478861
django__django-15569,-3.8692985,0.43548545
django__django-15572,-2.1498535,0.34125566
django__django-15629,6.1313963,1.2122573
django__django-15695,2.7489522,0.44124085
django__django-15731,-3.3378575,0.39267877
django__django-15732,2.4262285,0.38657588
django__django-15741,-3.080414,0.38113165
django__django-15814,-1.5677949,0.2981317
django__django-15851,-3.1380694,0.375183
django__django-15863,-2.2340436,0.33253446
django__django-15916,1.4025669,0.3120591
django__django-15930,-0.5381372,0.2656419
django__django-15957,3.7140098,0.60579103
django__django-15973,5.968706,1.2185198
django__django-15987,-1.2447315,0.2572491
django__django-16032,-0.35172066,0.2564968
django__django-16082,-1.4914571,0.2875378
django__django-16100,-1.4778241,0.29967576
django__django-16116,-2.359865,0.3113051
django__django-16136,-1.7353119,0.31023958
django__django-16139,-4.5522356,0.50521296
django__django-16145,-3.2925057,0.41113803
django__django-16255,-4.8581314,0.4979136
django__django-16256,3.7198458,0.6067387
django__django-16263,5.956141,1.4334337
django__django-16315,0.41805935,0.2740959
django__django-16333,-4.054256,0.462308
django__django-16429,-4.1290574,0.4527271
django__django-16454,1.4525632,0.31147274
django__django-16485,-3.5227966,0.37359822
django__django-16493,-3.0788114,0.35244063
django__django-16502,5.94882,1.3015543
django__django-16527,-4.8287735,0.5608489
django__django-16560,1.0853972,0.33262983
django__django-16569,-5.848361,0.646102
django__django-16595,-3.6104486,0.4156009
django__django-16612,-2.7293591,0.3400962
django__django-16631,6.036885,1.2551689
django__django-16642,-0.50230217,0.26836216
django__django-16661,-0.52041787,0.2869353
django__django-16662,-2.8314342,0.3508695
django__django-16667,5.9263096,1.1714578
django__django-16801,-4.092806,0.46937174
django__django-16819,-2.006289,0.29323053
django__django-16877,-0.18405709,0.28044656
django__django-16899,-1.7160009,0.28321835
django__django-16901,-1.4918778,0.26522294
django__django-16938,1.7261269,0.34233782
django__django-16950,2.7168097,0.41337192
django__django-17029,-4.1255207,0.45193568
django__django-17084,1.0416045,0.3256052
django__django-17087,-1.1513335,0.2842355
django__django-7530,-2.4630618,0.34354362
django__django-9296,-4.552315,0.44681743
dna-assembly,4.069386,0.4455706
dna-insert,4.154945,0.40490738
element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1,3.7576804,1.582218
element-hq__element-web-1216285ed2e82e62f8780b6702aa0f9abdda0b34,3.732239,1.6824827
element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5,-1.5767791,0.7679159
element-hq__element-web-27139ca68eb075a4438c18fca184887002a4ffbc,-1.6460562,0.74263114
element-hq__element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f,3.7972856,1.5879852
element-hq__element-web-33299af5c9b7a7ec5a9c31d578d4ec5b18088fb7,3.7915754,1.7019818
element-hq__element-web-33e8edb3d508d6eefb354819ca693b7accc695e7,-1.5380061,0.7748309
element-hq__element-web-404c412bcb694f04ba0c4d5479541203d701bca0,0.56933093,0.66047126
element-hq__element-web-41dfec20bfe9b62cddbbbf621bef2e9aa9685157,1.1819319,0.6652512
element-hq__element-web-44b98896a79ede48f5ad7ff22619a39d5f6ff03c,3.6419992,1.5903959
element-hq__element-web-459df4583e01e4744a52d45446e34183385442d6,3.847695,1.6394578
element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab,-0.29256,0.728395
element-hq__element-web-4c6b0d35add7ae8d58f71ea1711587e31081444b,-0.039215304,0.65302837
element-hq__element-web-4fec436883b601a3cac2d4a58067e597f737b817,3.7338283,1.7178671
element-hq__element-web-53a9b6447bd7e6110ee4a63e2ec0322c250f08d1,3.7113557,1.7048559
element-hq__element-web-53b42e321777a598aaf2bb3eab22d710569f83a8,-0.7356261,0.6226622
element-hq__element-web-56c7fc1948923b4b3f3507799e725ac16bcf8018,3.6611469,1.6120353
element-hq__element-web-582a1b093fc0b77538052f45cbb9c7295f991b51,1.0726324,0.7556112
element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492,3.6309376,1.6724141
element-hq__element-web-5e8488c2838ff4268f39db4a8cca7d74eecf5a7e,0.11461016,0.64576036
element-hq__element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31,-1.3125046,0.7026117
element-hq__element-web-66d0b318bc6fee0d17b54c1781d6ab5d5d323135,3.7902827,1.5993844
element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478,-1.5582392,0.66209865
element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c,1.019386,0.8282949
element-hq__element-web-72a8f8f03b1a01bb70ef8a5bb61759416991b32c,-0.038099233,0.66517425
element-hq__element-web-75c2c1a572fa45d1ea1d1a96e9e36e303332ecaa,3.9056685,1.6333935
element-hq__element-web-772df3021201d9c73835a626df8dcb6334ad9a3e,1.9874711,1.0203397
element-hq__element-web-776ffa47641c7ec6d142ab4a47691c30ebf83c2e,3.559819,1.6948726
element-hq__element-web-7c63d52500e145d6fff6de41dd717f61ab88d02f,0.61469316,0.75980556
element-hq__element-web-880428ab94c6ea98d3d18dcaeb17e8767adcb461,0.4788,0.7055454
element-hq__element-web-8f3c8b35153d2227af45f32e46bd1e15bd60b71f,1.8926842,0.91742283
element-hq__element-web-923ad4323b2006b2b180544429455ffe7d4a6cc3,-0.7636385,0.6106149
element-hq__element-web-9a31cd0fa849da810b4fac6c6c015145e850b282,1.9330275,0.98876756
element-hq__element-web-9bf77963ee5e036d54b2a3ca202fbf6378464a5e,0.008696088,0.63660556
element-hq__element-web-a692fe21811f88d92e8f7047fc615e4f1f986b0f,0.45822492,0.72095233
element-hq__element-web-ad26925bb6628260cfe0fcf90ec0a8cba381f4a4,3.8551006,1.4128625
