,theta,theta_std
20240620_sweagent_claude3.5sonnet,-0.81290602684021,0.08880542
20241007_nfactorial,-0.8614986538887024,0.10837424
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-0.88088458776474,0.08635889
20240612_MASAI_gpt4o,-0.9141982197761536,0.065998614
20241120_artemis_agent,-0.9440262317657471,0.083337724
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-1.083756446838379,0.07796353
20241002_lingma-agent_lingma-swe-gpt-72b,-1.1888631582260132,0.0936453
20240918_lingma-agent_lingma-swe-gpt-72b,-1.3650213479995728,0.11385722
20240615_appmap-navie_gpt4o,-1.3714231252670288,0.09154548
20241016_epam-ai-run-gpt-4o,-1.3723022937774658,0.113397405
20240509_amazon-q-developer-agent-20240430-dev,-1.3954130411148071,0.094887376
20241001_nfactorial,-1.4051121473312378,0.106890716
20240728_sweagent_gpt4o,-1.455065369606018,0.102286525
20240820_epam-ai-run-gpt-4o,-1.4735356569290161,0.13925906
20240402_sweagent_gpt4,-1.6321156024932861,0.08880456
20250627_agentless_MCTS-Refine-7B,-1.634840965270996,0.10154215
20241002_lingma-agent_lingma-swe-gpt-7b,-2.020223617553711,0.109672144
20240402_sweagent_claude3opus,-2.1213550567626953,0.15054914
20240918_lingma-agent_lingma-swe-gpt-7b,-2.6681811809539795,0.14655393
20240402_rag_claude3opus,-3.2253010272979736,0.14123635
20231010_rag_claude2,-3.935124635696411,0.24998364
20240402_rag_gpt4,-4.250983238220215,0.26104528
20231010_rag_swellama7b,-4.89372444152832,0.28397825
20231010_rag_swellama13b,-5.150635242462158,0.38992217
20231010_rag_gpt35,-5.848414897918701,0.5741665
