instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
uploadcare__pillow-simd-9e60023,3,4,5,4,4,4,0,3,5,3,2,1,4,1,3,4,4,3,4,3,2026-03-07T23:25:15.694582,claude-opus-4-6,anthropic,uploadcare__pillow-simd-9e60023,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0
numpy__numpy-1fcda82,3,4,5,4,4,3,0,3,5,3,2,5,4,1,3,4,3,4,5,5,2026-03-07T23:25:00.058896,claude-opus-4-6,anthropic,numpy__numpy-1fcda82,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0
numpy__numpy-ee75c87,1,4,5,4,4,3,0,3,5,3,2,4,4,1,3,4,2,4,4,4,2026-03-07T23:24:58.961810,claude-opus-4-6,anthropic,numpy__numpy-ee75c87,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
huggingface__tokenizers-fc76ad4,3,4,4,3,2,3,1,3,5,2,2,3,4,1,2,3,4,2,3,3,2026-03-07T23:25:16.868337,claude-opus-4-6,anthropic,huggingface__tokenizers-fc76ad4,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0
numpy__numpy-780799b,0,4,5,4,3,3,1,3,5,3,2,1,5,1,2,4,3,3,3,2,2026-03-07T23:25:03.460101,claude-opus-4-6,anthropic,numpy__numpy-780799b,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-2f4c93e,2,4,4,3,3,3,0,4,5,3,2,3,5,1,3,3,3,2,3,4,2026-03-07T23:25:11.757026,claude-opus-4-6,anthropic,pandas-dev__pandas-2f4c93e,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-2a08b05,1,4,4,4,3,3,0,3,5,3,2,1,4,1,3,2,2,1,3,3,2026-03-07T23:25:05.764748,claude-opus-4-6,anthropic,pandas-dev__pandas-2a08b05,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-f1211e7,1,4,4,3,3,3,0,4,5,3,2,3,5,1,3,3,3,2,3,3,2026-03-07T23:25:05.038076,claude-opus-4-6,anthropic,pandas-dev__pandas-f1211e7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-cb0d7cd,3,4,5,4,4,3,0,3,5,3,2,5,4,1,3,4,3,4,5,5,2026-03-07T23:24:58.944467,claude-opus-4-6,anthropic,numpy__numpy-cb0d7cd,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
abetlen__llama-cpp-python-218d361,1,2,4,4,4,4,0,2,4,2,4,5,3,1,4,3,3,2,5,5,2026-03-07T23:24:52.443362,claude-opus-4-6,anthropic,abetlen__llama-cpp-python-218d361,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0
numpy__numpy-382b3ff,3,4,5,3,4,4,0,4,5,3,3,1,5,1,1,2,3,1,2,3,2026-03-07T23:24:51.529034,claude-opus-4-6,anthropic,numpy__numpy-382b3ff,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
numpy__numpy-5f94eb8,3,4,5,4,4,4,0,3,5,3,2,3,4,1,3,3,3,2,4,4,2026-03-07T23:24:51.761420,claude-opus-4-6,anthropic,numpy__numpy-5f94eb8,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
uploadcare__pillow-simd-7511039,3,4,5,4,4,4,0,3,4,3,2,1,4,1,3,2,2,1,4,3,2026-03-07T23:25:17.225673,claude-opus-4-6,anthropic,uploadcare__pillow-simd-7511039,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0
numpy__numpy-be52f19,0,3,5,4,4,3,0,4,5,3,3,3,5,1,3,2,3,1,4,4,2026-03-07T23:24:59.005868,claude-opus-4-6,anthropic,numpy__numpy-be52f19,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
numpy__numpy-728fedc,3,4,5,4,4,3,0,3,5,3,2,5,4,1,3,2,2,2,5,5,2026-03-07T23:24:58.897113,claude-opus-4-6,anthropic,numpy__numpy-728fedc,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-5d82d8b,3,4,3,2,1,2,1,4,5,3,1,1,5,1,1,4,3,4,1,1,2026-03-07T23:25:06.349503,claude-opus-4-6,anthropic,pandas-dev__pandas-5d82d8b,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
tornadoweb__tornado-9a18f6c,3,4,5,3,3,3,1,3,5,3,1,1,5,1,3,2,2,1,3,1,2026-03-07T23:25:24.171208,claude-opus-4-6,anthropic,tornadoweb__tornado-9a18f6c,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0
pandas-dev__pandas-65bca65,1,4,4,3,3,2,0,4,5,3,2,2,5,1,2,3,2,2,2,3,2026-03-07T23:25:05.424518,claude-opus-4-6,anthropic,pandas-dev__pandas-65bca65,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-22ab9aa,3,4,5,4,4,3,0,3,5,3,2,4,4,1,3,3,2,2,5,5,2026-03-07T23:24:52.622510,claude-opus-4-6,anthropic,numpy__numpy-22ab9aa,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
huggingface__transformers-d51b589,2,4,5,4,4,4,0,4,5,3,3,1,4,1,2,2,3,1,3,4,2026-03-07T23:25:24.116273,claude-opus-4-6,anthropic,huggingface__transformers-d51b589,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0
pandas-dev__pandas-81b5f1d,1,3,4,4,3,3,0,4,5,3,3,2,5,1,3,2,2,1,2,3,2026-03-07T23:25:07.167387,claude-opus-4-6,anthropic,pandas-dev__pandas-81b5f1d,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
numpy__numpy-eb21b25,1,3,5,4,4,3,0,3,5,3,4,4,4,1,3,2,3,1,4,4,2026-03-07T23:24:57.536454,claude-opus-4-6,anthropic,numpy__numpy-eb21b25,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-061c2e9,1,3,4,4,3,4,0,3,5,3,3,4,4,1,4,2,3,1,4,5,2026-03-07T23:25:11.710691,claude-opus-4-6,anthropic,pandas-dev__pandas-061c2e9,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-233bd83,2,4,5,4,3,3,1,3,5,3,1,4,5,1,3,4,3,4,4,4,2026-03-07T23:25:05.737476,claude-opus-4-6,anthropic,pandas-dev__pandas-233bd83,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-794f474,2,3,5,4,4,4,0,3,5,3,2,3,4,1,3,2,3,1,4,4,2026-03-07T23:24:53.327410,claude-opus-4-6,anthropic,numpy__numpy-794f474,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
python-pillow__Pillow-fd8ee84,2,4,4,2,2,2,1,3,5,3,1,2,5,1,2,3,2,3,1,2,2026-03-07T23:25:16.417759,claude-opus-4-6,anthropic,python-pillow__Pillow-fd8ee84,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0
pydantic__pydantic-addf1f9,3,4,4,4,3,4,1,4,5,3,2,3,5,1,3,3,3,2,3,4,2026-03-07T23:25:18.865118,claude-opus-4-6,anthropic,pydantic__pydantic-addf1f9,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0
numpy__numpy-19bfa3f,3,4,5,4,4,3,0,3,5,3,3,4,4,1,3,4,3,3,4,5,2026-03-07T23:24:52.094537,claude-opus-4-6,anthropic,numpy__numpy-19bfa3f,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-c34da50,1,3,4,4,3,3,0,4,5,3,2,2,5,1,3,3,3,3,3,3,2026-03-07T23:25:05.711836,claude-opus-4-6,anthropic,pandas-dev__pandas-c34da50,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
pandas-dev__pandas-c51c2a7,1,4,4,3,2,3,1,3,5,3,2,2,4,1,3,3,4,3,3,3,2026-03-07T23:25:10.054487,claude-opus-4-6,anthropic,pandas-dev__pandas-c51c2a7,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
pandas-dev__pandas-37e9e06,1,4,4,2,2,2,1,4,5,3,2,3,5,1,1,4,2,4,1,3,2026-03-07T23:25:04.116136,claude-opus-4-6,anthropic,pandas-dev__pandas-37e9e06,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
pydantic__pydantic-c2647ab,3,3,4,4,4,3,0,3,5,2,3,4,4,1,4,2,2,1,5,5,2026-03-07T23:25:18.795120,claude-opus-4-6,anthropic,pydantic__pydantic-c2647ab,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0
pydantic__pydantic-4a09447,2,4,4,3,3,3,0,3,4,3,2,1,4,1,3,2,3,1,3,3,2026-03-07T23:25:17.267691,claude-opus-4-6,anthropic,pydantic__pydantic-4a09447,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0
huggingface__transformers-253f9a3,3,4,4,3,2,3,1,3,5,3,2,3,4,1,2,2,3,2,2,3,2026-03-07T23:25:22.035449,claude-opus-4-6,anthropic,huggingface__transformers-253f9a3,4.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0
huggingface__transformers-211f93a,1,3,4,4,4,3,0,3,5,3,2,2,4,1,3,2,2,2,3,4,2026-03-07T23:25:23.654560,claude-opus-4-6,anthropic,huggingface__transformers-211f93a,4.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0
huggingface__tokenizers-bfd9cde,3,4,4,3,4,3,0,4,5,4,2,3,5,1,3,3,4,2,3,4,2026-03-07T23:25:19.854715,claude-opus-4-6,anthropic,huggingface__tokenizers-bfd9cde,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0
pandas-dev__pandas-e8961f1,1,4,5,4,4,3,0,3,5,3,3,3,4,1,3,2,3,1,4,4,2026-03-07T23:25:05.884975,claude-opus-4-6,anthropic,pandas-dev__pandas-e8961f1,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-2cdca01,3,4,4,3,3,2,1,4,5,3,2,2,5,1,3,2,2,1,3,3,2026-03-07T23:25:10.979086,claude-opus-4-6,anthropic,pandas-dev__pandas-2cdca01,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0
uploadcare__pillow-simd-2818b90,3,4,5,5,4,4,0,3,4,3,2,2,4,1,3,2,3,1,5,4,2026-03-07T23:25:19.634773,claude-opus-4-6,anthropic,uploadcare__pillow-simd-2818b90,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0
huggingface__transformers-63b90a5,1,4,3,3,2,3,1,3,5,3,2,1,4,1,3,3,4,3,3,3,2026-03-07T23:25:22.563221,claude-opus-4-6,anthropic,huggingface__transformers-63b90a5,4.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0
numpy__numpy-7ff7ec7,3,4,4,3,2,3,1,4,5,3,2,2,5,1,2,4,4,4,2,3,2026-03-07T23:24:52.800800,claude-opus-4-6,anthropic,numpy__numpy-7ff7ec7,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0
pandas-dev__pandas-bfaf917,2,4,4,3,3,2,1,4,5,3,1,2,5,1,2,2,3,1,3,3,2026-03-07T23:25:06.314495,claude-opus-4-6,anthropic,pandas-dev__pandas-bfaf917,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-68eead8,2,4,5,3,3,4,1,4,5,3,2,1,5,1,3,4,3,4,2,3,2026-03-07T23:24:58.368910,claude-opus-4-6,anthropic,numpy__numpy-68eead8,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0
abetlen__llama-cpp-python-2bc1d97,1,2,5,4,5,4,0,2,4,2,3,5,3,1,4,3,3,2,5,5,2026-03-07T23:24:50.079128,claude-opus-4-6,anthropic,abetlen__llama-cpp-python-2bc1d97,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0
python-pillow__Pillow-63f398b,1,4,4,4,3,3,0,3,5,3,2,1,5,1,3,4,3,4,3,2,2026-03-07T23:25:13.609623,claude-opus-4-6,anthropic,python-pillow__Pillow-63f398b,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-235113e,2,4,3,2,2,2,1,4,5,3,1,1,5,1,3,2,1,1,2,2,2026-03-07T23:25:04.786271,claude-opus-4-6,anthropic,pandas-dev__pandas-235113e,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0
pydantic__pydantic-ac9e6ee,3,4,5,4,4,3,0,3,5,3,3,4,4,1,4,4,3,3,5,5,2026-03-07T23:25:18.321965,claude-opus-4-6,anthropic,pydantic__pydantic-ac9e6ee,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0
numpy__numpy-2540554,3,4,5,4,4,3,0,3,5,3,3,1,5,1,3,3,3,3,4,3,2026-03-07T23:24:59.408026,claude-opus-4-6,anthropic,numpy__numpy-2540554,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0
pandas-dev__pandas-c6cf37a,1,3,4,4,3,3,0,4,5,3,3,2,5,1,3,3,4,2,3,3,2026-03-07T23:25:11.853198,claude-opus-4-6,anthropic,pandas-dev__pandas-c6cf37a,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0
pandas-dev__pandas-438b957,1,3,4,4,3,3,0,3,5,3,3,3,4,1,3,3,4,2,3,4,2026-03-07T23:25:11.810311,claude-opus-4-6,anthropic,pandas-dev__pandas-438b957,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0
uploadcare__pillow-simd-6eacce9,2,3,5,5,5,4,0,3,5,3,3,2,4,1,3,2,3,1,5,4,2026-03-07T23:25:14.174156,claude-opus-4-6,anthropic,uploadcare__pillow-simd-6eacce9,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0
tornadoweb__tornado-ac13ee5,3,4,4,4,4,4,0,3,4,2,3,5,4,1,5,2,2,2,4,5,2026-03-07T23:25:25.145084,claude-opus-4-6,anthropic,tornadoweb__tornado-ac13ee5,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0
numpy__numpy-567b57d,3,4,5,4,4,3,0,3,5,3,3,4,4,1,3,3,4,2,4,5,2026-03-07T23:24:58.505504,claude-opus-4-6,anthropic,numpy__numpy-567b57d,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-2dfd21e,1,3,5,4,4,4,0,3,5,3,2,4,4,1,3,2,3,1,4,4,2026-03-07T23:24:58.925315,claude-opus-4-6,anthropic,numpy__numpy-2dfd21e,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
numpy__numpy-28706af,1,3,5,4,4,4,0,3,5,3,4,4,4,1,3,2,3,1,4,5,2026-03-07T23:24:52.480503,claude-opus-4-6,anthropic,numpy__numpy-28706af,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-9a6c8f0,2,4,4,4,3,3,0,4,5,3,2,1,5,1,3,2,3,1,3,4,2026-03-07T23:25:05.346883,claude-opus-4-6,anthropic,pandas-dev__pandas-9a6c8f0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
tornadoweb__tornado-1b464c4,2,4,4,4,3,3,0,3,4,3,2,1,4,1,3,2,2,1,4,4,2026-03-07T23:25:19.875816,claude-opus-4-6,anthropic,tornadoweb__tornado-1b464c4,4.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0
pandas-dev__pandas-9097263,2,4,5,3,4,3,0,3,5,3,2,3,4,1,3,3,3,2,3,3,2026-03-07T23:25:22.503646,claude-opus-4-6,anthropic,pandas-dev__pandas-9097263,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0
