instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id
numpy__numpy-11a7e2d,2,3,5,4,5,4,0,4,5,4,4,4,4,1,3,3,3,3,4,4,2026-03-07T02:05:32.520756,claude-sonnet-4-6,anthropic,numpy__numpy-11a7e2d
uploadcare__pillow-simd-b4045cf,1,3,5,4,5,4,0,3,5,3,4,3,4,1,3,3,3,2,5,4,2026-03-07T02:07:40.913787,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-b4045cf
pandas-dev__pandas-191557d,1,3,4,3,3,3,0,3,5,3,3,3,4,1,3,2,2,1,3,3,2026-03-07T02:07:39.406762,claude-sonnet-4-6,anthropic,pandas-dev__pandas-191557d
uploadcare__pillow-simd-0514e20,2,4,5,4,5,4,0,3,5,3,2,1,4,1,3,2,3,1,5,3,2026-03-07T02:07:39.405676,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-0514e20
pandas-dev__pandas-ccca5df,3,4,5,4,4,3,0,4,5,4,4,4,4,1,4,2,1,1,5,5,2026-03-07T02:05:36.432648,claude-sonnet-4-6,anthropic,pandas-dev__pandas-ccca5df
pandas-dev__pandas-e7e3676,1,3,5,4,4,4,0,3,5,3,4,3,4,1,4,2,2,1,4,4,2026-03-07T02:05:31.751952,claude-sonnet-4-6,anthropic,pandas-dev__pandas-e7e3676
numpy__numpy-248c60e,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,4,2,4,4,5,2026-03-07T02:05:33.202942,claude-sonnet-4-6,anthropic,numpy__numpy-248c60e
numpy__numpy-ec52363,1,3,5,3,4,3,0,3,5,3,3,2,4,1,2,4,3,4,2,2,2026-03-07T02:07:56.644255,claude-sonnet-4-6,anthropic,numpy__numpy-ec52363
pandas-dev__pandas-9d6d587,1,4,4,4,3,3,0,3,5,3,3,2,3,1,3,4,1,2,3,3,2026-03-07T02:08:09.047854,claude-sonnet-4-6,anthropic,pandas-dev__pandas-9d6d587
numpy__numpy-cedba62,1,3,4,4,3,3,0,3,5,3,3,1,4,1,3,2,2,1,3,2,2026-03-07T02:05:33.259050,claude-sonnet-4-6,anthropic,numpy__numpy-cedba62
numpy__numpy-905d37e,1,3,5,4,4,3,0,3,5,3,4,2,4,1,2,4,3,2,3,3,2026-03-07T02:05:32.980036,claude-sonnet-4-6,anthropic,numpy__numpy-905d37e
numpy__numpy-83c780d,1,3,5,4,5,4,0,3,5,3,4,5,4,1,4,2,2,1,5,5,2026-03-07T02:02:30.529605,claude-sonnet-4-6,anthropic,numpy__numpy-83c780d
tornadoweb__tornado-4d4c1e0,2,3,4,4,4,4,0,3,5,3,4,5,3,1,5,2,2,1,5,5,2026-03-07T02:08:03.165729,claude-sonnet-4-6,anthropic,tornadoweb__tornado-4d4c1e0
pandas-dev__pandas-1c2ad16,1,3,4,4,4,3,0,3,5,3,4,3,4,1,3,2,2,1,3,4,2026-03-07T02:05:36.127847,claude-sonnet-4-6,anthropic,pandas-dev__pandas-1c2ad16
huggingface__datasets-c5464b3,1,2,4,4,4,4,0,3,5,3,4,3,3,1,4,3,3,2,4,4,2026-03-07T02:05:57.411558,claude-sonnet-4-6,anthropic,huggingface__datasets-c5464b3
numpy__numpy-e801e7a,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,4,3,3,5,5,2026-03-07T02:05:33.339985,claude-sonnet-4-6,anthropic,numpy__numpy-e801e7a
numpy__numpy-ba89ef9,1,3,5,4,5,4,0,3,5,3,4,3,4,1,3,2,3,1,4,4,2026-03-07T02:07:38.630464,claude-sonnet-4-6,anthropic,numpy__numpy-ba89ef9
pandas-dev__pandas-2421931,1,3,5,4,5,4,0,3,5,3,4,3,4,1,4,2,2,1,5,5,2026-03-07T02:07:39.025495,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2421931
pandas-dev__pandas-71c94af,1,3,4,4,4,3,0,3,5,3,2,3,4,1,4,2,1,1,3,4,2026-03-07T02:05:32.489568,claude-sonnet-4-6,anthropic,pandas-dev__pandas-71c94af
pandas-dev__pandas-ad3f3f7,1,3,5,4,4,3,0,4,5,3,4,2,4,1,3,3,3,2,3,3,2026-03-07T02:05:37.229265,claude-sonnet-4-6,anthropic,pandas-dev__pandas-ad3f3f7
numpy__numpy-ef5e545,1,3,5,4,5,3,0,3,5,3,3,3,4,1,3,3,2,3,4,4,2026-03-07T02:05:33.020378,claude-sonnet-4-6,anthropic,numpy__numpy-ef5e545
numpy__numpy-1b861a2,0,3,5,4,5,4,0,3,5,3,4,4,4,1,4,2,2,1,5,5,2026-03-07T02:05:32.458231,claude-sonnet-4-6,anthropic,numpy__numpy-1b861a2
numpy__numpy-cb461ba,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,3,2,3,5,5,2026-03-07T02:05:32.552174,claude-sonnet-4-6,anthropic,numpy__numpy-cb461ba
uploadcare__pillow-simd-9e60023,1,3,5,4,5,4,0,3,5,3,2,2,4,1,3,3,2,2,5,4,2026-03-07T02:07:39.342788,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-9e60023
numpy__numpy-1fcda82,2,3,5,4,5,4,0,3,5,3,4,5,3,1,3,4,3,3,5,5,2026-03-07T02:07:39.406313,claude-sonnet-4-6,anthropic,numpy__numpy-1fcda82
numpy__numpy-ee75c87,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,4,2,4,5,5,2026-03-07T02:05:34.411535,claude-sonnet-4-6,anthropic,numpy__numpy-ee75c87
huggingface__tokenizers-fc76ad4,1,3,5,4,4,4,0,2,5,3,3,3,4,1,2,3,3,1,3,4,2026-03-07T02:07:44.118483,claude-sonnet-4-6,anthropic,huggingface__tokenizers-fc76ad4
numpy__numpy-780799b,1,4,5,4,4,3,0,3,5,3,4,2,4,1,2,3,2,3,3,2,2026-03-07T02:05:33.324287,claude-sonnet-4-6,anthropic,numpy__numpy-780799b
pandas-dev__pandas-2f4c93e,2,3,5,4,4,3,0,4,5,3,3,3,4,1,3,3,3,2,3,4,2026-03-07T02:05:37.315027,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2f4c93e
pandas-dev__pandas-2a08b05,1,3,4,4,4,3,0,3,5,3,3,1,4,1,2,2,1,1,3,2,2026-03-07T02:05:37.244117,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2a08b05
pandas-dev__pandas-f1211e7,1,3,4,3,4,3,0,4,5,3,3,3,4,1,3,2,2,2,3,3,2026-03-07T02:05:32.308721,claude-sonnet-4-6,anthropic,pandas-dev__pandas-f1211e7
numpy__numpy-cb0d7cd,1,2,5,4,5,4,0,3,5,3,4,4,4,1,3,3,2,3,5,5,2026-03-07T02:05:33.133410,claude-sonnet-4-6,anthropic,numpy__numpy-cb0d7cd
abetlen__llama-cpp-python-218d361,1,2,5,4,5,5,0,2,4,2,4,5,3,1,4,3,2,1,4,5,2026-03-07T02:03:00.731933,claude-sonnet-4-6,anthropic,abetlen__llama-cpp-python-218d361
numpy__numpy-382b3ff,2,3,5,3,5,4,0,4,5,4,4,2,4,1,1,3,3,2,2,3,2026-03-07T02:05:31.965189,claude-sonnet-4-6,anthropic,numpy__numpy-382b3ff
numpy__numpy-5f94eb8,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,3,2,1,4,5,2026-03-07T02:05:35.791998,claude-sonnet-4-6,anthropic,numpy__numpy-5f94eb8
uploadcare__pillow-simd-7511039,1,3,5,4,5,3,0,3,5,3,4,2,4,1,3,2,2,1,5,4,2026-03-07T02:07:38.930527,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-7511039
numpy__numpy-be52f19,1,3,5,4,5,4,0,3,5,3,4,3,4,1,2,2,2,1,4,4,2026-03-07T02:05:32.642259,claude-sonnet-4-6,anthropic,numpy__numpy-be52f19
numpy__numpy-728fedc,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,2,2,2,5,5,2026-03-07T02:05:33.218215,claude-sonnet-4-6,anthropic,numpy__numpy-728fedc
pandas-dev__pandas-5d82d8b,2,4,4,3,2,3,1,3,5,3,2,1,4,1,1,4,2,3,2,2,2026-03-07T02:05:37.176185,claude-sonnet-4-6,anthropic,pandas-dev__pandas-5d82d8b
tornadoweb__tornado-9a18f6c,1,3,5,3,4,3,1,3,4,3,2,1,4,1,2,2,2,1,3,2,2026-03-07T02:07:43.345919,claude-sonnet-4-6,anthropic,tornadoweb__tornado-9a18f6c
pandas-dev__pandas-65bca65,1,3,4,3,3,2,0,4,5,4,2,2,4,1,2,3,2,2,2,3,2026-03-07T02:07:46.682768,claude-sonnet-4-6,anthropic,pandas-dev__pandas-65bca65
numpy__numpy-22ab9aa,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,3,2,2,5,5,2026-03-07T02:05:33.727481,claude-sonnet-4-6,anthropic,numpy__numpy-22ab9aa
huggingface__transformers-d51b589,1,3,5,4,4,3,0,4,5,4,3,2,4,1,3,2,2,1,3,4,2026-03-07T02:07:47.790280,claude-sonnet-4-6,anthropic,huggingface__transformers-d51b589
pandas-dev__pandas-81b5f1d,2,4,5,4,4,3,0,4,5,3,4,3,4,1,3,2,2,1,2,3,2026-03-07T02:05:37.409703,claude-sonnet-4-6,anthropic,pandas-dev__pandas-81b5f1d
numpy__numpy-eb21b25,1,3,5,4,5,4,0,3,5,3,5,4,4,1,4,2,3,1,4,5,2026-03-07T02:05:32.520369,claude-sonnet-4-6,anthropic,numpy__numpy-eb21b25
pandas-dev__pandas-061c2e9,1,3,5,4,4,4,0,3,5,3,4,4,4,1,4,2,3,1,4,5,2026-03-07T02:05:37.294804,claude-sonnet-4-6,anthropic,pandas-dev__pandas-061c2e9
pandas-dev__pandas-233bd83,2,3,5,4,4,4,0,3,5,3,4,4,4,1,3,4,3,4,4,4,2026-03-07T02:05:36.538297,claude-sonnet-4-6,anthropic,pandas-dev__pandas-233bd83
numpy__numpy-794f474,2,3,5,4,5,4,0,3,5,3,4,4,4,1,3,2,3,1,4,4,2026-03-07T02:05:32.288048,claude-sonnet-4-6,anthropic,numpy__numpy-794f474
python-pillow__Pillow-fd8ee84,2,4,3,3,2,2,1,3,5,3,2,2,4,1,2,3,2,2,1,2,2026-03-07T02:07:43.738003,claude-sonnet-4-6,anthropic,python-pillow__Pillow-fd8ee84
pydantic__pydantic-addf1f9,1,4,4,4,3,4,1,3,5,3,3,3,4,1,4,3,2,2,4,4,2026-03-07T02:07:43.803880,claude-sonnet-4-6,anthropic,pydantic__pydantic-addf1f9
numpy__numpy-19bfa3f,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,4,2,3,5,5,2026-03-07T02:02:40.778075,claude-sonnet-4-6,anthropic,numpy__numpy-19bfa3f
pandas-dev__pandas-c34da50,1,3,4,4,3,3,0,4,5,4,2,2,4,1,3,2,2,2,3,3,2026-03-07T02:07:47.748904,claude-sonnet-4-6,anthropic,pandas-dev__pandas-c34da50
pandas-dev__pandas-c51c2a7,1,4,4,3,2,3,1,4,5,3,2,2,4,1,3,3,3,3,3,3,2026-03-07T02:07:40.027708,claude-sonnet-4-6,anthropic,pandas-dev__pandas-c51c2a7
pandas-dev__pandas-37e9e06,1,3,4,3,3,3,0,3,5,3,2,3,4,1,2,4,2,3,2,3,2026-03-07T02:05:31.662881,claude-sonnet-4-6,anthropic,pandas-dev__pandas-37e9e06
pydantic__pydantic-c2647ab,1,2,5,4,4,3,0,3,5,3,4,3,3,1,4,2,2,1,5,5,2026-03-07T02:08:04.690711,claude-sonnet-4-6,anthropic,pydantic__pydantic-c2647ab
pydantic__pydantic-4a09447,2,3,4,3,3,3,0,3,5,3,2,1,4,1,3,2,2,1,3,3,2026-03-07T02:07:52.252820,claude-sonnet-4-6,anthropic,pydantic__pydantic-4a09447
huggingface__transformers-253f9a3,1,3,4,3,3,2,1,3,5,3,2,3,4,1,2,2,2,1,2,3,2026-03-07T02:07:44.243494,claude-sonnet-4-6,anthropic,huggingface__transformers-253f9a3
huggingface__transformers-211f93a,1,3,4,4,3,3,0,3,5,3,2,2,4,1,3,2,1,1,3,4,2026-03-07T02:08:20.952378,claude-sonnet-4-6,anthropic,huggingface__transformers-211f93a
huggingface__tokenizers-bfd9cde,2,3,5,4,5,3,0,4,5,4,3,3,4,1,3,3,2,1,4,4,2026-03-07T02:07:52.574211,claude-sonnet-4-6,anthropic,huggingface__tokenizers-bfd9cde
pandas-dev__pandas-e8961f1,1,3,5,4,4,3,0,3,5,3,4,3,3,1,3,2,2,1,4,4,2026-03-07T02:05:48.197252,claude-sonnet-4-6,anthropic,pandas-dev__pandas-e8961f1
pandas-dev__pandas-2cdca01,2,4,4,3,3,3,0,3,5,3,2,2,4,1,3,2,2,1,3,3,2026-03-07T02:07:39.476845,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2cdca01
uploadcare__pillow-simd-2818b90,2,3,5,4,5,4,0,3,5,3,4,2,4,1,3,2,2,1,5,4,2026-03-07T02:07:39.117598,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-2818b90
huggingface__transformers-63b90a5,1,4,3,3,3,3,1,3,5,3,2,1,4,1,3,3,3,2,3,3,2026-03-07T02:07:45.313630,claude-sonnet-4-6,anthropic,huggingface__transformers-63b90a5
numpy__numpy-7ff7ec7,3,4,3,3,2,3,1,4,5,4,2,2,4,1,2,4,2,4,3,3,2026-03-07T02:05:32.089508,claude-sonnet-4-6,anthropic,numpy__numpy-7ff7ec7
pandas-dev__pandas-bfaf917,3,4,4,3,4,3,0,4,5,4,2,2,4,1,2,2,2,1,3,3,2026-03-07T02:05:36.694446,claude-sonnet-4-6,anthropic,pandas-dev__pandas-bfaf917
numpy__numpy-68eead8,3,4,5,3,4,4,0,4,5,3,3,2,4,1,3,4,3,4,3,4,2026-03-07T02:05:31.988684,claude-sonnet-4-6,anthropic,numpy__numpy-68eead8
abetlen__llama-cpp-python-2bc1d97,1,2,5,3,5,4,0,1,4,2,4,4,2,0,4,3,2,1,4,4,2026-03-07T02:02:58.690866,claude-sonnet-4-6,anthropic,abetlen__llama-cpp-python-2bc1d97
python-pillow__Pillow-63f398b,1,4,4,4,3,3,0,3,5,3,2,1,4,1,3,4,2,4,3,2,2026-03-07T02:05:38.061849,claude-sonnet-4-6,anthropic,python-pillow__Pillow-63f398b
pandas-dev__pandas-235113e,2,4,4,3,2,3,1,4,5,4,2,2,4,1,3,2,1,1,2,2,2026-03-07T02:05:32.473737,claude-sonnet-4-6,anthropic,pandas-dev__pandas-235113e
pydantic__pydantic-ac9e6ee,2,3,5,4,5,4,0,3,5,3,4,3,4,1,4,4,2,3,4,5,2026-03-07T02:08:04.723782,claude-sonnet-4-6,anthropic,pydantic__pydantic-ac9e6ee
numpy__numpy-2540554,1,3,5,5,5,4,0,3,5,3,3,2,4,1,3,3,3,2,4,3,2026-03-07T02:05:32.243934,claude-sonnet-4-6,anthropic,numpy__numpy-2540554
pandas-dev__pandas-c6cf37a,1,3,4,4,4,3,0,3,5,3,4,3,4,1,3,2,3,2,3,3,2026-03-07T02:05:38.230895,claude-sonnet-4-6,anthropic,pandas-dev__pandas-c6cf37a
pandas-dev__pandas-438b957,1,3,5,4,4,3,0,3,5,3,4,3,4,1,4,3,2,2,3,4,2026-03-07T02:05:37.374603,claude-sonnet-4-6,anthropic,pandas-dev__pandas-438b957
uploadcare__pillow-simd-6eacce9,1,3,5,5,5,4,0,3,5,3,4,2,4,1,4,2,2,1,5,4,2026-03-07T02:05:39.083458,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-6eacce9
tornadoweb__tornado-ac13ee5,2,2,5,4,5,4,0,3,5,3,4,5,3,1,5,2,2,1,5,5,2026-03-07T02:07:53.870816,claude-sonnet-4-6,anthropic,tornadoweb__tornado-ac13ee5
numpy__numpy-567b57d,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,3,2,2,5,5,2026-03-07T02:05:34.034106,claude-sonnet-4-6,anthropic,numpy__numpy-567b57d
numpy__numpy-2dfd21e,1,3,5,4,5,4,0,3,5,3,4,4,4,1,3,2,3,1,5,5,2026-03-07T02:05:33.061527,claude-sonnet-4-6,anthropic,numpy__numpy-2dfd21e
numpy__numpy-28706af,0,2,5,4,5,4,0,3,5,3,5,4,3,1,4,2,3,1,5,5,2026-03-07T02:05:32.573792,claude-sonnet-4-6,anthropic,numpy__numpy-28706af
pandas-dev__pandas-9a6c8f0,3,4,4,3,3,3,0,4,5,3,3,2,4,1,3,2,2,1,3,3,2026-03-07T02:05:33.132941,claude-sonnet-4-6,anthropic,pandas-dev__pandas-9a6c8f0
tornadoweb__tornado-1b464c4,1,3,4,4,4,3,0,3,5,3,3,2,4,1,3,2,2,1,4,4,2026-03-07T02:07:45.631589,claude-sonnet-4-6,anthropic,tornadoweb__tornado-1b464c4
pandas-dev__pandas-9097263,2,3,5,3,4,3,0,3,5,3,3,3,4,1,2,2,2,2,4,3,2026-03-07T02:07:39.208231,claude-sonnet-4-6,anthropic,pandas-dev__pandas-9097263
pandas-dev__pandas-609c3b7,1,3,4,4,3,3,0,3,5,3,3,3,4,1,3,2,2,1,3,4,2026-03-07T02:05:37.697979,claude-sonnet-4-6,anthropic,pandas-dev__pandas-609c3b7
python-pillow__Pillow-d8af3fc,1,4,5,4,4,4,0,3,5,3,3,3,5,1,3,4,2,4,4,4,2026-03-07T02:07:58.445784,claude-sonnet-4-6,anthropic,python-pillow__Pillow-d8af3fc
