task_id,beta
django__django-15104,-4.158883
django__django-15127,1.5910888
django__django-15128,0.15415068
django__django-15161,0.34174928
django__django-15252,6.906755
django__django-15268,0.6021754
django__django-15277,-3.4499876
django__django-15278,-0.8842024
django__django-15280,4.158883
django__django-15315,-1.8281271
django__django-15368,-2.4849067
django__django-15375,0.6701577
django__django-15380,-1.0379877
django__django-15382,-0.15415068
django__django-15467,-4.158883
django__django-15499,-1.4853853
django__django-15503,2.285778
django__django-15525,0.030771658
django__django-15554,2.114533
django__django-15561,-1.1192316
django__django-15563,2.114533
django__django-15569,-2.4849067
django__django-15572,-1.1192316
django__django-15629,6.906755
django__django-15695,3.4499876
django__django-15731,-2.285778
django__django-15732,2.4849067
django__django-15741,-2.285778
django__django-15814,-0.7396672
django__django-15851,-1.8281271
django__django-15863,-0.95977587
django__django-15916,0.8842024
django__django-15930,-0.030771658
django__django-15957,6.906755
django__django-15973,6.906755
django__django-15987,-0.8842024
django__django-16032,0.2787134
django__django-16082,-0.2787134
django__django-16100,-0.5355182
django__django-16116,-0.8842024
django__django-16136,-0.8109302
django__django-16139,-3.028522
django__django-16145,-1.704748
django__django-16255,-3.4499876
django__django-16256,6.906755
django__django-16263,6.906755
django__django-16315,0.95977587
django__django-16333,-3.028522
django__django-16429,-3.028522
django__django-16454,1.2039728
django__django-16485,-1.9636097
django__django-16493,-1.5910888
django__django-16502,6.906755
django__django-16527,-6.906755
django__django-16560,1.704748
django__django-16569,-3.4499876
django__django-16595,-2.4849067
django__django-16612,-1.3862944
django__django-16631,6.906755
django__django-16642,-0.4054651
django__django-16661,0.2162231
django__django-16662,-1.4853853
django__django-16667,6.906755
django__django-16801,-2.7245796
django__django-16819,-0.95977587
django__django-16877,0.4054651
django__django-16899,-0.95977587
django__django-16901,-0.7396672
django__django-16938,1.5910888
django__django-16950,2.285778
django__django-17029,-2.4849067
django__django-17084,1.1192316
django__django-17087,-0.2787134
django__django-7530,-1.4853853
django__django-9296,-2.7245796
matplotlib__matplotlib-13989,-0.95977587
matplotlib__matplotlib-14623,0.8842024
matplotlib__matplotlib-20488,2.285778
matplotlib__matplotlib-20676,1.5910888
matplotlib__matplotlib-20826,1.0379877
matplotlib__matplotlib-20859,-0.5355182
matplotlib__matplotlib-21568,6.906755
matplotlib__matplotlib-22719,-2.4849067
matplotlib__matplotlib-22865,0.8842024
matplotlib__matplotlib-22871,0.8842024
matplotlib__matplotlib-23299,2.7245796
matplotlib__matplotlib-23314,-0.6701577
matplotlib__matplotlib-23412,-0.8842024
matplotlib__matplotlib-23476,6.906755
matplotlib__matplotlib-24026,-1.1192316
matplotlib__matplotlib-24149,-0.8842024
matplotlib__matplotlib-24177,4.158883
matplotlib__matplotlib-24570,-1.0379877
matplotlib__matplotlib-24627,0.09237332
matplotlib__matplotlib-24637,-0.030771658
matplotlib__matplotlib-24870,6.906755
matplotlib__matplotlib-24970,-1.4853853
matplotlib__matplotlib-25122,-1.5910888
matplotlib__matplotlib-25287,-1.4853853
matplotlib__matplotlib-25311,0.47000363
matplotlib__matplotlib-25332,0.09237332
matplotlib__matplotlib-25479,6.906755
matplotlib__matplotlib-25775,0.34174928
matplotlib__matplotlib-25960,3.4499876
matplotlib__matplotlib-26113,-1.8281271
matplotlib__matplotlib-26208,4.158883
matplotlib__matplotlib-26291,0.15415068
matplotlib__matplotlib-26342,-0.8842024
matplotlib__matplotlib-26466,6.906755
mwaskom__seaborn-3069,1.2039728
mwaskom__seaborn-3187,2.4849067
pallets__flask-5014,-2.7245796
psf__requests-1142,-0.15415068
psf__requests-1724,-0.6021754
psf__requests-1766,-1.2039728
psf__requests-1921,-0.2787134
psf__requests-2317,-0.6701577
psf__requests-2931,1.2039728
psf__requests-5414,0.15415068
psf__requests-6028,4.158883
pydata__xarray-2905,-0.15415068
pydata__xarray-3095,0.2162231
pydata__xarray-3151,-0.7396672
pydata__xarray-3305,-0.6701577
pydata__xarray-3677,-1.9636097
pydata__xarray-3993,0.5355182
pydata__xarray-4075,-3.028522
pydata__xarray-4094,0.47000363
pydata__xarray-4356,-1.704748
pydata__xarray-4629,-4.158883
pydata__xarray-4687,1.8281271
pydata__xarray-4695,0.5355182
pydata__xarray-4966,-1.704748
pydata__xarray-6461,-0.8109302
pydata__xarray-6599,0.6701577
pydata__xarray-6721,0.15415068
pydata__xarray-6744,0.2787134
pydata__xarray-6938,2.7245796
pydata__xarray-6992,6.906755
pydata__xarray-7229,6.906755
pydata__xarray-7233,-1.3862944
pydata__xarray-7393,0.5355182
pylint-dev__pylint-4551,6.906755
pylint-dev__pylint-4604,6.906755
pylint-dev__pylint-4661,6.906755
pylint-dev__pylint-4970,1.4853853
pylint-dev__pylint-6386,1.4853853
pylint-dev__pylint-6528,0.6701577
pylint-dev__pylint-6903,-6.906755
pylint-dev__pylint-7080,1.704748
pylint-dev__pylint-7277,-1.3862944
pylint-dev__pylint-8898,2.114533
pytest-dev__pytest-10051,1.3862944
pytest-dev__pytest-10081,-0.6701577
pytest-dev__pytest-10356,6.906755
pytest-dev__pytest-5262,-0.6701577
pytest-dev__pytest-5631,-0.8109302
pytest-dev__pytest-5787,1.5910888
pytest-dev__pytest-5809,-4.158883
pytest-dev__pytest-5840,6.906755
pytest-dev__pytest-6197,1.8281271
pytest-dev__pytest-6202,-4.158883
pytest-dev__pytest-7205,-1.0379877
pytest-dev__pytest-7236,-0.2162231
pytest-dev__pytest-7324,1.4853853
pytest-dev__pytest-7432,-0.6021754
pytest-dev__pytest-7490,0.34174928
pytest-dev__pytest-7521,-0.15415068
pytest-dev__pytest-7571,-1.1192316
pytest-dev__pytest-7982,-1.8281271
pytest-dev__pytest-8399,-2.285778
scikit-learn__scikit-learn-10297,-3.028522
scikit-learn__scikit-learn-10844,-6.906755
scikit-learn__scikit-learn-10908,0.4054651
scikit-learn__scikit-learn-11310,-1.4853853
scikit-learn__scikit-learn-11578,-2.7245796
scikit-learn__scikit-learn-12585,-4.158883
scikit-learn__scikit-learn-12682,0.34174928
scikit-learn__scikit-learn-12973,-0.8109302
scikit-learn__scikit-learn-13124,0.2787134
scikit-learn__scikit-learn-13135,-1.2927684
scikit-learn__scikit-learn-13142,-1.0379877
scikit-learn__scikit-learn-13328,-1.9636097
scikit-learn__scikit-learn-13439,-1.9636097
scikit-learn__scikit-learn-13496,-1.704748
scikit-learn__scikit-learn-13779,-1.704748
scikit-learn__scikit-learn-14053,-1.5910888
scikit-learn__scikit-learn-14087,0.5355182
scikit-learn__scikit-learn-14141,-2.4849067
scikit-learn__scikit-learn-14496,-4.158883
scikit-learn__scikit-learn-14629,2.114533
scikit-learn__scikit-learn-14710,-0.95977587
scikit-learn__scikit-learn-14894,-3.028522
scikit-learn__scikit-learn-14983,1.1192316
scikit-learn__scikit-learn-15100,-2.285778
scikit-learn__scikit-learn-25102,1.0379877
scikit-learn__scikit-learn-25232,-0.47000363
scikit-learn__scikit-learn-25747,1.5910888
scikit-learn__scikit-learn-25931,-0.5355182
scikit-learn__scikit-learn-25973,-0.2787134
scikit-learn__scikit-learn-26194,3.028522
scikit-learn__scikit-learn-26323,-0.95977587
scikit-learn__scikit-learn-9288,-0.6701577
sphinx-doc__sphinx-10323,0.8842024
sphinx-doc__sphinx-10435,4.158883
sphinx-doc__sphinx-10449,0.5355182
sphinx-doc__sphinx-10466,-0.95977587
sphinx-doc__sphinx-10614,3.4499876
sphinx-doc__sphinx-10673,0.2787134
sphinx-doc__sphinx-11445,0.8842024
sphinx-doc__sphinx-11510,6.906755
sphinx-doc__sphinx-7440,-0.7396672
sphinx-doc__sphinx-7454,0.5355182
sphinx-doc__sphinx-7462,6.906755
sphinx-doc__sphinx-7590,6.906755
sphinx-doc__sphinx-7748,6.906755
sphinx-doc__sphinx-7757,0.6021754
sphinx-doc__sphinx-7889,-0.47000363
sphinx-doc__sphinx-7910,-0.2162231
sphinx-doc__sphinx-7985,3.4499876
sphinx-doc__sphinx-8035,0.2787134
sphinx-doc__sphinx-8056,2.114533
sphinx-doc__sphinx-8120,-0.34174928
sphinx-doc__sphinx-8265,3.028522
sphinx-doc__sphinx-8269,-0.6701577
sphinx-doc__sphinx-8459,0.47000363
sphinx-doc__sphinx-8475,-0.95977587
sphinx-doc__sphinx-8548,3.4499876
sphinx-doc__sphinx-8551,1.3862944
sphinx-doc__sphinx-8593,0.6701577
sphinx-doc__sphinx-8595,-1.3862944
sphinx-doc__sphinx-8621,1.2039728
sphinx-doc__sphinx-8638,3.4499876
sphinx-doc__sphinx-8721,-1.8281271
sphinx-doc__sphinx-9229,6.906755
sphinx-doc__sphinx-9230,1.2927684
sphinx-doc__sphinx-9258,1.2927684
sphinx-doc__sphinx-9281,-0.34174928
sphinx-doc__sphinx-9320,-1.8281271
sphinx-doc__sphinx-9367,-1.4853853
sphinx-doc__sphinx-9461,6.906755
sphinx-doc__sphinx-9591,1.3862944
sphinx-doc__sphinx-9602,3.4499876
sphinx-doc__sphinx-9658,1.1192316
sphinx-doc__sphinx-9673,0.15415068
sphinx-doc__sphinx-9698,-1.2039728
sphinx-doc__sphinx-9711,-1.3862944
sympy__sympy-11618,-1.1192316
sympy__sympy-12096,-2.7245796
sympy__sympy-12419,0.34174928
sympy__sympy-12481,-0.6021754
sympy__sympy-12489,3.4499876
sympy__sympy-13031,1.1192316
sympy__sympy-13091,2.114533
sympy__sympy-13372,-1.2039728
sympy__sympy-13480,-3.4499876
sympy__sympy-13551,0.8842024
sympy__sympy-13615,1.0379877
sympy__sympy-13647,-1.2927684
sympy__sympy-13757,0.6701577
sympy__sympy-13798,2.7245796
sympy__sympy-13852,6.906755
sympy__sympy-13877,0.95977587
sympy__sympy-13878,0.4054651
sympy__sympy-13974,1.9636097
sympy__sympy-14248,6.906755
sympy__sympy-14531,-0.2162231
sympy__sympy-14711,-1.3862944
sympy__sympy-14976,0.2162231
sympy__sympy-15017,0.6701577
sympy__sympy-15345,0.7396672
sympy__sympy-15349,-0.7396672
sympy__sympy-15599,1.8281271
sympy__sympy-15809,-0.09237332
sympy__sympy-15875,0.09237332
sympy__sympy-15976,1.9636097
sympy__sympy-16450,-1.4853853
sympy__sympy-16597,6.906755
sympy__sympy-16766,-2.4849067
sympy__sympy-16792,0.09237332
sympy__sympy-16886,-2.285778
sympy__sympy-17139,-0.4054651
sympy__sympy-17318,2.7245796
sympy__sympy-17630,6.906755
sympy__sympy-17655,-0.5355182
sympy__sympy-18189,-0.6701577
sympy__sympy-18199,6.906755
sympy__sympy-18211,0.47000363
sympy__sympy-18698,1.704748
sympy__sympy-18763,0.030771658
sympy__sympy-19040,2.114533
sympy__sympy-19346,-1.0379877
sympy__sympy-19495,0.09237332
sympy__sympy-19637,-1.9636097
sympy__sympy-19783,0.5355182
sympy__sympy-19954,-1.0379877
sympy__sympy-20154,-1.1192316
sympy__sympy-20428,6.906755
sympy__sympy-20438,6.906755
sympy__sympy-20590,0.6021754
sympy__sympy-20801,-0.47000363
sympy__sympy-20916,3.028522
sympy__sympy-21379,0.7396672
sympy__sympy-21596,6.906755
sympy__sympy-21612,4.158883
sympy__sympy-21847,-1.4853853
sympy__sympy-21930,6.906755
sympy__sympy-22080,4.158883
sympy__sympy-22456,-0.6701577
sympy__sympy-22714,-0.95977587
sympy__sympy-22914,-2.285778
sympy__sympy-23262,-0.2787134
sympy__sympy-23413,2.285778
sympy__sympy-23534,-1.4853853
sympy__sympy-23824,-1.2039728
sympy__sympy-23950,-0.6701577
sympy__sympy-24066,-0.7396672
sympy__sympy-24213,-2.114533
sympy__sympy-24443,-1.704748
sympy__sympy-24539,-2.285778
sympy__sympy-24562,0.8109302
sympy__sympy-24661,-0.95977587
