task_id,beta
django__django-16662,-1.5043877
django__django-16667,6.971024
django__django-16801,-2.724185
django__django-16819,-0.9631402
django__django-16877,0.39771396
django__django-16899,-0.97571737
django__django-16901,-0.7509639
django__django-16938,1.5974615
django__django-16950,2.2909203
django__django-17029,-2.481724
django__django-17084,1.1162935
django__django-17087,-0.283611
django__django-7530,-1.5185066
django__django-9296,-2.7372289
matplotlib__matplotlib-13989,-0.9707074
matplotlib__matplotlib-14623,0.8811844
matplotlib__matplotlib-20488,2.2865138
matplotlib__matplotlib-20676,1.5938447
matplotlib__matplotlib-20826,1.0378655
matplotlib__matplotlib-20859,-0.5389826
matplotlib__matplotlib-21568,6.955109
matplotlib__matplotlib-22719,-2.5016363
matplotlib__matplotlib-22865,0.8768871
matplotlib__matplotlib-22871,0.87675196
matplotlib__matplotlib-23299,2.7366588
matplotlib__matplotlib-23314,-0.6716286
matplotlib__matplotlib-23412,-0.88158464
matplotlib__matplotlib-23476,6.963267
matplotlib__matplotlib-24026,-1.1397775
matplotlib__matplotlib-24149,-0.88978857
matplotlib__matplotlib-24177,4.1594167
matplotlib__matplotlib-24570,-1.0504628
matplotlib__matplotlib-24627,0.085934535
matplotlib__matplotlib-24637,-0.038652588
matplotlib__matplotlib-24870,6.961667
matplotlib__matplotlib-24970,-1.4883252
matplotlib__matplotlib-25122,-1.5992898
matplotlib__matplotlib-25287,-1.4896052
matplotlib__matplotlib-25311,0.4656679
matplotlib__matplotlib-25332,0.09334311
matplotlib__matplotlib-25479,6.9670887
matplotlib__matplotlib-25775,0.33596072
matplotlib__matplotlib-25960,3.46079
matplotlib__matplotlib-26113,-1.8334291
matplotlib__matplotlib-26208,4.1561084
matplotlib__matplotlib-26291,0.1382622
matplotlib__matplotlib-26342,-0.8975312
matplotlib__matplotlib-26466,6.970241
mwaskom__seaborn-3069,1.2096677
mwaskom__seaborn-3187,2.486966
pallets__flask-5014,-2.7414868
psf__requests-1142,-0.16735384
psf__requests-1724,-0.60509145
psf__requests-1766,-1.2072185
psf__requests-1921,-0.2883972
psf__requests-2317,-0.66957915
psf__requests-2931,1.2082474
psf__requests-5414,0.15667261
psf__requests-6028,4.163318
pydata__xarray-2905,-0.16419432
pydata__xarray-3095,0.20944092
pydata__xarray-3151,-0.7531611
pydata__xarray-3305,-0.67328537
pydata__xarray-3677,-1.9880142
pydata__xarray-3993,0.5270003
pydata__xarray-4075,-3.0344234
pydata__xarray-4094,0.46330002
pydata__xarray-4356,-1.7151517
pydata__xarray-4629,-4.1616006
pydata__xarray-4687,1.8244152
pydata__xarray-4695,0.5284435
pydata__xarray-4966,-1.7151558
pydata__xarray-6461,-0.821998
pydata__xarray-6599,0.671608
pydata__xarray-6721,0.1406769
pydata__xarray-6744,0.27659145
pydata__xarray-6938,2.728713
pydata__xarray-6992,6.9631987
pydata__xarray-7229,6.9533
pydata__xarray-7233,-1.3789202
pydata__xarray-7393,0.5232168
pylint-dev__pylint-4551,6.969863
pylint-dev__pylint-4604,6.9640436
pylint-dev__pylint-4661,6.9690766
pylint-dev__pylint-4970,1.483339
pylint-dev__pylint-6386,1.4810071
pylint-dev__pylint-6528,0.67002016
pylint-dev__pylint-6903,-6.952982
pylint-dev__pylint-7080,1.7072134
pylint-dev__pylint-7277,-1.3921092
pylint-dev__pylint-8898,2.1151264
pytest-dev__pytest-10051,1.3880588
pytest-dev__pytest-10081,-0.6914381
pytest-dev__pytest-10356,6.9705853
pytest-dev__pytest-5262,-0.6740525
pytest-dev__pytest-5631,-0.8179046
pytest-dev__pytest-5787,1.591019
pytest-dev__pytest-5809,-4.188035
pytest-dev__pytest-5840,6.9517965
pytest-dev__pytest-6197,1.82462
pytest-dev__pytest-6202,-4.1763887
pytest-dev__pytest-7205,-1.0461727
pytest-dev__pytest-7236,-0.22315638
pytest-dev__pytest-7324,1.4858488
pytest-dev__pytest-7432,-0.6082821
pytest-dev__pytest-7490,0.34025759
pytest-dev__pytest-7521,-0.16304567
pytest-dev__pytest-7571,-1.1318636
pytest-dev__pytest-7982,-1.8420542
pytest-dev__pytest-8399,-2.2854578
scikit-learn__scikit-learn-10297,-3.0527456
scikit-learn__scikit-learn-10844,-6.9524617
scikit-learn__scikit-learn-10908,0.41184366
scikit-learn__scikit-learn-11310,-1.4815985
scikit-learn__scikit-learn-11578,-2.7379868
scikit-learn__scikit-learn-12585,-4.161944
scikit-learn__scikit-learn-12682,0.33951336
scikit-learn__scikit-learn-12973,-0.81374604
scikit-learn__scikit-learn-13124,0.27482396
scikit-learn__scikit-learn-13135,-1.3026843
scikit-learn__scikit-learn-13142,-1.0525576
scikit-learn__scikit-learn-13328,-1.9704884
scikit-learn__scikit-learn-13439,-1.9777406
scikit-learn__scikit-learn-13496,-1.7155026
scikit-learn__scikit-learn-13779,-1.7041857
scikit-learn__scikit-learn-14053,-1.6048454
scikit-learn__scikit-learn-14087,0.539389
scikit-learn__scikit-learn-14141,-2.494004
scikit-learn__scikit-learn-14496,-4.1624413
scikit-learn__scikit-learn-14629,2.1091814
scikit-learn__scikit-learn-14710,-0.97934896
scikit-learn__scikit-learn-14894,-3.0378406
scikit-learn__scikit-learn-14983,1.1294847
scikit-learn__scikit-learn-15100,-2.286744
scikit-learn__scikit-learn-25102,1.0312825
scikit-learn__scikit-learn-25232,-0.47557905
scikit-learn__scikit-learn-25747,1.5939907
scikit-learn__scikit-learn-25931,-0.53836125
scikit-learn__scikit-learn-25973,-0.29098433
scikit-learn__scikit-learn-26194,3.0243225
scikit-learn__scikit-learn-26323,-0.9721747
scikit-learn__scikit-learn-9288,-0.68797964
sphinx-doc__sphinx-10323,0.8869839
sphinx-doc__sphinx-10435,4.187735
sphinx-doc__sphinx-10449,0.5332087
sphinx-doc__sphinx-10466,-0.96086586
sphinx-doc__sphinx-10614,3.4796252
sphinx-doc__sphinx-10673,0.26692504
sphinx-doc__sphinx-11445,0.89166445
sphinx-doc__sphinx-11510,6.9763618
sphinx-doc__sphinx-7440,-0.7433378
sphinx-doc__sphinx-7454,0.543226
sphinx-doc__sphinx-7462,6.9636683
sphinx-doc__sphinx-7590,6.9671955
sphinx-doc__sphinx-7748,6.9747725
sphinx-doc__sphinx-7757,0.6086272
sphinx-doc__sphinx-7889,-0.47493732
sphinx-doc__sphinx-7910,-0.22985393
sphinx-doc__sphinx-7985,3.456334
sphinx-doc__sphinx-8035,0.27269146
sphinx-doc__sphinx-8056,2.102129
sphinx-doc__sphinx-8120,-0.35039407
sphinx-doc__sphinx-8265,3.030774
sphinx-doc__sphinx-8269,-0.6887196
sphinx-doc__sphinx-8459,0.47096997
sphinx-doc__sphinx-8475,-0.9685677
sphinx-doc__sphinx-8548,3.4514942
sphinx-doc__sphinx-8551,1.3942083
sphinx-doc__sphinx-8593,0.6692626
sphinx-doc__sphinx-8595,-1.3948418
sphinx-doc__sphinx-8621,1.2113434
sphinx-doc__sphinx-8638,3.4619348
sphinx-doc__sphinx-8721,-1.8338627
sphinx-doc__sphinx-9229,6.9617643
sphinx-doc__sphinx-9230,1.3008399
sphinx-doc__sphinx-9258,1.2951186
sphinx-doc__sphinx-9281,-0.34778053
sphinx-doc__sphinx-9320,-1.8327636
sphinx-doc__sphinx-9367,-1.5014911
sphinx-doc__sphinx-9461,6.9767957
sphinx-doc__sphinx-9591,1.3867545
sphinx-doc__sphinx-9602,3.45255
sphinx-doc__sphinx-9658,1.1151057
sphinx-doc__sphinx-9673,0.151318
sphinx-doc__sphinx-9698,-1.2024403
sphinx-doc__sphinx-9711,-1.3873718
sympy__sympy-11618,-1.1393523
sympy__sympy-12096,-2.7354958
sympy__sympy-12419,0.33939785
sympy__sympy-12481,-0.6163752
sympy__sympy-12489,3.4551964
sympy__sympy-13031,1.1128156
sympy__sympy-13091,2.1177227
sympy__sympy-13372,-1.2260615
sympy__sympy-13480,-3.4515865
sympy__sympy-13551,0.8889961
sympy__sympy-13615,1.0398258
sympy__sympy-13647,-1.3056629
sympy__sympy-13757,0.66387826
sympy__sympy-13798,2.7276
sympy__sympy-13852,6.9702787
sympy__sympy-13877,0.965784
sympy__sympy-13878,0.40488693
sympy__sympy-13974,1.9818264
sympy__sympy-14248,6.9632673
sympy__sympy-14531,-0.2189711
sympy__sympy-14711,-1.3908057
sympy__sympy-14976,0.21157737
sympy__sympy-15017,0.6594611
sympy__sympy-15345,0.7381272
sympy__sympy-15349,-0.7454143
sympy__sympy-15599,1.8278204
sympy__sympy-15809,-0.094350256
sympy__sympy-15875,0.084110245
sympy__sympy-15976,1.9645982
sympy__sympy-16450,-1.4938334
sympy__sympy-16597,6.959243
sympy__sympy-16766,-2.525081
sympy__sympy-16792,0.08469229
sympy__sympy-16886,-2.287425
sympy__sympy-17139,-0.42378712
sympy__sympy-17318,2.7359753
sympy__sympy-17630,6.9573293
sympy__sympy-17655,-0.54355067
sympy__sympy-18189,-0.68055516
sympy__sympy-18199,6.9664106
sympy__sympy-18211,0.4641019
sympy__sympy-18698,1.6959555
sympy__sympy-18763,0.033077832
sympy__sympy-19040,2.1211162
sympy__sympy-19346,-1.0485802
sympy__sympy-19495,0.09529604
sympy__sympy-19637,-1.9765245
sympy__sympy-19783,0.5343352
sympy__sympy-19954,-1.0552834
sympy__sympy-20154,-1.1180588
sympy__sympy-20428,6.958512
sympy__sympy-20438,6.960376
sympy__sympy-20590,0.5928256
sympy__sympy-20801,-0.47931027
sympy__sympy-20916,3.052834
sympy__sympy-21379,0.73855454
sympy__sympy-21596,6.9532022
sympy__sympy-21612,4.195837
sympy__sympy-21847,-1.4956511
sympy__sympy-21930,6.9673767
sympy__sympy-22080,4.163867
sympy__sympy-22456,-0.67474365
sympy__sympy-22714,-0.9622161
sympy__sympy-22914,-2.297504
sympy__sympy-23262,-0.27086234
sympy__sympy-23413,2.286847
sympy__sympy-23534,-1.5014375
sympy__sympy-23824,-1.218756
sympy__sympy-23950,-0.677415
sympy__sympy-24066,-0.7340058
sympy__sympy-24213,-2.1393645
sympy__sympy-24443,-1.7079933
sympy__sympy-24539,-2.2955372
sympy__sympy-24562,0.8060918
sympy__sympy-24661,-0.96109295
