task_id,beta
django__django-15561,-1.0835887
django__django-15563,2.080533
django__django-15569,-2.4458258
django__django-15572,-1.2511075
django__django-15629,6.951763
django__django-15695,3.423773
django__django-15731,-2.2526023
django__django-15732,2.4519272
django__django-15741,-2.24769
django__django-15814,-0.84222883
django__django-15851,-2.0797842
django__django-15863,-1.0069256
django__django-15916,0.8547863
django__django-15930,-0.09978672
django__django-15957,6.9546885
django__django-15973,6.93424
django__django-15987,-0.9848884
django__django-16032,0.21789055
django__django-16082,-0.23559977
django__django-16100,-0.56676877
django__django-16116,-0.918467
django__django-16136,-0.7637069
django__django-16139,-2.9941359
django__django-16145,-1.6648685
django__django-16255,-3.4354875
django__django-16256,6.9309354
django__django-16263,6.9466343
django__django-16315,0.9183306
django__django-16333,-2.99326
django__django-16429,-2.9946198
django__django-16454,1.1634068
django__django-16485,-1.9258156
django__django-16493,-1.7987077
django__django-16502,6.946801
django__django-16527,-6.9397516
django__django-16560,1.6637528
django__django-16569,-3.4210248
django__django-16595,-2.4531107
django__django-16612,-1.5596803
django__django-16631,6.930803
django__django-16642,-0.48325813
django__django-16661,0.15682133
django__django-16662,-1.6730117
django__django-16667,6.9419293
django__django-16801,-2.6842737
django__django-16819,-0.92208654
django__django-16877,0.33924448
django__django-16899,-1.0990186
django__django-16901,-0.84926724
django__django-16938,1.7884595
django__django-16950,2.2412841
django__django-17029,-2.466862
django__django-17084,1.070533
django__django-17087,-0.35474756
django__django-7530,-1.5643865
django__django-9296,-2.6988595
matplotlib__matplotlib-13989,-1.0842857
matplotlib__matplotlib-14623,0.82683545
matplotlib__matplotlib-20488,2.2480521
matplotlib__matplotlib-20676,1.5541624
matplotlib__matplotlib-20826,1.0001088
matplotlib__matplotlib-20859,-0.62406737
matplotlib__matplotlib-21568,6.9447656
matplotlib__matplotlib-22719,-2.4502273
matplotlib__matplotlib-22865,0.83210516
matplotlib__matplotlib-22871,0.8380464
matplotlib__matplotlib-23299,2.7021418
matplotlib__matplotlib-23314,-0.62406945
matplotlib__matplotlib-23412,-1.0065899
matplotlib__matplotlib-23476,6.938306
matplotlib__matplotlib-24026,-1.2583942
matplotlib__matplotlib-24149,-0.9952355
matplotlib__matplotlib-24177,4.1555357
matplotlib__matplotlib-24570,-0.9870723
matplotlib__matplotlib-24627,0.03192783
matplotlib__matplotlib-24637,-0.09564652
matplotlib__matplotlib-24870,6.9301853
matplotlib__matplotlib-24970,-1.4467621
matplotlib__matplotlib-25122,-1.5566049
matplotlib__matplotlib-25287,-1.5556812
matplotlib__matplotlib-25311,0.42975533
matplotlib__matplotlib-25332,0.023398628
matplotlib__matplotlib-25479,6.941079
matplotlib__matplotlib-25775,0.29142293
matplotlib__matplotlib-25960,3.4236553
matplotlib__matplotlib-26113,-1.7934338
matplotlib__matplotlib-26208,4.130305
matplotlib__matplotlib-26291,0.08410912
matplotlib__matplotlib-26342,-0.9292955
matplotlib__matplotlib-26466,6.929132
mwaskom__seaborn-3069,1.1619021
mwaskom__seaborn-3187,2.4417841
pallets__flask-5014,-2.6849527
psf__requests-1142,-0.23213725
psf__requests-1724,-0.62193215
psf__requests-1766,-1.1598855
psf__requests-1921,-0.22615448
psf__requests-2317,-0.6999661
psf__requests-2931,1.1638187
psf__requests-5414,0.09197205
psf__requests-6028,4.1264124
pydata__xarray-2905,-0.2217584
pydata__xarray-3095,0.15396917
pydata__xarray-3151,-0.842339
pydata__xarray-3305,-0.76313835
pydata__xarray-3677,-2.2495623
pydata__xarray-3993,0.49496117
pydata__xarray-4075,-2.997819
pydata__xarray-4094,0.4148066
pydata__xarray-4356,-1.6742002
pydata__xarray-4629,-4.1333566
pydata__xarray-4687,1.7928355
pydata__xarray-4695,0.48850822
pydata__xarray-4966,-1.6648481
pydata__xarray-6461,-0.9260148
pydata__xarray-6599,0.76928777
pydata__xarray-6721,0.10114689
pydata__xarray-6744,0.29438254
pydata__xarray-6938,2.6974714
pydata__xarray-6992,6.941949
pydata__xarray-7229,6.9444876
pydata__xarray-7233,-1.337124
pydata__xarray-7393,0.47832552
pylint-dev__pylint-4551,6.9438276
pylint-dev__pylint-4604,6.9411893
pylint-dev__pylint-4661,6.955952
pylint-dev__pylint-4970,1.4412524
pylint-dev__pylint-6386,1.451071
pylint-dev__pylint-6528,0.6339172
pylint-dev__pylint-6903,-6.9363775
pylint-dev__pylint-7080,1.667102
pylint-dev__pylint-7277,-1.3370329
pylint-dev__pylint-8898,2.0797963
pytest-dev__pytest-10051,1.3572787
pytest-dev__pytest-10081,-0.7779428
pytest-dev__pytest-10356,6.9415984
pytest-dev__pytest-5262,-0.6193713
pytest-dev__pytest-5631,-0.9106708
pytest-dev__pytest-5787,1.5550027
pytest-dev__pytest-5809,-4.124854
pytest-dev__pytest-5840,6.948536
pytest-dev__pytest-6197,1.8089411
pytest-dev__pytest-6202,-4.133191
pytest-dev__pytest-7205,-1.1617383
pytest-dev__pytest-7236,-0.28936273
pytest-dev__pytest-7324,1.4544319
pytest-dev__pytest-7432,-0.6821503
pytest-dev__pytest-7490,0.28834975
pytest-dev__pytest-7521,-0.22577502
pytest-dev__pytest-7571,-1.2647432
pytest-dev__pytest-7982,-2.080974
pytest-dev__pytest-8399,-2.2557685
scikit-learn__scikit-learn-10297,-2.9982815
scikit-learn__scikit-learn-10844,-6.937547
scikit-learn__scikit-learn-10908,0.47595653
scikit-learn__scikit-learn-11310,-1.4698385
scikit-learn__scikit-learn-11578,-2.7091515
scikit-learn__scikit-learn-12585,-4.1315236
scikit-learn__scikit-learn-12682,0.27014324
scikit-learn__scikit-learn-12973,-0.76699287
scikit-learn__scikit-learn-13124,0.2264369
scikit-learn__scikit-learn-13135,-1.2702208
scikit-learn__scikit-learn-13142,-1.1696624
scikit-learn__scikit-learn-13328,-1.9304512
scikit-learn__scikit-learn-13439,-1.9346462
scikit-learn__scikit-learn-13496,-1.6667143
scikit-learn__scikit-learn-13779,-1.6673136
scikit-learn__scikit-learn-14053,-1.7907362
scikit-learn__scikit-learn-14087,0.49456215
scikit-learn__scikit-learn-14141,-2.4430544
scikit-learn__scikit-learn-14496,-4.1496577
scikit-learn__scikit-learn-14629,2.0737534
scikit-learn__scikit-learn-14710,-1.0052613
scikit-learn__scikit-learn-14894,-2.9939487
scikit-learn__scikit-learn-14983,1.0917289
scikit-learn__scikit-learn-15100,-2.2418876
scikit-learn__scikit-learn-25102,0.98834646
scikit-learn__scikit-learn-25232,-0.5691422
scikit-learn__scikit-learn-25747,1.5607527
scikit-learn__scikit-learn-25931,-0.6333059
scikit-learn__scikit-learn-25973,-0.36063918
scikit-learn__scikit-learn-26194,2.9930596
scikit-learn__scikit-learn-26323,-0.9169537
scikit-learn__scikit-learn-9288,-0.76606214
sphinx-doc__sphinx-10323,0.8454175
sphinx-doc__sphinx-10435,4.137597
sphinx-doc__sphinx-10449,0.4774032
sphinx-doc__sphinx-10466,-0.91672695
sphinx-doc__sphinx-10614,3.411719
sphinx-doc__sphinx-10673,0.22582248
sphinx-doc__sphinx-11445,0.8303539
sphinx-doc__sphinx-11510,6.937395
sphinx-doc__sphinx-7440,-0.6916482
sphinx-doc__sphinx-7454,0.6287794
sphinx-doc__sphinx-7462,6.951533
sphinx-doc__sphinx-7590,6.9293704
sphinx-doc__sphinx-7748,6.9454846
sphinx-doc__sphinx-7757,0.5545774
sphinx-doc__sphinx-7889,-0.5503858
sphinx-doc__sphinx-7910,-0.30010334
sphinx-doc__sphinx-7985,3.4190311
sphinx-doc__sphinx-8035,0.28571957
sphinx-doc__sphinx-8056,2.0707216
sphinx-doc__sphinx-8120,-0.4267252
sphinx-doc__sphinx-8265,2.9884286
sphinx-doc__sphinx-8269,-0.7692015
sphinx-doc__sphinx-8459,0.40803525
sphinx-doc__sphinx-8475,-0.93522155
sphinx-doc__sphinx-8548,3.4156682
sphinx-doc__sphinx-8551,1.3408425
sphinx-doc__sphinx-8593,0.6177843
sphinx-doc__sphinx-8595,-1.3486682
sphinx-doc__sphinx-8621,1.3508903
sphinx-doc__sphinx-8638,3.4201946
sphinx-doc__sphinx-8721,-1.7815778
sphinx-doc__sphinx-9229,6.953126
sphinx-doc__sphinx-9230,1.2552952
sphinx-doc__sphinx-9258,1.2431729
sphinx-doc__sphinx-9281,-0.41919547
sphinx-doc__sphinx-9320,-1.8010118
sphinx-doc__sphinx-9367,-1.6625228
sphinx-doc__sphinx-9461,6.9543037
sphinx-doc__sphinx-9591,1.5409609
sphinx-doc__sphinx-9602,3.4240248
sphinx-doc__sphinx-9658,1.0851797
sphinx-doc__sphinx-9673,0.09128682
sphinx-doc__sphinx-9698,-1.1622945
sphinx-doc__sphinx-9711,-1.3505653
sympy__sympy-11618,-1.2637424
sympy__sympy-12096,-2.6995754
sympy__sympy-12419,0.2878073
sympy__sympy-12481,-0.6836677
sympy__sympy-12489,3.4136388
sympy__sympy-13031,1.0718168
sympy__sympy-13091,2.0676215
sympy__sympy-13372,-1.358644
sympy__sympy-13480,-3.4334319
sympy__sympy-13551,0.82858443
sympy__sympy-13615,0.9937867
sympy__sympy-13647,-1.4557132
sympy__sympy-13757,0.62183577
sympy__sympy-13798,2.678558
sympy__sympy-13852,6.9337482
sympy__sympy-13877,1.087163
sympy__sympy-13878,0.33969218
sympy__sympy-13974,2.2588289
sympy__sympy-14248,6.934379
sympy__sympy-14531,-0.28103682
sympy__sympy-14711,-1.3559693
sympy__sympy-14976,0.16429822
sympy__sympy-15017,0.6130807
sympy__sympy-15345,0.6814815
sympy__sympy-15349,-0.8369474
sympy__sympy-15599,1.7922478
sympy__sympy-15809,-0.16691688
sympy__sympy-15875,0.034109
sympy__sympy-15976,1.9229
sympy__sympy-16450,-1.4512246
sympy__sympy-16597,6.94465
sympy__sympy-16766,-2.9939592
sympy__sympy-16792,0.027542356
sympy__sympy-16886,-2.255259
sympy__sympy-17139,-0.47939238
sympy__sympy-17318,2.694874
sympy__sympy-17630,6.9356675
sympy__sympy-17655,-0.48551905
sympy__sympy-18189,-0.7662985
sympy__sympy-18199,6.9353886
sympy__sympy-18211,0.41579834
sympy__sympy-18698,1.6683424
sympy__sympy-18763,0.09141024
sympy__sympy-19040,2.0712607
sympy__sympy-19346,-1.1690481
sympy__sympy-19495,0.027278898
sympy__sympy-19637,-1.9424366
sympy__sympy-19783,0.48183244
sympy__sympy-19954,-1.1710631
sympy__sympy-20154,-1.0771762
sympy__sympy-20428,6.9564652
sympy__sympy-20438,6.947582
sympy__sympy-20590,0.5556081
sympy__sympy-20801,-0.56744504
sympy__sympy-20916,2.993509
sympy__sympy-21379,0.6827697
sympy__sympy-21596,6.9364634
sympy__sympy-21612,4.135406
sympy__sympy-21847,-1.460743
sympy__sympy-21930,6.935192
sympy__sympy-22080,4.130517
sympy__sympy-22456,-0.7688349
sympy__sympy-22714,-1.0798185
sympy__sympy-22914,-2.2453525
sympy__sympy-23262,-0.2308899
sympy__sympy-23413,2.239228
sympy__sympy-23534,-1.6729127
sympy__sympy-23824,-1.3475225
sympy__sympy-23950,-0.7698132
sympy__sympy-24066,-0.8304249
sympy__sympy-24213,-2.456235
sympy__sympy-24443,-1.9292022
sympy__sympy-24539,-2.2525833
sympy__sympy-24562,0.7614625
sympy__sympy-24661,-0.9151032
