task_id,beta
django__django-16429,-2.985764
django__django-16454,1.1783873
django__django-16485,-1.9260005
django__django-16493,-1.7989115
django__django-16502,6.9072533
django__django-16527,-6.9235015
django__django-16560,1.6679409
django__django-16569,-3.4122245
django__django-16595,-2.4464521
django__django-16612,-1.5499033
django__django-16631,6.911964
django__django-16642,-0.46281937
django__django-16661,0.16482408
django__django-16662,-1.6751609
django__django-16667,6.933299
django__django-16801,-2.686787
django__django-16819,-0.9337541
django__django-16877,0.35883284
django__django-16899,-1.0763607
django__django-16901,-0.8573484
django__django-16938,1.813766
django__django-16950,2.2479153
django__django-17029,-2.4757357
django__django-17084,1.0733603
django__django-17087,-0.3489109
django__django-7530,-1.567315
django__django-9296,-2.6938019
matplotlib__matplotlib-13989,-1.0852398
matplotlib__matplotlib-14623,0.83470166
matplotlib__matplotlib-20488,2.2586908
matplotlib__matplotlib-20676,1.5730394
matplotlib__matplotlib-20826,0.9930644
matplotlib__matplotlib-20859,-0.60410565
matplotlib__matplotlib-21568,6.9443154
matplotlib__matplotlib-22719,-2.4405718
matplotlib__matplotlib-22865,0.85910654
matplotlib__matplotlib-22871,0.85481
matplotlib__matplotlib-23299,2.7088861
matplotlib__matplotlib-23314,-0.6228832
matplotlib__matplotlib-23412,-0.99720085
matplotlib__matplotlib-23476,6.918335
matplotlib__matplotlib-24026,-1.2706466
matplotlib__matplotlib-24149,-0.9977617
matplotlib__matplotlib-24177,4.133364
matplotlib__matplotlib-24570,-0.97385025
matplotlib__matplotlib-24627,0.027900154
matplotlib__matplotlib-24637,-0.09474718
matplotlib__matplotlib-24870,6.912346
matplotlib__matplotlib-24970,-1.4544595
matplotlib__matplotlib-25122,-1.5818932
matplotlib__matplotlib-25287,-1.5497608
matplotlib__matplotlib-25311,0.42518306
matplotlib__matplotlib-25332,0.0285178
matplotlib__matplotlib-25479,6.920157
matplotlib__matplotlib-25775,0.29264084
matplotlib__matplotlib-25960,3.4149983
matplotlib__matplotlib-26113,-1.7888792
matplotlib__matplotlib-26208,4.1299057
matplotlib__matplotlib-26291,0.09022171
matplotlib__matplotlib-26342,-0.93864894
matplotlib__matplotlib-26466,6.92386
mwaskom__seaborn-3069,1.1492748
mwaskom__seaborn-3187,2.4316242
pallets__flask-5014,-2.67932
psf__requests-1142,-0.23137946
psf__requests-1724,-0.61487347
psf__requests-1766,-1.1427002
psf__requests-1921,-0.21796532
psf__requests-2317,-0.68604994
psf__requests-2931,1.1923985
psf__requests-5414,0.102135785
psf__requests-6028,4.1225705
pydata__xarray-2905,-0.21576555
pydata__xarray-3095,0.16418947
pydata__xarray-3151,-0.8309096
pydata__xarray-3305,-0.7746479
pydata__xarray-3677,-2.251054
pydata__xarray-3993,0.49041554
pydata__xarray-4075,-2.997804
pydata__xarray-4094,0.42045492
pydata__xarray-4356,-1.6713105
pydata__xarray-4629,-4.1221046
pydata__xarray-4687,1.8074118
pydata__xarray-4695,0.50241286
pydata__xarray-4966,-1.6706064
pydata__xarray-6461,-0.9102333
pydata__xarray-6599,0.79161495
pydata__xarray-6721,0.116847806
pydata__xarray-6744,0.31219593
pydata__xarray-6938,2.7053778
pydata__xarray-6992,6.9095764
pydata__xarray-7229,6.9193273
pydata__xarray-7233,-1.3570125
pydata__xarray-7393,0.4831443
pylint-dev__pylint-4551,6.926684
pylint-dev__pylint-4604,6.9198895
pylint-dev__pylint-4661,6.9237614
pylint-dev__pylint-4970,1.4679099
pylint-dev__pylint-6386,1.4595276
pylint-dev__pylint-6528,0.61670405
pylint-dev__pylint-6903,-6.9324102
pylint-dev__pylint-7080,1.6816169
pylint-dev__pylint-7277,-1.3368386
pylint-dev__pylint-8898,2.0846777
pytest-dev__pytest-10051,1.3813303
pytest-dev__pytest-10081,-0.77411234
pytest-dev__pytest-10356,6.9281163
pytest-dev__pytest-5262,-0.64231074
pytest-dev__pytest-5631,-0.9191748
pytest-dev__pytest-5787,1.5521368
pytest-dev__pytest-5809,-4.1444764
pytest-dev__pytest-5840,6.937249
pytest-dev__pytest-6197,1.8295158
pytest-dev__pytest-6202,-4.118983
pytest-dev__pytest-7205,-1.1490759
pytest-dev__pytest-7236,-0.28614444
pytest-dev__pytest-7324,1.4614582
pytest-dev__pytest-7432,-0.6705305
pytest-dev__pytest-7490,0.31180748
pytest-dev__pytest-7521,-0.21241279
pytest-dev__pytest-7571,-1.2646396
pytest-dev__pytest-7982,-2.0666132
pytest-dev__pytest-8399,-2.257684
scikit-learn__scikit-learn-10297,-3.0149171
scikit-learn__scikit-learn-10844,-6.935892
scikit-learn__scikit-learn-10908,0.49401727
scikit-learn__scikit-learn-11310,-1.4613165
scikit-learn__scikit-learn-11578,-2.7115877
scikit-learn__scikit-learn-12585,-4.122316
scikit-learn__scikit-learn-12682,0.27660552
scikit-learn__scikit-learn-12973,-0.7777625
scikit-learn__scikit-learn-13124,0.22739622
scikit-learn__scikit-learn-13135,-1.2671944
scikit-learn__scikit-learn-13142,-1.1725745
scikit-learn__scikit-learn-13328,-1.9252354
scikit-learn__scikit-learn-13439,-1.9335556
scikit-learn__scikit-learn-13496,-1.6835628
scikit-learn__scikit-learn-13779,-1.658916
scikit-learn__scikit-learn-14053,-1.8055407
scikit-learn__scikit-learn-14087,0.5089766
scikit-learn__scikit-learn-14141,-2.4564054
scikit-learn__scikit-learn-14496,-4.1200027
scikit-learn__scikit-learn-14629,2.114983
scikit-learn__scikit-learn-14710,-1.0096819
scikit-learn__scikit-learn-14894,-2.9998043
scikit-learn__scikit-learn-14983,1.1113826
scikit-learn__scikit-learn-15100,-2.244806
scikit-learn__scikit-learn-25102,0.99506897
scikit-learn__scikit-learn-25232,-0.56511843
scikit-learn__scikit-learn-25747,1.565359
scikit-learn__scikit-learn-25931,-0.6387087
scikit-learn__scikit-learn-25973,-0.34489924
scikit-learn__scikit-learn-26194,2.9950795
scikit-learn__scikit-learn-26323,-0.910581
scikit-learn__scikit-learn-9288,-0.7684959
sphinx-doc__sphinx-10323,0.86017156
sphinx-doc__sphinx-10435,4.156805
sphinx-doc__sphinx-10449,0.48870364
sphinx-doc__sphinx-10466,-0.9090491
sphinx-doc__sphinx-10614,3.4226933
sphinx-doc__sphinx-10673,0.23617426
sphinx-doc__sphinx-11445,0.844899
sphinx-doc__sphinx-11510,6.923274
sphinx-doc__sphinx-7440,-0.68036
sphinx-doc__sphinx-7454,0.6457472
sphinx-doc__sphinx-7462,6.924079
sphinx-doc__sphinx-7590,6.929276
sphinx-doc__sphinx-7748,6.914158
sphinx-doc__sphinx-7757,0.55885065
sphinx-doc__sphinx-7889,-0.54535127
sphinx-doc__sphinx-7910,-0.2976385
sphinx-doc__sphinx-7985,3.4246216
sphinx-doc__sphinx-8035,0.2755273
sphinx-doc__sphinx-8056,2.0874686
sphinx-doc__sphinx-8120,-0.41480616
sphinx-doc__sphinx-8265,3.006702
sphinx-doc__sphinx-8269,-0.774127
sphinx-doc__sphinx-8459,0.4165425
sphinx-doc__sphinx-8475,-0.91779643
sphinx-doc__sphinx-8548,3.419686
sphinx-doc__sphinx-8551,1.3419056
sphinx-doc__sphinx-8593,0.5844941
sphinx-doc__sphinx-8595,-1.3617975
sphinx-doc__sphinx-8621,1.3653307
sphinx-doc__sphinx-8638,3.420221
sphinx-doc__sphinx-8721,-1.7740672
sphinx-doc__sphinx-9229,6.9383326
sphinx-doc__sphinx-9230,1.2706085
sphinx-doc__sphinx-9258,1.2391186
sphinx-doc__sphinx-9281,-0.4042165
sphinx-doc__sphinx-9320,-1.7805169
sphinx-doc__sphinx-9367,-1.6572163
sphinx-doc__sphinx-9461,6.9222574
sphinx-doc__sphinx-9591,1.5654755
sphinx-doc__sphinx-9602,3.4424434
sphinx-doc__sphinx-9658,1.0848811
sphinx-doc__sphinx-9673,0.08910208
sphinx-doc__sphinx-9698,-1.1447424
sphinx-doc__sphinx-9711,-1.3419113
sympy__sympy-11618,-1.2694566
sympy__sympy-12096,-2.6854246
sympy__sympy-12419,0.27693406
sympy__sympy-12481,-0.67556417
sympy__sympy-12489,3.4285166
sympy__sympy-13031,1.0994802
sympy__sympy-13091,2.083966
sympy__sympy-13372,-1.373924
sympy__sympy-13480,-3.4093935
sympy__sympy-13551,0.8522135
sympy__sympy-13615,0.988192
sympy__sympy-13647,-1.4598128
sympy__sympy-13757,0.61024565
sympy__sympy-13798,2.6926064
sympy__sympy-13852,6.9252877
sympy__sympy-13877,1.1007494
sympy__sympy-13878,0.3280558
sympy__sympy-13974,2.2865913
sympy__sympy-14248,6.916249
sympy__sympy-14531,-0.2832528
sympy__sympy-14711,-1.3691758
sympy__sympy-14976,0.1564004
sympy__sympy-15017,0.62976843
sympy__sympy-15345,0.6753666
sympy__sympy-15349,-0.83097124
sympy__sympy-15599,1.7794781
sympy__sympy-15809,-0.15746953
sympy__sympy-15875,0.02569866
sympy__sympy-15976,1.9422863
sympy__sympy-16450,-1.4525654
sympy__sympy-16597,6.9320393
sympy__sympy-16766,-2.9891355
sympy__sympy-16792,0.022421453
sympy__sympy-16886,-2.2426507
sympy__sympy-17139,-0.45730957
sympy__sympy-17318,2.7088788
sympy__sympy-17630,6.9219446
sympy__sympy-17655,-0.49340108
sympy__sympy-18189,-0.7775631
sympy__sympy-18199,6.9321375
sympy__sympy-18211,0.4274811
sympy__sympy-18698,1.6773641
sympy__sympy-18763,0.08533686
sympy__sympy-19040,2.0844865
sympy__sympy-19346,-1.1745023
sympy__sympy-19495,-0.003340498
sympy__sympy-19637,-1.9535204
sympy__sympy-19783,0.49326506
sympy__sympy-19954,-1.166908
sympy__sympy-20154,-1.074747
sympy__sympy-20428,6.939967
sympy__sympy-20438,6.9386477
sympy__sympy-20590,0.54737544
sympy__sympy-20801,-0.57052624
sympy__sympy-20916,2.9954493
sympy__sympy-21379,0.69065416
sympy__sympy-21596,6.9184866
sympy__sympy-21612,4.129345
sympy__sympy-21847,-1.4709427
sympy__sympy-21930,6.9038005
sympy__sympy-22080,4.130227
sympy__sympy-22456,-0.7670433
sympy__sympy-22714,-1.1061399
sympy__sympy-22914,-2.2590804
sympy__sympy-23262,-0.22286674
sympy__sympy-23413,2.2244508
sympy__sympy-23534,-1.6870588
sympy__sympy-23824,-1.3465382
sympy__sympy-23950,-0.7775517
sympy__sympy-24066,-0.8445364
sympy__sympy-24213,-2.4535656
sympy__sympy-24443,-1.9177405
sympy__sympy-24539,-2.2524228
sympy__sympy-24562,0.76126164
sympy__sympy-24661,-0.92091644
