task_id,beta
django__django-16819,-0.925306
django__django-16877,0.3369945
django__django-16899,-1.0877619
django__django-16901,-0.85183823
django__django-16938,1.7924318
django__django-16950,2.2449882
django__django-17029,-2.45989
django__django-17084,1.065955
django__django-17087,-0.340704
django__django-7530,-1.5661254
django__django-9296,-2.6936207
matplotlib__matplotlib-13989,-1.0792773
matplotlib__matplotlib-14623,0.8329589
matplotlib__matplotlib-20488,2.2607563
matplotlib__matplotlib-20676,1.5466877
matplotlib__matplotlib-20826,0.97787195
matplotlib__matplotlib-20859,-0.6311258
matplotlib__matplotlib-21568,6.9326177
matplotlib__matplotlib-22719,-2.4453926
matplotlib__matplotlib-22865,0.83610415
matplotlib__matplotlib-22871,0.83583075
matplotlib__matplotlib-23299,2.6981688
matplotlib__matplotlib-23314,-0.6233986
matplotlib__matplotlib-23412,-0.99632734
matplotlib__matplotlib-23476,6.936606
matplotlib__matplotlib-24026,-1.2523427
matplotlib__matplotlib-24149,-0.9974438
matplotlib__matplotlib-24177,4.1274743
matplotlib__matplotlib-24570,-1.000084
matplotlib__matplotlib-24627,0.029771235
matplotlib__matplotlib-24637,-0.09670103
matplotlib__matplotlib-24870,6.932603
matplotlib__matplotlib-24970,-1.4461709
matplotlib__matplotlib-25122,-1.5683059
matplotlib__matplotlib-25287,-1.5606313
matplotlib__matplotlib-25311,0.4245347
matplotlib__matplotlib-25332,0.030198049
matplotlib__matplotlib-25479,6.9352226
matplotlib__matplotlib-25775,0.29090917
matplotlib__matplotlib-25960,3.412789
matplotlib__matplotlib-26113,-1.7991467
matplotlib__matplotlib-26208,4.149265
matplotlib__matplotlib-26291,0.08712459
matplotlib__matplotlib-26342,-0.91611385
matplotlib__matplotlib-26466,6.9272285
mwaskom__seaborn-3069,1.1525117
mwaskom__seaborn-3187,2.434671
pallets__flask-5014,-2.6880648
psf__requests-1142,-0.23724386
psf__requests-1724,-0.6060572
psf__requests-1766,-1.1518714
psf__requests-1921,-0.22669107
psf__requests-2317,-0.6886355
psf__requests-2931,1.16985
psf__requests-5414,0.09603146
psf__requests-6028,4.1407213
pydata__xarray-2905,-0.22630852
pydata__xarray-3095,0.15679273
pydata__xarray-3151,-0.84874487
pydata__xarray-3305,-0.7621754
pydata__xarray-3677,-2.2520502
pydata__xarray-3993,0.4944477
pydata__xarray-4075,-2.993952
pydata__xarray-4094,0.4146902
pydata__xarray-4356,-1.6564643
pydata__xarray-4629,-4.12682
pydata__xarray-4687,1.7998061
pydata__xarray-4695,0.49529663
pydata__xarray-4966,-1.6762857
pydata__xarray-6461,-0.92005503
pydata__xarray-6599,0.77468055
pydata__xarray-6721,0.10661643
pydata__xarray-6744,0.29995283
pydata__xarray-6938,2.692862
pydata__xarray-6992,6.9452376
pydata__xarray-7229,6.939913
pydata__xarray-7233,-1.3490961
pydata__xarray-7393,0.4756147
pylint-dev__pylint-4551,6.9538016
pylint-dev__pylint-4604,6.9555345
pylint-dev__pylint-4661,6.929608
pylint-dev__pylint-4970,1.4489214
pylint-dev__pylint-6386,1.4623721
pylint-dev__pylint-6528,0.62671554
pylint-dev__pylint-6903,-6.931256
pylint-dev__pylint-7080,1.6719925
pylint-dev__pylint-7277,-1.3332988
pylint-dev__pylint-8898,2.083981
pytest-dev__pytest-10051,1.3626794
pytest-dev__pytest-10081,-0.759618
pytest-dev__pytest-10356,6.9412475
pytest-dev__pytest-5262,-0.629261
pytest-dev__pytest-5631,-0.92617977
pytest-dev__pytest-5787,1.5503261
pytest-dev__pytest-5809,-4.1334405
pytest-dev__pytest-5840,6.9453535
pytest-dev__pytest-6197,1.8084776
pytest-dev__pytest-6202,-4.123927
pytest-dev__pytest-7205,-1.1651385
pytest-dev__pytest-7236,-0.28847727
pytest-dev__pytest-7324,1.4469652
pytest-dev__pytest-7432,-0.6804346
pytest-dev__pytest-7490,0.30954006
pytest-dev__pytest-7521,-0.20354803
pytest-dev__pytest-7571,-1.2538364
pytest-dev__pytest-7982,-2.0762188
pytest-dev__pytest-8399,-2.2725737
scikit-learn__scikit-learn-10297,-3.0199244
scikit-learn__scikit-learn-10844,-6.960805
scikit-learn__scikit-learn-10908,0.480197
scikit-learn__scikit-learn-11310,-1.4600443
scikit-learn__scikit-learn-11578,-2.7126122
scikit-learn__scikit-learn-12585,-4.1342435
scikit-learn__scikit-learn-12682,0.277883
scikit-learn__scikit-learn-12973,-0.77025044
scikit-learn__scikit-learn-13124,0.21398358
scikit-learn__scikit-learn-13135,-1.2466812
scikit-learn__scikit-learn-13142,-1.1785382
scikit-learn__scikit-learn-13328,-1.9261035
scikit-learn__scikit-learn-13439,-1.9385598
scikit-learn__scikit-learn-13496,-1.6659812
scikit-learn__scikit-learn-13779,-1.6688623
scikit-learn__scikit-learn-14053,-1.7900876
scikit-learn__scikit-learn-14087,0.4947507
scikit-learn__scikit-learn-14141,-2.4469495
scikit-learn__scikit-learn-14496,-4.1463733
scikit-learn__scikit-learn-14629,2.082257
scikit-learn__scikit-learn-14710,-1.0028254
scikit-learn__scikit-learn-14894,-2.995901
scikit-learn__scikit-learn-14983,1.0785823
scikit-learn__scikit-learn-15100,-2.2372684
scikit-learn__scikit-learn-25102,0.9847864
scikit-learn__scikit-learn-25232,-0.574221
scikit-learn__scikit-learn-25747,1.5510771
scikit-learn__scikit-learn-25931,-0.6197132
scikit-learn__scikit-learn-25973,-0.35599455
scikit-learn__scikit-learn-26194,2.994499
scikit-learn__scikit-learn-26323,-0.92649186
scikit-learn__scikit-learn-9288,-0.76805633
sphinx-doc__sphinx-10323,0.8435955
sphinx-doc__sphinx-10435,4.1289234
sphinx-doc__sphinx-10449,0.4834097
sphinx-doc__sphinx-10466,-0.90739787
sphinx-doc__sphinx-10614,3.415713
sphinx-doc__sphinx-10673,0.2230588
sphinx-doc__sphinx-11445,0.8440388
sphinx-doc__sphinx-11510,6.9468393
sphinx-doc__sphinx-7440,-0.6896144
sphinx-doc__sphinx-7454,0.6395755
sphinx-doc__sphinx-7462,6.9274707
sphinx-doc__sphinx-7590,6.9320035
sphinx-doc__sphinx-7748,6.9384837
sphinx-doc__sphinx-7757,0.5688776
sphinx-doc__sphinx-7889,-0.5640333
sphinx-doc__sphinx-7910,-0.3073375
sphinx-doc__sphinx-7985,3.4122899
sphinx-doc__sphinx-8035,0.28806707
sphinx-doc__sphinx-8056,2.0650601
sphinx-doc__sphinx-8120,-0.41093525
sphinx-doc__sphinx-8265,2.9998715
sphinx-doc__sphinx-8269,-0.7664962
sphinx-doc__sphinx-8459,0.40192592
sphinx-doc__sphinx-8475,-0.9291615
sphinx-doc__sphinx-8548,3.4152184
sphinx-doc__sphinx-8551,1.3419623
sphinx-doc__sphinx-8593,0.6197988
sphinx-doc__sphinx-8595,-1.3502429
sphinx-doc__sphinx-8621,1.3400804
sphinx-doc__sphinx-8638,3.4223714
sphinx-doc__sphinx-8721,-1.7918411
sphinx-doc__sphinx-9229,6.9405594
sphinx-doc__sphinx-9230,1.2467885
sphinx-doc__sphinx-9258,1.2405846
sphinx-doc__sphinx-9281,-0.41763592
sphinx-doc__sphinx-9320,-1.7930504
sphinx-doc__sphinx-9367,-1.6755885
sphinx-doc__sphinx-9461,6.9406796
sphinx-doc__sphinx-9591,1.5588799
sphinx-doc__sphinx-9602,3.4227622
sphinx-doc__sphinx-9658,1.0784037
sphinx-doc__sphinx-9673,0.100102745
sphinx-doc__sphinx-9698,-1.1655132
sphinx-doc__sphinx-9711,-1.3529981
sympy__sympy-11618,-1.2592351
sympy__sympy-12096,-2.6945982
sympy__sympy-12419,0.27326977
sympy__sympy-12481,-0.68562555
sympy__sympy-12489,3.4136984
sympy__sympy-13031,1.0649546
sympy__sympy-13091,2.0712533
sympy__sympy-13372,-1.3517113
sympy__sympy-13480,-3.4120693
sympy__sympy-13551,0.83581406
sympy__sympy-13615,0.99734664
sympy__sympy-13647,-1.4478884
sympy__sympy-13757,0.61773735
sympy__sympy-13798,2.6911764
sympy__sympy-13852,6.9308662
sympy__sympy-13877,1.0920593
sympy__sympy-13878,0.34448618
sympy__sympy-13974,2.258858
sympy__sympy-14248,6.924349
sympy__sympy-14531,-0.2859474
sympy__sympy-14711,-1.3556014
sympy__sympy-14976,0.1558877
sympy__sympy-15017,0.60544467
sympy__sympy-15345,0.6863732
sympy__sympy-15349,-0.83953077
sympy__sympy-15599,1.7834699
sympy__sympy-15809,-0.17760547
sympy__sympy-15875,0.03472009
sympy__sympy-15976,1.9300479
sympy__sympy-16450,-1.4468564
sympy__sympy-16597,6.917805
sympy__sympy-16766,-2.9917538
sympy__sympy-16792,0.025433624
sympy__sympy-16886,-2.2539742
sympy__sympy-17139,-0.47012493
sympy__sympy-17318,2.7005458
sympy__sympy-17630,6.9596543
sympy__sympy-17655,-0.48919928
sympy__sympy-18189,-0.76760674
sympy__sympy-18199,6.938705
sympy__sympy-18211,0.42339122
sympy__sympy-18698,1.6657844
sympy__sympy-18763,0.08941455
sympy__sympy-19040,2.078687
sympy__sympy-19346,-1.1722623
sympy__sympy-19495,0.0324339
sympy__sympy-19637,-1.9341002
sympy__sympy-19783,0.4881901
sympy__sympy-19954,-1.173755
sympy__sympy-20154,-1.0788124
sympy__sympy-20428,6.964787
sympy__sympy-20438,6.932353
sympy__sympy-20590,0.5458382
sympy__sympy-20801,-0.5532366
sympy__sympy-20916,2.9920607
sympy__sympy-21379,0.69395673
sympy__sympy-21596,6.9437857
sympy__sympy-21612,4.132008
sympy__sympy-21847,-1.4652508
sympy__sympy-21930,6.9340386
sympy__sympy-22080,4.1280894
sympy__sympy-22456,-0.7641945
sympy__sympy-22714,-1.0802248
sympy__sympy-22914,-2.240352
sympy__sympy-23262,-0.22692044
sympy__sympy-23413,2.243175
sympy__sympy-23534,-1.6797659
sympy__sympy-23824,-1.3423042
sympy__sympy-23950,-0.77479285
sympy__sympy-24066,-0.8359532
sympy__sympy-24213,-2.4742208
sympy__sympy-24443,-1.92315
sympy__sympy-24539,-2.2498567
sympy__sympy-24562,0.75594497
sympy__sympy-24661,-0.9087783
