task_id,beta
django__django-14238,-1.6690522
django__django-14311,0.7050522
django__django-14315,3.4464457
django__django-14349,-1.5667334
django__django-14351,0.6280436
django__django-14373,-6.9591255
django__django-14376,1.9250003
django__django-14404,1.0892543
django__django-14434,-0.49056193
django__django-14493,-1.2431537
django__django-14500,-0.85133916
django__django-14534,3.003584
django__django-14539,-1.5651077
django__django-14559,-0.83619434
django__django-14580,0.4268312
django__django-14608,-0.84269667
django__django-14631,0.83737487
django__django-14672,-2.252327
django__django-14725,3.4310927
django__django-14752,-3.0087147
django__django-14765,-3.0130954
django__django-14771,0.091006994
django__django-14787,-1.4504586
django__django-14792,6.960968
django__django-14855,-4.12945
django__django-14915,-2.684944
django__django-14999,-0.23078856
django__django-15022,-0.1574495
django__django-15037,0.35440645
django__django-15098,4.1491256
django__django-15103,-0.5117443
django__django-15104,-4.1255817
django__django-15127,1.800588
django__django-15128,0.098440744
django__django-15161,0.41959378
django__django-15252,6.9390383
django__django-15268,0.5588287
django__django-15277,-3.4202187
django__django-15278,-0.86216134
django__django-15280,4.13418
django__django-15315,-2.0811775
django__django-15368,-2.467214
django__django-15375,0.64106625
django__django-15380,-1.0067862
django__django-15382,-0.22876523
django__django-15467,-4.124844
django__django-15499,-1.4401503
django__django-15503,2.2685316
django__django-15525,-0.027285969
django__django-15554,2.076083
django__django-15561,-1.0762959
django__django-15563,2.0960572
django__django-15569,-2.4555044
django__django-15572,-1.2337488
django__django-15629,6.961491
django__django-15695,3.4365163
django__django-15731,-2.2542377
django__django-15732,2.4770136
django__django-15741,-2.2576203
django__django-15814,-0.8347814
django__django-15851,-2.0842648
django__django-15863,-1.0207973
django__django-15916,0.83554035
django__django-15930,-0.097313076
django__django-15957,6.932607
django__django-15973,6.9469852
django__django-15987,-1.0045816
django__django-16032,0.21180604
django__django-16082,-0.22534148
django__django-16100,-0.5643403
django__django-16116,-0.91960174
django__django-16136,-0.77761483
django__django-16139,-2.990978
django__django-16145,-1.6709946
django__django-16255,-3.419631
django__django-16256,6.9419303
django__django-16263,6.9713216
django__django-16315,0.92886704
django__django-16333,-2.9868338
django__django-16429,-2.9988556
django__django-16454,1.1871184
django__django-16485,-1.9250466
django__django-16493,-1.8037694
django__django-16502,6.9558396
django__django-16527,-6.941363
django__django-16560,1.6789151
django__django-16569,-3.4260876
django__django-16595,-2.455776
django__django-16612,-1.5449071
django__django-16631,6.9329414
django__django-16642,-0.4874254
django__django-16661,0.18448177
django__django-16662,-1.6767449
django__django-16667,6.9544883
django__django-16801,-2.696786
django__django-16819,-0.93482697
django__django-16877,0.36156666
django__django-16899,-1.0834621
django__django-16901,-0.83662283
django__django-16938,1.8183419
django__django-16950,2.2587585
django__django-17029,-2.4731407
django__django-17084,1.0891811
django__django-17087,-0.35266742
django__django-7530,-1.5728716
django__django-9296,-2.7006748
matplotlib__matplotlib-13989,-1.0845236
matplotlib__matplotlib-14623,0.8436247
matplotlib__matplotlib-20488,2.2661145
matplotlib__matplotlib-20676,1.5553967
matplotlib__matplotlib-20826,0.9857284
matplotlib__matplotlib-20859,-0.6177564
matplotlib__matplotlib-21568,6.9285545
matplotlib__matplotlib-22719,-2.4564657
matplotlib__matplotlib-22865,0.8593701
matplotlib__matplotlib-22871,0.83289176
matplotlib__matplotlib-23299,2.7137856
matplotlib__matplotlib-23314,-0.6366364
matplotlib__matplotlib-23412,-1.0108376
matplotlib__matplotlib-23476,6.9477763
matplotlib__matplotlib-24026,-1.2585458
matplotlib__matplotlib-24149,-0.9939861
matplotlib__matplotlib-24177,4.1338663
matplotlib__matplotlib-24570,-1.0132214
matplotlib__matplotlib-24627,0.0129938675
matplotlib__matplotlib-24637,-0.10001726
matplotlib__matplotlib-24870,6.9377875
matplotlib__matplotlib-24970,-1.455906
matplotlib__matplotlib-25122,-1.562323
matplotlib__matplotlib-25287,-1.5565606
matplotlib__matplotlib-25311,0.4187499
matplotlib__matplotlib-25332,0.044108115
matplotlib__matplotlib-25479,6.943683
matplotlib__matplotlib-25775,0.29405755
matplotlib__matplotlib-25960,3.4386115
matplotlib__matplotlib-26113,-1.7934864
matplotlib__matplotlib-26208,4.139104
matplotlib__matplotlib-26291,0.1046042
matplotlib__matplotlib-26342,-0.93856514
matplotlib__matplotlib-26466,6.9482446
mwaskom__seaborn-3069,1.1518421
mwaskom__seaborn-3187,2.4543836
pallets__flask-5014,-2.6888378
psf__requests-1142,-0.23040894
psf__requests-1724,-0.62336737
psf__requests-1766,-1.1601512
psf__requests-1921,-0.22332634
psf__requests-2317,-0.70095235
psf__requests-2931,1.1684606
psf__requests-5414,0.08560928
psf__requests-6028,4.1413054
pydata__xarray-2905,-0.22690965
pydata__xarray-3095,0.15745057
pydata__xarray-3151,-0.84140456
pydata__xarray-3305,-0.7680035
pydata__xarray-3677,-2.2557445
pydata__xarray-3993,0.49199033
pydata__xarray-4075,-3.0013359
pydata__xarray-4094,0.4137159
pydata__xarray-4356,-1.6775022
pydata__xarray-4629,-4.1248007
pydata__xarray-4687,1.8040746
pydata__xarray-4695,0.48274174
pydata__xarray-4966,-1.6739404
pydata__xarray-6461,-0.9278136
pydata__xarray-6599,0.76793444
pydata__xarray-6721,0.09204765
pydata__xarray-6744,0.2842811
pydata__xarray-6938,2.7240639
pydata__xarray-6992,6.934283
pydata__xarray-7229,6.9527373
pydata__xarray-7233,-1.3417234
pydata__xarray-7393,0.46391088
pylint-dev__pylint-4551,6.944474
pylint-dev__pylint-4604,6.9465356
pylint-dev__pylint-4661,6.9385605
pylint-dev__pylint-4970,1.4566774
pylint-dev__pylint-6386,1.4712006
pylint-dev__pylint-6528,0.62789744
pylint-dev__pylint-6903,-6.934876
pylint-dev__pylint-7080,1.685559
pylint-dev__pylint-7277,-1.3463888
pylint-dev__pylint-8898,2.0787437
pytest-dev__pytest-10051,1.3733802
pytest-dev__pytest-10081,-0.75656503
pytest-dev__pytest-10356,6.9508224
pytest-dev__pytest-5262,-0.61424345
pytest-dev__pytest-5631,-0.92457795
pytest-dev__pytest-5787,1.5770248
pytest-dev__pytest-5809,-4.1250224
pytest-dev__pytest-5840,6.9437537
pytest-dev__pytest-6197,1.8148465
pytest-dev__pytest-6202,-4.1367903
pytest-dev__pytest-7205,-1.1743972
pytest-dev__pytest-7236,-0.30750117
pytest-dev__pytest-7324,1.4744614
pytest-dev__pytest-7432,-0.66503644
pytest-dev__pytest-7490,0.316737
pytest-dev__pytest-7521,-0.23206414
pytest-dev__pytest-7571,-1.2612739
pytest-dev__pytest-7982,-2.0884807
pytest-dev__pytest-8399,-2.256657
scikit-learn__scikit-learn-10297,-3.0055678
scikit-learn__scikit-learn-10844,-6.9372034
scikit-learn__scikit-learn-10908,0.4884328
scikit-learn__scikit-learn-11310,-1.4556879
scikit-learn__scikit-learn-11578,-2.7329624
scikit-learn__scikit-learn-12585,-4.125208
scikit-learn__scikit-learn-12682,0.26502112
scikit-learn__scikit-learn-12973,-0.7797555
scikit-learn__scikit-learn-13124,0.2095745
scikit-learn__scikit-learn-13135,-1.254105
scikit-learn__scikit-learn-13142,-1.1761904
scikit-learn__scikit-learn-13328,-1.9387649
scikit-learn__scikit-learn-13439,-1.944062
scikit-learn__scikit-learn-13496,-1.6844594
scikit-learn__scikit-learn-13779,-1.6726439
scikit-learn__scikit-learn-14053,-1.7977781
scikit-learn__scikit-learn-14087,0.49703464
scikit-learn__scikit-learn-14141,-2.4650521
scikit-learn__scikit-learn-14496,-4.1395793
scikit-learn__scikit-learn-14629,2.0851533
scikit-learn__scikit-learn-14710,-1.0045103
scikit-learn__scikit-learn-14894,-2.996313
scikit-learn__scikit-learn-14983,1.0769513
scikit-learn__scikit-learn-15100,-2.248404
scikit-learn__scikit-learn-25102,0.992456
scikit-learn__scikit-learn-25232,-0.56917435
scikit-learn__scikit-learn-25747,1.5454639
scikit-learn__scikit-learn-25931,-0.62957096
scikit-learn__scikit-learn-25973,-0.3742537
scikit-learn__scikit-learn-26194,3.0051074
scikit-learn__scikit-learn-26323,-0.9212918
scikit-learn__scikit-learn-9288,-0.774063
sphinx-doc__sphinx-10323,0.85343826
sphinx-doc__sphinx-10435,4.142331
sphinx-doc__sphinx-10449,0.49488783
sphinx-doc__sphinx-10466,-0.9296034
sphinx-doc__sphinx-10614,3.4260278
sphinx-doc__sphinx-10673,0.2246106
sphinx-doc__sphinx-11445,0.8580594
sphinx-doc__sphinx-11510,6.9525633
sphinx-doc__sphinx-7440,-0.6966512
sphinx-doc__sphinx-7454,0.65378463
sphinx-doc__sphinx-7462,6.9382114
sphinx-doc__sphinx-7590,6.9354067
sphinx-doc__sphinx-7748,6.957868
sphinx-doc__sphinx-7757,0.55102634
sphinx-doc__sphinx-7889,-0.56087464
sphinx-doc__sphinx-7910,-0.3045645
sphinx-doc__sphinx-7985,3.4320002
sphinx-doc__sphinx-8035,0.28151146
sphinx-doc__sphinx-8056,2.0672085
sphinx-doc__sphinx-8120,-0.42137817
sphinx-doc__sphinx-8265,3.0019906
sphinx-doc__sphinx-8269,-0.7678157
sphinx-doc__sphinx-8459,0.41216227
sphinx-doc__sphinx-8475,-0.94083244
sphinx-doc__sphinx-8548,3.4311993
sphinx-doc__sphinx-8551,1.3648612
sphinx-doc__sphinx-8593,0.6189315
sphinx-doc__sphinx-8595,-1.3597952
sphinx-doc__sphinx-8621,1.3522596
sphinx-doc__sphinx-8638,3.4278934
sphinx-doc__sphinx-8721,-1.7918133
sphinx-doc__sphinx-9229,6.9328036
sphinx-doc__sphinx-9230,1.2641735
sphinx-doc__sphinx-9258,1.2690644
sphinx-doc__sphinx-9281,-0.40433756
sphinx-doc__sphinx-9320,-1.8186845
sphinx-doc__sphinx-9367,-1.6712157
sphinx-doc__sphinx-9461,6.9590273
sphinx-doc__sphinx-9591,1.5519263
sphinx-doc__sphinx-9602,3.4619012
sphinx-doc__sphinx-9658,1.0917183
sphinx-doc__sphinx-9673,0.10601166
sphinx-doc__sphinx-9698,-1.1568161
sphinx-doc__sphinx-9711,-1.339797
sympy__sympy-11618,-1.2567325
sympy__sympy-12096,-2.7053132
sympy__sympy-12419,0.28532958
sympy__sympy-12481,-0.67652565
sympy__sympy-12489,3.4308162
sympy__sympy-13031,1.0860503
sympy__sympy-13091,2.0834463
sympy__sympy-13372,-1.3695801
sympy__sympy-13480,-3.425382
sympy__sympy-13551,0.83144885
sympy__sympy-13615,0.9877734
sympy__sympy-13647,-1.4450077
sympy__sympy-13757,0.6131649
sympy__sympy-13798,2.6876006
sympy__sympy-13852,6.9473968
sympy__sympy-13877,1.0824354
sympy__sympy-13878,0.34393966
sympy__sympy-13974,2.2723444
sympy__sympy-14248,6.9372363
sympy__sympy-14531,-0.29792812
sympy__sympy-14711,-1.353034
sympy__sympy-14976,0.15989454
sympy__sympy-15017,0.61947244
sympy__sympy-15345,0.6788765
sympy__sympy-15349,-0.8351916
sympy__sympy-15599,1.7947612
sympy__sympy-15809,-0.1681417
sympy__sympy-15875,0.040736414
sympy__sympy-15976,1.9279072
sympy__sympy-16450,-1.4558973
sympy__sympy-16597,6.9635468
sympy__sympy-16766,-2.9885375
sympy__sympy-16792,0.032944687
sympy__sympy-16886,-2.251125
sympy__sympy-17139,-0.48186356
sympy__sympy-17318,2.710189
sympy__sympy-17630,6.9477973
sympy__sympy-17655,-0.47965246
sympy__sympy-18189,-0.772521
sympy__sympy-18199,6.9393764
sympy__sympy-18211,0.43136072
sympy__sympy-18698,1.6752075
sympy__sympy-18763,0.09699831
sympy__sympy-19040,2.0670881
sympy__sympy-19346,-1.1703726
sympy__sympy-19495,0.021909185
sympy__sympy-19637,-1.9355204
sympy__sympy-19783,0.49189976
sympy__sympy-19954,-1.1725315
sympy__sympy-20154,-1.0679111
sympy__sympy-20428,6.9335036
sympy__sympy-20438,6.9399567
sympy__sympy-20590,0.5539748
sympy__sympy-20801,-0.5902581
sympy__sympy-20916,2.9901247
sympy__sympy-21379,0.6987665
sympy__sympy-21596,6.9535065
sympy__sympy-21612,4.1490846
sympy__sympy-21847,-1.4561431
sympy__sympy-21930,6.9260345
sympy__sympy-22080,4.1369953
sympy__sympy-22456,-0.78081733
sympy__sympy-22714,-1.0790861
sympy__sympy-22914,-2.2501822
sympy__sympy-23262,-0.22535557
sympy__sympy-23413,2.2307532
sympy__sympy-23534,-1.6759534
sympy__sympy-23824,-1.3373393
sympy__sympy-23950,-0.7815394
sympy__sympy-24066,-0.8426198
sympy__sympy-24213,-2.4540017
sympy__sympy-24443,-1.9253448
sympy__sympy-24539,-2.2521377
sympy__sympy-24562,0.7639511
sympy__sympy-24661,-0.924311
