instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id
sphinx-doc__sphinx-7757,1,5,4,3,3,2,0,4,5,4,2,1,4,1,1,3,3,2,3,3,2026-03-08T00:24:24.878656,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7757
django__django-15973,1,4,4,4,3,4,0,5,5,4,3,2,5,1,2,3,4,2,1,3,2026-03-08T00:22:43.375195,claude-opus-4-6,anthropic,django__django-15973
sphinx-doc__sphinx-8621,2,5,3,3,3,2,0,5,5,4,2,1,5,1,2,3,3,3,1,2,2026-03-08T00:24:32.442708,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8621
matplotlib__matplotlib-13989,1,5,4,3,2,2,0,5,5,4,2,1,5,1,2,1,2,1,1,3,2026-03-08T00:23:05.731097,claude-opus-4-6,anthropic,matplotlib__matplotlib-13989
sphinx-doc__sphinx-9698,1,5,4,2,3,2,0,4,5,5,2,1,5,1,2,2,3,1,1,1,2026-03-08T00:24:41.390046,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9698
sympy__sympy-12096,3,5,4,2,2,2,1,4,5,4,2,1,5,1,2,1,1,1,1,2,2026-03-08T00:24:43.279435,claude-opus-4-6,anthropic,sympy__sympy-12096
django__django-15375,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,2,2,2,3,2026-03-08T00:22:30.924990,claude-opus-4-6,anthropic,django__django-15375
pydata__xarray-6938,1,4,4,3,2,2,1,4,5,5,3,1,5,1,2,2,2,1,3,3,2026-03-08T00:23:43.847717,claude-opus-4-6,anthropic,pydata__xarray-6938
sympy__sympy-16597,1,4,4,3,2,3,0,4,5,4,2,2,4,1,3,4,2,4,4,5,2026-03-08T00:25:00.535709,claude-opus-4-6,anthropic,sympy__sympy-16597
astropy__astropy-7336,2,5,3,2,1,1,1,5,5,4,1,1,5,1,1,2,2,2,1,2,2026-03-08T00:20:50.303416,claude-opus-4-6,anthropic,astropy__astropy-7336
django__django-14122,2,4,4,3,3,3,0,3,2,4,3,2,3,1,3,1,3,1,2,4,2026-03-08T00:22:06.991775,claude-opus-4-6,anthropic,django__django-14122
django__django-7530,2,4,4,3,3,4,0,4,2,4,2,2,3,1,2,3,4,2,1,2,2026-03-08T00:23:05.452878,claude-opus-4-6,anthropic,django__django-7530
django__django-11265,2,4,5,4,3,3,0,5,5,3,3,2,4,1,3,1,3,1,3,4,2026-03-08T00:21:12.789131,claude-opus-4-6,anthropic,django__django-11265
psf__requests-1766,2,4,4,2,2,3,1,4,3,5,1,1,4,1,3,1,2,1,1,1,2026-03-08T00:23:28.280551,claude-opus-4-6,anthropic,psf__requests-1766
matplotlib__matplotlib-25287,3,5,3,2,1,2,1,5,5,5,1,1,5,1,2,3,2,3,1,2,2026-03-08T00:23:20.733257,claude-opus-4-6,anthropic,matplotlib__matplotlib-25287
pydata__xarray-3151,1,5,4,3,3,2,0,5,5,4,2,1,5,1,2,2,3,2,2,3,2026-03-08T00:23:37.533558,claude-opus-4-6,anthropic,pydata__xarray-3151
django__django-16631,2,4,4,3,3,3,0,4,3,4,1,2,4,1,3,3,4,3,3,4,2026-03-08T00:22:59.963562,claude-opus-4-6,anthropic,django__django-16631
sympy__sympy-18199,2,5,3,2,2,2,1,4,5,4,1,1,4,1,3,4,3,4,4,4,2026-03-08T00:25:04.203057,claude-opus-4-6,anthropic,sympy__sympy-18199
pydata__xarray-4695,1,5,4,3,3,2,1,4,5,4,2,1,4,1,2,2,2,2,1,2,2026-03-08T00:23:38.415393,claude-opus-4-6,anthropic,pydata__xarray-4695
pytest-dev__pytest-5631,3,5,3,2,2,2,1,5,4,4,1,1,5,1,1,2,3,2,2,2,2026-03-08T00:23:54.207156,claude-opus-4-6,anthropic,pytest-dev__pytest-5631
sphinx-doc__sphinx-9230,1,4,4,3,3,3,0,4,4,5,3,1,4,1,2,2,4,2,1,2,2026-03-08T00:24:36.480597,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9230
django__django-16667,2,5,3,2,1,2,1,5,5,3,1,1,5,1,1,3,2,3,1,2,2026-03-08T00:23:03.136558,claude-opus-4-6,anthropic,django__django-16667
django__django-14089,3,5,2,1,1,1,1,4,3,5,1,1,4,1,1,2,2,1,1,1,2026-03-08T00:22:06.725206,claude-opus-4-6,anthropic,django__django-14089
django__django-15732,1,3,4,3,3,4,0,4,3,4,3,2,3,1,2,3,4,3,4,4,2026-03-08T00:22:40.857573,claude-opus-4-6,anthropic,django__django-15732
sympy__sympy-13852,2,4,5,3,3,3,0,4,5,5,3,1,4,1,3,4,3,4,3,3,2026-03-08T00:24:53.283431,claude-opus-4-6,anthropic,sympy__sympy-13852
django__django-12262,2,5,4,3,3,2,0,5,5,4,2,1,4,1,2,4,2,4,1,3,2026-03-08T00:21:26.442439,claude-opus-4-6,anthropic,django__django-12262
django__django-13023,2,4,3,2,1,2,1,4,3,5,1,1,3,1,1,4,3,4,1,1,2026-03-08T00:21:37.644578,claude-opus-4-6,anthropic,django__django-13023
django__django-16333,3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,2,3,1,1,2,2026-03-08T00:22:52.147078,claude-opus-4-6,anthropic,django__django-16333
sympy__sympy-13757,1,5,4,3,2,2,1,4,5,4,2,1,5,1,3,3,2,3,1,3,2026-03-08T00:24:51.747369,claude-opus-4-6,anthropic,sympy__sympy-13757
pylint-dev__pylint-6528,1,5,4,3,2,3,0,4,5,5,2,1,5,1,2,4,3,3,3,3,2026-03-08T00:23:47.377469,claude-opus-4-6,anthropic,pylint-dev__pylint-6528
sphinx-doc__sphinx-9461,1,4,4,4,4,3,0,4,4,4,4,3,4,1,2,3,4,2,4,4,2026-03-08T00:24:50.381207,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9461
django__django-14725,1,3,4,3,3,3,0,2,2,3,2,2,2,1,2,4,3,4,2,3,2026-03-08T00:22:19.729648,claude-opus-4-6,anthropic,django__django-14725
sphinx-doc__sphinx-11445,1,5,4,4,3,3,0,4,5,4,3,2,5,1,3,4,3,4,2,3,2026-03-08T00:24:22.099588,claude-opus-4-6,anthropic,sphinx-doc__sphinx-11445
astropy__astropy-14096,1,5,4,3,3,2,1,5,5,4,3,1,5,1,3,1,2,1,1,3,2026-03-08T00:20:50.237073,claude-opus-4-6,anthropic,astropy__astropy-14096
astropy__astropy-14995,1,5,4,3,2,2,1,5,5,4,2,1,5,1,2,4,3,4,1,3,2026-03-08T00:20:49.807222,claude-opus-4-6,anthropic,astropy__astropy-14995
django__django-15499,2,4,4,3,2,2,1,3,2,5,2,1,3,1,1,2,2,1,1,2,2026-03-08T00:22:33.119991,claude-opus-4-6,anthropic,django__django-15499
django__django-15525,1,4,4,4,3,4,0,5,5,4,3,2,5,1,2,2,3,1,1,3,2026-03-08T00:22:38.040527,claude-opus-4-6,anthropic,django__django-15525
matplotlib__matplotlib-25479,2,5,4,3,3,2,0,5,5,4,2,2,5,1,3,3,3,2,3,3,2026-03-08T00:23:23.014741,claude-opus-4-6,anthropic,matplotlib__matplotlib-25479
sphinx-doc__sphinx-8548,1,3,4,3,3,4,0,3,2,3,3,2,2,1,3,3,3,3,3,4,2026-03-08T00:24:30.667494,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8548
django__django-13449,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,2,3,1,3,3,2026-03-08T00:21:49.199277,claude-opus-4-6,anthropic,django__django-13449
django__django-15572,2,5,3,2,2,2,1,5,4,5,1,1,5,1,1,2,2,2,1,2,2026-03-08T00:22:38.688046,claude-opus-4-6,anthropic,django__django-15572
django__django-16145,2,5,3,2,2,2,1,4,5,5,1,1,4,1,1,2,4,1,2,2,2026-03-08T00:22:50.740886,claude-opus-4-6,anthropic,django__django-16145
django__django-11815,3,5,4,3,3,3,0,4,4,5,2,2,4,1,3,4,3,4,1,2,2026-03-08T00:21:22.418866,claude-opus-4-6,anthropic,django__django-11815
sympy__sympy-17630,2,5,4,3,2,2,0,5,5,4,2,1,5,1,2,3,3,3,2,4,2026-03-08T00:25:03.773689,claude-opus-4-6,anthropic,sympy__sympy-17630
pytest-dev__pytest-10356,2,4,4,3,3,2,0,4,5,4,3,2,4,1,3,2,3,2,3,3,2026-03-08T00:23:50.965934,claude-opus-4-6,anthropic,pytest-dev__pytest-10356
django__django-10880,2,4,4,2,2,2,1,4,3,4,1,1,3,1,1,1,2,1,1,2,2026-03-08T00:21:00.674977,claude-opus-4-6,anthropic,django__django-10880
django__django-11141,3,5,4,2,2,3,1,4,3,5,1,2,4,1,2,2,2,1,3,3,2026-03-08T00:21:00.755534,claude-opus-4-6,anthropic,django__django-11141
matplotlib__matplotlib-24970,2,5,3,3,2,2,1,5,5,4,2,1,5,1,2,3,2,3,3,3,2026-03-08T00:23:19.908273,claude-opus-4-6,anthropic,matplotlib__matplotlib-24970
sympy__sympy-13798,2,4,3,2,2,2,1,3,4,5,1,1,4,1,2,3,2,2,3,2,2026-03-08T00:24:51.908141,claude-opus-4-6,anthropic,sympy__sympy-13798
scikit-learn__scikit-learn-26194,2,4,3,2,2,2,1,5,5,3,1,1,5,1,3,3,2,2,1,2,2026-03-08T00:24:18.129668,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-26194
matplotlib__matplotlib-24570,2,5,4,2,2,3,1,4,5,5,2,1,4,1,3,4,3,3,1,2,2026-03-08T00:23:15.954629,claude-opus-4-6,anthropic,matplotlib__matplotlib-24570
sphinx-doc__sphinx-10673,1,4,4,3,3,3,0,5,5,3,3,2,4,1,3,2,4,1,4,4,2026-03-08T00:24:20.198432,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10673
django__django-14752,3,5,3,1,1,2,1,4,5,5,1,1,5,1,1,2,3,1,1,2,2026-03-08T00:22:21.151093,claude-opus-4-6,anthropic,django__django-14752
matplotlib__matplotlib-24177,1,4,4,3,3,3,0,4,5,4,3,1,4,1,2,2,3,2,1,4,2026-03-08T00:23:16.356481,claude-opus-4-6,anthropic,matplotlib__matplotlib-24177
django__django-16082,2,3,4,2,2,3,1,3,2,4,2,1,2,1,2,3,3,3,1,2,2026-03-08T00:22:47.393126,claude-opus-4-6,anthropic,django__django-16082
sympy__sympy-22456,2,4,4,3,3,2,0,4,4,5,2,1,3,1,3,1,1,1,3,3,2026-03-08T00:25:15.825439,claude-opus-4-6,anthropic,sympy__sympy-22456
django__django-13516,1,3,4,3,3,3,1,3,3,4,2,1,3,1,2,2,3,1,1,2,2026-03-08T00:21:50.303551,claude-opus-4-6,anthropic,django__django-13516
matplotlib__matplotlib-22871,1,5,4,3,3,3,0,4,5,4,3,1,5,1,2,2,3,2,2,3,2026-03-08T00:23:13.190291,claude-opus-4-6,anthropic,matplotlib__matplotlib-22871
matplotlib__matplotlib-23299,1,4,4,4,4,3,0,5,5,4,3,2,5,1,3,2,2,1,2,4,2026-03-08T00:23:13.827319,claude-opus-4-6,anthropic,matplotlib__matplotlib-23299
django__django-14007,1,5,4,3,3,3,0,4,5,5,3,2,4,1,3,3,2,2,3,4,2026-03-08T00:22:00.427568,claude-opus-4-6,anthropic,django__django-14007
django__django-16485,1,5,3,2,2,2,1,5,5,3,2,1,4,1,1,2,1,2,1,2,2026-03-08T00:22:52.130014,claude-opus-4-6,anthropic,django__django-16485
matplotlib__matplotlib-22719,2,4,4,3,3,2,0,5,5,3,2,2,5,1,2,1,1,2,1,2,2026-03-08T00:23:12.362447,claude-opus-4-6,anthropic,matplotlib__matplotlib-22719
django__django-16256,3,5,4,2,2,3,1,4,3,5,1,2,5,1,2,4,3,3,2,3,2026-03-08T00:22:50.808732,claude-opus-4-6,anthropic,django__django-16256
django__django-14011,2,4,4,4,3,5,1,4,4,4,3,2,4,1,2,3,4,2,3,4,2026-03-08T00:22:04.642723,claude-opus-4-6,anthropic,django__django-14011
django__django-15315,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:22:31.153884,claude-opus-4-6,anthropic,django__django-15315
pytest-dev__pytest-6197,1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,3,3,3,4,2026-03-08T00:23:56.711886,claude-opus-4-6,anthropic,pytest-dev__pytest-6197
django__django-16493,2,5,4,3,3,3,0,5,5,5,1,1,5,1,2,2,2,2,2,3,2026-03-08T00:22:52.622619,claude-opus-4-6,anthropic,django__django-16493
django__django-14787,1,3,4,3,3,2,1,4,4,3,3,1,3,1,2,2,3,1,1,3,2026-03-08T00:22:19.259696,claude-opus-4-6,anthropic,django__django-14787
django__django-13279,2,3,4,3,3,3,0,3,2,3,3,2,3,1,3,3,3,2,2,3,2026-03-08T00:21:50.749478,claude-opus-4-6,anthropic,django__django-13279
django__django-12741,3,5,4,2,2,3,1,4,3,5,1,3,4,1,3,2,3,1,1,2,2026-03-08T00:21:36.747149,claude-opus-4-6,anthropic,django__django-12741
django__django-15987,2,4,3,2,2,2,1,4,3,4,1,1,3,1,1,2,3,2,1,2,2026-03-08T00:22:44.321685,claude-opus-4-6,anthropic,django__django-15987
sympy__sympy-13480,3,5,2,1,1,1,1,5,5,3,1,1,5,1,1,2,1,2,1,1,2026-03-08T00:24:48.884780,claude-opus-4-6,anthropic,sympy__sympy-13480
astropy__astropy-7166,2,4,3,2,3,2,1,4,2,4,1,1,3,1,2,2,2,1,1,2,2026-03-08T00:20:49.524316,claude-opus-4-6,anthropic,astropy__astropy-7166
sympy__sympy-17139,2,5,3,2,2,2,1,5,5,3,2,1,5,1,2,3,2,3,1,2,2026-03-08T00:25:03.950249,claude-opus-4-6,anthropic,sympy__sympy-17139
django__django-15467,3,5,3,2,1,2,1,5,4,5,1,1,5,1,2,2,3,1,1,2,2026-03-08T00:22:33.752245,claude-opus-4-6,anthropic,django__django-15467
django__django-15037,2,4,4,3,3,4,0,4,4,4,2,2,3,1,2,2,2,1,2,3,2026-03-08T00:22:20.676423,claude-opus-4-6,anthropic,django__django-15037
sphinx-doc__sphinx-7985,1,4,4,3,3,3,0,4,5,3,3,2,4,0,3,3,3,2,2,3,2026-03-08T00:24:27.502503,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7985
astropy__astropy-13579,1,5,5,4,4,3,0,4,5,5,4,2,5,0,3,2,3,1,2,3,2026-03-08T00:20:50.156522,claude-opus-4-6,anthropic,astropy__astropy-13579
pytest-dev__pytest-7324,1,3,4,3,4,3,0,5,5,3,3,1,3,1,2,2,1,3,2,3,2026-03-08T00:23:56.360478,claude-opus-4-6,anthropic,pytest-dev__pytest-7324
sympy__sympy-13091,3,5,3,3,2,3,1,4,4,5,2,3,4,1,4,5,3,5,3,5,2026-03-08T00:24:45.938698,claude-opus-4-6,anthropic,sympy__sympy-13091
scikit-learn__scikit-learn-13496,3,5,3,1,1,2,1,3,4,5,1,1,5,1,2,2,2,1,1,2,2026-03-08T00:24:07.706653,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13496
pydata__xarray-4094,0,4,4,3,3,2,0,4,5,4,3,1,5,1,2,2,2,2,1,2,2026-03-08T00:23:36.747642,claude-opus-4-6,anthropic,pydata__xarray-4094
django__django-16877,2,4,3,2,2,2,1,3,3,4,1,2,3,1,2,4,3,3,1,2,2026-03-08T00:23:03.105463,claude-opus-4-6,anthropic,django__django-16877
matplotlib__matplotlib-25311,1,4,4,3,3,2,1,4,5,4,3,2,4,1,2,3,3,2,2,3,2026-03-08T00:23:21.461062,claude-opus-4-6,anthropic,matplotlib__matplotlib-25311
scikit-learn__scikit-learn-25232,2,5,3,2,1,2,1,4,3,4,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:24:14.927004,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25232
pytest-dev__pytest-7236,1,5,4,3,3,2,0,5,5,5,3,2,5,1,2,3,4,3,3,4,2026-03-08T00:23:56.828437,claude-opus-4-6,anthropic,pytest-dev__pytest-7236
pydata__xarray-3993,2,5,3,2,2,2,1,4,5,5,1,2,4,1,3,2,2,2,2,2,2026-03-08T00:23:34.198710,claude-opus-4-6,anthropic,pydata__xarray-3993
django__django-15563,1,5,4,4,4,3,0,5,5,5,3,2,5,0,3,3,2,2,4,4,2026-03-08T00:22:38.493420,claude-opus-4-6,anthropic,django__django-15563
sympy__sympy-13615,1,5,4,3,3,2,0,4,5,4,3,1,4,1,3,1,2,1,3,3,2026-03-08T00:24:49.291874,claude-opus-4-6,anthropic,sympy__sympy-13615
pydata__xarray-6744,1,5,4,3,3,2,0,5,5,5,2,1,4,1,3,4,3,3,3,3,2026-03-08T00:23:40.117413,claude-opus-4-6,anthropic,pydata__xarray-6744
sphinx-doc__sphinx-7454,1,5,4,3,3,3,0,5,5,5,3,2,5,1,2,2,3,2,1,2,2026-03-08T00:24:22.054692,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7454
matplotlib__matplotlib-23314,0,4,4,3,3,3,0,3,5,4,3,2,4,1,2,2,2,1,1,2,2026-03-08T00:23:15.011964,claude-opus-4-6,anthropic,matplotlib__matplotlib-23314
scikit-learn__scikit-learn-12585,3,5,3,2,3,2,1,5,5,4,1,1,5,1,2,2,1,1,1,2,2026-03-08T00:24:04.244075,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12585
pylint-dev__pylint-6903,3,5,2,2,1,2,1,5,4,5,1,1,5,1,1,2,4,2,1,1,2026-03-08T00:23:49.094215,claude-opus-4-6,anthropic,pylint-dev__pylint-6903
django__django-12273,1,4,4,4,3,2,0,4,5,4,3,2,4,1,2,3,3,3,2,4,2026-03-08T00:21:29.002283,claude-opus-4-6,anthropic,django__django-12273
sympy__sympy-12481,2,4,3,3,2,2,1,4,5,4,2,1,4,1,3,2,2,2,1,2,2026-03-08T00:24:43.032073,claude-opus-4-6,anthropic,sympy__sympy-12481
django__django-10999,3,5,2,2,1,2,1,5,4,5,1,1,5,1,2,4,2,4,3,2,2026-03-08T00:21:04.100566,claude-opus-4-6,anthropic,django__django-10999
matplotlib__matplotlib-26291,1,4,4,3,3,3,0,5,5,3,3,2,5,1,2,1,2,1,1,3,2026-03-08T00:23:24.115457,claude-opus-4-6,anthropic,matplotlib__matplotlib-26291
django__django-15277,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,3,4,1,2,2026-03-08T00:22:29.663444,claude-opus-4-6,anthropic,django__django-15277
sympy__sympy-13551,0,4,4,4,3,3,0,4,5,4,3,1,4,0,3,2,2,1,2,3,2026-03-08T00:24:48.684724,claude-opus-4-6,anthropic,sympy__sympy-13551
sympy__sympy-22914,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,1,2026-03-08T00:25:16.596449,claude-opus-4-6,anthropic,sympy__sympy-22914
django__django-13012,1,4,4,3,3,3,0,5,4,5,2,1,4,1,2,3,1,3,1,2,2026-03-08T00:21:34.893120,claude-opus-4-6,anthropic,django__django-13012
django__django-11490,2,4,4,3,3,2,0,4,5,4,3,1,4,1,2,2,2,1,1,3,2026-03-08T00:21:11.963392,claude-opus-4-6,anthropic,django__django-11490
sphinx-doc__sphinx-7462,1,5,4,3,3,2,0,5,5,3,2,1,5,1,1,3,3,2,2,2,2026-03-08T00:24:22.351441,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7462
django__django-16569,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,2,2,1,2,2026-03-08T00:22:55.256949,claude-opus-4-6,anthropic,django__django-16569
django__django-16139,3,5,3,2,2,3,1,5,4,5,1,1,5,1,2,2,3,2,1,2,2026-03-08T00:22:52.888191,claude-opus-4-6,anthropic,django__django-16139
sympy__sympy-21379,1,4,5,4,4,3,0,4,5,4,4,3,5,0,2,3,2,2,2,3,2026-03-08T00:25:14.051470,claude-opus-4-6,anthropic,sympy__sympy-21379
sympy__sympy-12419,1,5,4,4,3,2,0,4,5,5,3,2,4,1,2,3,3,2,2,3,2026-03-08T00:24:42.964311,claude-opus-4-6,anthropic,sympy__sympy-12419
django__django-14915,2,4,3,2,2,2,1,5,4,4,1,1,4,1,2,2,2,1,1,1,2026-03-08T00:22:21.183665,claude-opus-4-6,anthropic,django__django-14915
sphinx-doc__sphinx-8056,1,4,4,3,3,3,0,4,4,4,3,2,4,1,3,3,3,2,3,3,2026-03-08T00:24:31.238917,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8056
sympy__sympy-17318,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,3,3,2,3,2026-03-08T00:25:03.773168,claude-opus-4-6,anthropic,sympy__sympy-17318
pylint-dev__pylint-7277,3,5,2,2,2,3,1,4,5,5,1,1,5,1,2,4,3,4,2,2,2026-03-08T00:23:50.057610,claude-opus-4-6,anthropic,pylint-dev__pylint-7277
sympy__sympy-24213,1,5,4,3,3,2,0,5,5,4,2,1,5,1,2,2,3,1,1,3,2026-03-08T00:25:20.357446,claude-opus-4-6,anthropic,sympy__sympy-24213
matplotlib__matplotlib-25960,2,5,4,2,2,3,1,4,5,3,2,1,5,1,2,3,3,2,3,4,2026-03-08T00:23:23.030920,claude-opus-4-6,anthropic,matplotlib__matplotlib-25960
django__django-11740,1,4,4,3,3,3,0,4,4,4,3,2,4,1,2,2,3,1,2,3,2026-03-08T00:21:15.482865,claude-opus-4-6,anthropic,django__django-11740
sympy__sympy-20801,1,4,4,3,3,2,0,5,5,3,3,2,4,1,3,3,1,3,2,3,2026-03-08T00:25:20.458621,claude-opus-4-6,anthropic,sympy__sympy-20801
django__django-14493,3,5,3,1,1,2,1,5,5,4,1,1,5,1,1,2,3,2,1,2,2026-03-08T00:22:10.472183,claude-opus-4-6,anthropic,django__django-14493
