,theta,theta_std
20241202_amazon-q-developer-agent-20241202-dev,0.35944104194641113,0.0771503
20250120_Bracket,0.35140353441238403,0.07278477
20241108_devlo,0.2964199483394623,0.058794968
20250805_openhands-Qwen3-Coder-30B-A3B-Instruct,0.26324257254600525,0.08374011
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.2618817090988159,0.08551137
20241212_google_jules_gemini_2.0_flash_experimental,0.236591637134552,0.09732044
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.20496484637260437,0.069235414
20250804_codesweep_sweagent_kimi_k2_instruct,0.19526080787181854,0.073381305
20241125_enginelabs,0.15882180631160736,0.06662835
20250901_entroPO_R2E_QwenCoder30BA3B,0.15239334106445312,0.06001466
20241125_marscode-agent-dev,0.13457557559013367,0.08565232
20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.08766332268714905,0.08261399
20241022_tools_claude-3-5-sonnet-updated,0.07119911164045334,0.098511726
20241028_solver,0.04788857325911522,0.079302125
20250520_openhands_devstral_small,-0.039899565279483795,0.09378975
20241105_nfactorial,-0.059991076588630676,0.065654
20241025_composio_swekit,-0.07084205001592636,0.075282
20250616_Skywork-SWE-32B+TTS_Bo8,-0.0802980288863182,0.09109266
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.11837103962898254,0.08263646
20251110_frogmini-14b,-0.11884737759828568,0.06675194
20250528_patchpilot_Co-PatcheR,-0.12373721599578857,0.10354245
20241106_navie-2-gpt4o-sonnet,-0.15735328197479248,0.09110634
20241023_emergent,-0.20031532645225525,0.0774424
20240924_solver,-0.2655046582221985,0.09523164
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.26961925625801086,0.07782452
20240824_gru,-0.270083487033844,0.07947537
20250629_deepswerl_r2eagent,-0.2820129692554474,0.092937544
20240920_solver,-0.35628068447113037,0.084977254
20250511_sweagent_lm_32b,-0.37538230419158936,0.057543717
20250214_agentless_lite_o3_mini,-0.3942532241344452,0.0904938
20241016_composio_swekit,-0.3956500291824341,0.058393657
20250226_swerl_llama3_70b,-0.3956857919692993,0.08007444
20250806_SWE-Exp_DeepSeek-V3,-0.4626881182193756,0.06346531
20250527_amazon.nova-premier-v1.0,-0.4693632423877716,0.07876457
20241022_tools_claude-3-5-haiku,-0.4739505648612976,0.07320921
20241029_epam-ai-run-claude-3-5-sonnet,-0.4819295108318329,0.067272216
20241030_nfactorial,-0.49381405115127563,0.08716993
20250112_ugaiforge,-0.4999147057533264,0.087626055
20240820_honeycomb,-0.514207661151886,0.07946974
20241113_nebius-search-open-weight-models-11-24,-0.5182015299797058,0.06802612
20250725_sweagent_devstral_small_2507,-0.5640575289726257,0.07538425
20241028_agentless-1.5_gpt4o,-0.5652960538864136,0.07345934
20240628_autocoderover-v20240620,-0.5836160182952881,0.07398005
20250616_Skywork-SWE-32B,-0.6065265536308289,0.07974636
20240721_amazon-q-developer-agent-20240719-dev,-0.644291877746582,0.06834338
20240617_factory_code_droid,-0.7577133774757385,0.08113071
20240620_sweagent_claude3.5sonnet,-0.8109216094017029,0.07759731
20240612_MASAI_gpt4o,-0.8581940531730652,0.08401132
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-0.8753832578659058,0.07527864
20241120_artemis_agent,-0.8974933624267578,0.0937197
20241007_nfactorial,-0.9288941025733948,0.076589786
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-0.9942583441734314,0.07216615
20241002_lingma-agent_lingma-swe-gpt-72b,-1.07674241065979,0.07133697
20241016_epam-ai-run-gpt-4o,-1.2126740217208862,0.095568925
20240918_lingma-agent_lingma-swe-gpt-72b,-1.2557426691055298,0.07525888
20240615_appmap-navie_gpt4o,-1.273319959640503,0.089273706
20240728_sweagent_gpt4o,-1.3373184204101562,0.084805906
20240509_amazon-q-developer-agent-20240430-dev,-1.3463411331176758,0.08004613
20241001_nfactorial,-1.3640708923339844,0.096661605
20240820_epam-ai-run-gpt-4o,-1.375290870666504,0.11566077
20250627_agentless_MCTS-Refine-7B,-1.418870210647583,0.08376768
20240402_sweagent_gpt4,-1.56901216506958,0.08923817
20241002_lingma-agent_lingma-swe-gpt-7b,-1.702548861503601,0.10541973
20240402_sweagent_claude3opus,-1.7161270380020142,0.10183755
20240918_lingma-agent_lingma-swe-gpt-7b,-2.336595058441162,0.05858312
20240402_rag_claude3opus,-2.6423733234405518,0.1152789
20231010_rag_claude2,-3.111682653427124,0.16828485
20240402_rag_gpt4,-3.6168055534362793,0.19905704
20231010_rag_swellama13b,-3.9135894775390625,0.2840717
20231010_rag_swellama7b,-3.9414970874786377,0.32266605
20231010_rag_gpt35,-4.615362167358398,0.39877337
