instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,entry_point_clarity,change_blast_radius,fix_localization
sympy__sympy-16450,3,5,3,2,1,2,1,5,5,4,1,1,5,1,3,2,2,1,1,2,2026-03-07T23:29:03.857755,claude-opus-4-6,anthropic,sympy__sympy-16450,5,2,5
django__django-14765,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,2,1,2,1,2,2026-03-07T23:27:26.448775,claude-opus-4-6,anthropic,django__django-14765,5,2,5
matplotlib__matplotlib-21568,3,5,4,2,3,2,0,4,5,4,2,1,5,1,2,3,3,3,2,2,2026-03-07T23:27:58.812191,claude-opus-4-6,anthropic,matplotlib__matplotlib-21568,4,2,5
sphinx-doc__sphinx-7757,1,4,4,4,3,2,0,4,5,4,3,1,4,1,2,3,3,2,3,3,2026-03-07T23:28:43.321033,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7757,4,2,5
django__django-15973,0,4,4,3,3,3,0,5,5,4,3,1,5,1,2,3,4,2,1,3,2026-03-07T23:27:43.302369,claude-opus-4-6,anthropic,django__django-15973,4,3,3
sphinx-doc__sphinx-8621,2,5,2,3,2,2,1,5,5,5,2,1,5,1,2,3,3,3,1,2,2026-03-07T23:28:48.597608,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8621,5,2,5
matplotlib__matplotlib-13989,1,5,4,3,3,2,0,5,5,5,2,1,5,1,2,2,1,1,1,2,2026-03-07T23:27:54.383214,claude-opus-4-6,anthropic,matplotlib__matplotlib-13989,4,2,5
sphinx-doc__sphinx-9698,3,5,3,1,1,1,1,5,5,5,1,1,5,1,1,2,3,1,1,1,2026-03-07T23:28:53.760076,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9698,5,2,5
sympy__sympy-12096,3,5,3,2,1,1,1,5,5,5,1,1,5,1,2,2,1,1,1,2,2026-03-07T23:28:54.804758,claude-opus-4-6,anthropic,sympy__sympy-12096,5,2,5
django__django-15375,3,5,4,3,3,2,0,5,5,5,3,1,5,1,2,3,2,3,1,3,2026-03-07T23:27:34.239794,claude-opus-4-6,anthropic,django__django-15375,4,2,5
pydata__xarray-6938,1,4,4,4,3,3,1,4,5,4,3,2,5,1,3,2,2,1,3,3,2026-03-07T23:28:19.266731,claude-opus-4-6,anthropic,pydata__xarray-6938,4,2,5
sympy__sympy-16597,2,4,4,4,3,3,0,4,5,3,4,4,4,0,4,4,2,4,4,5,2026-03-07T23:29:04.665756,claude-opus-4-6,anthropic,sympy__sympy-16597,4,2,5
astropy__astropy-7336,2,5,2,2,1,1,1,5,5,5,1,1,5,1,1,3,2,2,1,2,2026-03-07T23:26:33.288064,claude-opus-4-6,anthropic,astropy__astropy-7336,5,1,5
django__django-14122,1,4,4,3,3,3,0,3,3,4,3,1,3,1,3,2,3,1,2,4,2026-03-07T23:27:19.407713,claude-opus-4-6,anthropic,django__django-14122,4,2,4
django__django-7530,2,4,4,2,2,3,1,4,3,4,2,1,4,1,2,3,4,3,1,3,2026-03-07T23:27:55.169797,claude-opus-4-6,anthropic,django__django-7530,4,2,5
django__django-11265,2,4,5,4,4,4,0,5,5,4,4,2,5,0,3,2,2,1,3,4,2026-03-07T23:26:44.862200,claude-opus-4-6,anthropic,django__django-11265,4,3,4
psf__requests-1766,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,2,2,1,1,1,2026-03-07T23:28:09.192070,claude-opus-4-6,anthropic,psf__requests-1766,5,1,5
matplotlib__matplotlib-25287,3,5,3,2,1,2,1,5,5,5,1,1,5,1,2,4,2,3,1,2,2026-03-07T23:28:05.709196,claude-opus-4-6,anthropic,matplotlib__matplotlib-25287,5,2,4
pydata__xarray-3151,2,5,4,3,2,2,0,5,5,5,2,1,5,1,2,2,3,2,2,3,2026-03-07T23:28:13.441515,claude-opus-4-6,anthropic,pydata__xarray-3151,5,2,5
django__django-16631,2,4,4,3,3,3,0,4,3,4,2,2,4,1,3,3,4,3,3,4,2026-03-07T23:27:49.429838,claude-opus-4-6,anthropic,django__django-16631,5,3,4
sympy__sympy-18199,1,4,5,5,4,3,0,4,5,4,4,3,4,1,3,4,3,4,4,3,2026-03-07T23:29:07.464466,claude-opus-4-6,anthropic,sympy__sympy-18199,5,2,4
pydata__xarray-4695,3,5,3,2,2,2,1,5,5,4,1,1,5,1,1,2,2,2,1,2,2026-03-07T23:28:15.719757,claude-opus-4-6,anthropic,pydata__xarray-4695,4,2,5
pytest-dev__pytest-5631,3,5,3,2,2,2,1,5,4,4,1,1,5,1,2,3,4,2,2,3,2026-03-07T23:28:23.434687,claude-opus-4-6,anthropic,pytest-dev__pytest-5631,5,2,5
sphinx-doc__sphinx-9230,1,5,3,3,2,3,1,4,4,5,2,1,4,1,3,3,4,2,1,2,2026-03-07T23:28:49.738737,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9230,4,2,4
django__django-16667,2,5,3,2,1,1,1,5,5,4,1,1,5,1,1,4,2,3,1,2,2026-03-07T23:27:52.939720,claude-opus-4-6,anthropic,django__django-16667,5,1,5
django__django-14089,3,5,2,1,1,1,1,4,4,5,1,1,5,1,1,2,2,1,1,1,2026-03-07T23:27:18.338602,claude-opus-4-6,anthropic,django__django-14089,5,1,5
django__django-15732,2,4,5,4,4,4,0,5,5,4,3,2,5,0,3,3,3,3,4,4,2026-03-07T23:27:40.045337,claude-opus-4-6,anthropic,django__django-15732,4,2,4
sympy__sympy-13852,3,4,5,3,3,3,0,4,5,5,2,1,5,1,3,4,3,4,3,3,2026-03-07T23:28:59.553020,claude-opus-4-6,anthropic,sympy__sympy-13852,5,2,4
django__django-12262,2,4,4,3,3,2,0,5,5,4,2,1,5,1,2,4,2,4,1,3,2026-03-07T23:26:54.069266,claude-opus-4-6,anthropic,django__django-12262,4,2,5
django__django-13023,3,5,2,2,1,1,1,4,4,5,1,1,5,1,1,4,3,4,1,1,2026-03-07T23:27:00.613652,claude-opus-4-6,anthropic,django__django-13023,5,2,5
django__django-16333,3,5,3,2,1,2,1,4,3,5,1,1,4,1,2,2,3,1,1,2,2026-03-07T23:27:46.154881,claude-opus-4-6,anthropic,django__django-16333,5,2,5
sympy__sympy-13757,0,5,4,3,3,2,1,5,5,5,3,1,5,1,3,3,2,3,1,3,2026-03-07T23:28:56.235866,claude-opus-4-6,anthropic,sympy__sympy-13757,4,2,5
pylint-dev__pylint-6528,2,5,3,3,2,2,1,4,5,5,2,2,5,1,2,4,3,4,3,3,2026-03-07T23:28:21.382426,claude-opus-4-6,anthropic,pylint-dev__pylint-6528,4,2,4
sphinx-doc__sphinx-9461,1,4,4,4,4,3,0,4,4,4,4,3,4,0,3,3,4,2,4,4,2026-03-07T23:28:53.235699,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9461,4,2,4
django__django-14725,3,4,4,2,2,2,1,3,3,4,2,2,4,1,2,4,3,4,2,3,2026-03-07T23:27:27.995629,claude-opus-4-6,anthropic,django__django-14725,3,3,3
sphinx-doc__sphinx-11445,2,4,4,3,3,3,0,4,5,4,3,1,5,1,3,4,3,4,2,3,2026-03-07T23:28:42.817641,claude-opus-4-6,anthropic,sphinx-doc__sphinx-11445,4,2,5
astropy__astropy-14096,2,5,3,3,3,2,1,5,5,5,2,1,5,1,3,2,2,1,1,3,2026-03-07T23:26:33.476034,claude-opus-4-6,anthropic,astropy__astropy-14096,5,2,5
astropy__astropy-14995,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,3,4,1,3,2026-03-07T23:26:33.122753,claude-opus-4-6,anthropic,astropy__astropy-14995,5,2,5
django__django-15499,3,5,4,2,1,1,1,4,4,5,1,1,5,1,1,2,2,1,1,2,2026-03-07T23:27:36.017364,claude-opus-4-6,anthropic,django__django-15499,5,1,5
django__django-15525,3,4,4,3,3,3,0,5,5,4,2,1,5,1,2,2,3,1,1,3,2026-03-07T23:27:36.160949,claude-opus-4-6,anthropic,django__django-15525,4,2,5
matplotlib__matplotlib-25479,2,4,4,3,3,2,0,5,5,4,3,2,5,1,3,3,3,2,2,3,2026-03-07T23:28:03.207600,claude-opus-4-6,anthropic,matplotlib__matplotlib-25479,4,2,4
sphinx-doc__sphinx-8548,2,4,4,4,3,3,0,3,4,4,4,2,4,1,3,3,3,2,3,4,2026-03-07T23:28:47.499877,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8548,4,2,5
django__django-13449,3,5,4,3,3,2,0,5,5,4,2,1,5,1,2,2,3,2,3,3,2026-03-07T23:27:07.419225,claude-opus-4-6,anthropic,django__django-13449,4,2,4
django__django-15572,3,5,3,2,1,2,1,4,4,4,2,1,5,1,1,2,2,2,1,2,2026-03-07T23:27:39.484172,claude-opus-4-6,anthropic,django__django-15572,5,1,5
django__django-16145,3,5,3,2,1,2,1,4,5,5,1,1,5,1,1,2,4,1,1,2,2026-03-07T23:27:46.122679,claude-opus-4-6,anthropic,django__django-16145,5,1,5
django__django-11815,3,5,3,2,2,2,1,4,5,5,1,1,5,1,3,4,3,4,1,2,2026-03-07T23:26:50.207600,claude-opus-4-6,anthropic,django__django-11815,5,2,5
sympy__sympy-17630,1,4,5,4,4,3,0,5,5,4,4,2,5,1,4,3,2,3,3,4,2026-03-07T23:29:05.974635,claude-opus-4-6,anthropic,sympy__sympy-17630,5,2,4
pytest-dev__pytest-10356,2,4,4,3,3,3,0,4,5,4,3,1,5,1,3,2,2,2,3,3,2026-03-07T23:28:23.747816,claude-opus-4-6,anthropic,pytest-dev__pytest-10356,4,3,4
django__django-10880,3,5,3,1,1,2,1,4,3,4,1,1,4,1,2,2,2,1,1,2,2026-03-07T23:26:39.596623,claude-opus-4-6,anthropic,django__django-10880,4,2,5
django__django-11141,2,4,4,3,3,3,0,4,3,5,2,1,4,1,3,2,2,2,3,3,2026-03-07T23:26:39.956017,claude-opus-4-6,anthropic,django__django-11141,5,2,4
matplotlib__matplotlib-24970,2,4,4,3,3,2,0,5,5,5,3,1,5,1,3,3,2,3,3,3,2026-03-07T23:28:01.875558,claude-opus-4-6,anthropic,matplotlib__matplotlib-24970,5,2,5
sympy__sympy-13798,2,4,3,3,2,2,1,4,4,5,2,1,5,1,2,3,2,3,3,2,2026-03-07T23:28:58.475747,claude-opus-4-6,anthropic,sympy__sympy-13798,5,2,5
scikit-learn__scikit-learn-26194,2,4,3,2,2,2,1,5,5,4,1,1,5,1,3,3,2,2,1,2,2026-03-07T23:28:40.031267,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-26194,5,2,5
matplotlib__matplotlib-24570,3,5,3,2,2,2,1,5,5,5,1,1,5,1,3,4,3,3,1,2,2026-03-07T23:28:02.405088,claude-opus-4-6,anthropic,matplotlib__matplotlib-24570,4,2,5
sphinx-doc__sphinx-10673,1,4,5,4,4,3,0,4,5,4,4,3,4,0,3,2,4,2,4,4,2026-03-07T23:28:41.467012,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10673,5,3,4
django__django-14752,3,5,3,1,1,1,1,4,5,5,1,1,5,1,1,2,3,1,1,2,2026-03-07T23:27:26.365145,claude-opus-4-6,anthropic,django__django-14752,5,1,5
matplotlib__matplotlib-24177,2,4,5,4,4,3,0,4,5,4,4,2,5,0,3,2,3,2,1,3,2026-03-07T23:28:02.666299,claude-opus-4-6,anthropic,matplotlib__matplotlib-24177,4,2,4
django__django-16082,3,4,4,2,2,2,1,3,3,4,1,1,4,1,1,3,3,3,1,2,2026-03-07T23:27:43.550950,claude-opus-4-6,anthropic,django__django-16082,4,2,5
sympy__sympy-22456,2,4,4,3,3,2,0,4,4,5,3,1,4,1,3,2,1,1,3,3,2026-03-07T23:29:14.546656,claude-opus-4-6,anthropic,sympy__sympy-22456,5,2,5
django__django-13516,1,4,3,2,2,2,1,3,3,4,2,1,3,1,1,2,3,1,1,2,2026-03-07T23:27:08.061722,claude-opus-4-6,anthropic,django__django-13516,4,2,5
matplotlib__matplotlib-22871,1,5,4,3,3,2,0,4,5,4,3,1,5,1,3,2,3,2,2,3,2026-03-07T23:27:59.774863,claude-opus-4-6,anthropic,matplotlib__matplotlib-22871,4,2,5
matplotlib__matplotlib-23299,2,4,4,4,4,3,0,5,5,4,3,1,5,1,3,2,2,1,2,3,2026-03-07T23:27:59.756308,claude-opus-4-6,anthropic,matplotlib__matplotlib-23299,4,3,3
django__django-14007,1,5,4,3,3,2,0,4,5,5,3,1,5,1,3,3,2,2,3,4,2026-03-07T23:27:14.797475,claude-opus-4-6,anthropic,django__django-14007,4,2,4
django__django-16485,1,5,3,2,1,1,1,5,5,4,1,1,5,1,2,3,1,3,1,2,2026-03-07T23:27:52.140811,claude-opus-4-6,anthropic,django__django-16485,5,1,5
matplotlib__matplotlib-22719,3,5,4,2,2,2,1,5,5,3,2,1,5,1,2,2,1,2,1,2,2026-03-07T23:27:59.600522,claude-opus-4-6,anthropic,matplotlib__matplotlib-22719,4,2,5
django__django-16256,3,5,4,2,2,2,1,4,4,5,1,2,5,1,2,4,3,3,2,3,2026-03-07T23:27:48.777853,claude-opus-4-6,anthropic,django__django-16256,5,2,4
django__django-14011,3,5,4,3,3,4,0,4,4,4,4,3,5,1,3,3,4,2,3,4,2026-03-07T23:27:14.664762,claude-opus-4-6,anthropic,django__django-14011,4,2,4
django__django-15315,3,5,3,2,2,1,1,5,5,5,1,1,5,1,2,2,2,2,1,2,2026-03-07T23:27:33.394070,claude-opus-4-6,anthropic,django__django-15315,5,3,5
pytest-dev__pytest-6197,1,4,4,4,3,3,0,5,5,5,3,2,5,1,4,3,3,3,3,4,2026-03-07T23:28:26.085152,claude-opus-4-6,anthropic,pytest-dev__pytest-6197,4,3,4
django__django-16493,3,5,4,3,3,2,0,5,5,5,2,1,5,1,1,3,2,2,1,2,2026-03-07T23:27:49.797514,claude-opus-4-6,anthropic,django__django-16493,5,2,5
django__django-14787,1,4,3,3,3,2,1,5,5,4,2,1,4,1,2,2,3,1,1,3,2026-03-07T23:27:28.625504,claude-opus-4-6,anthropic,django__django-14787,5,2,5
django__django-13279,3,4,4,3,3,2,0,4,3,4,2,1,4,1,3,3,2,2,2,3,2026-03-07T23:27:06.298052,claude-opus-4-6,anthropic,django__django-13279,4,2,5
django__django-12741,3,5,3,1,1,2,1,5,5,5,1,2,5,1,3,2,2,1,1,3,2026-03-07T23:26:59.018680,claude-opus-4-6,anthropic,django__django-12741,5,2,4
django__django-15987,2,4,3,2,2,2,1,4,3,5,1,1,3,1,1,3,3,2,1,2,2026-03-07T23:27:42.657600,claude-opus-4-6,anthropic,django__django-15987,4,2,5
sympy__sympy-13480,3,5,1,1,1,1,1,5,5,4,1,1,5,1,1,3,1,2,1,1,2026-03-07T23:28:56.378758,claude-opus-4-6,anthropic,sympy__sympy-13480,5,1,5
astropy__astropy-7166,3,5,2,2,2,2,1,4,3,4,1,1,4,1,2,2,2,2,1,2,2026-03-07T23:26:32.719952,claude-opus-4-6,anthropic,astropy__astropy-7166,4,2,5
sympy__sympy-17139,1,5,3,2,2,2,1,5,5,4,1,1,5,1,2,3,2,3,1,2,2026-03-07T23:29:04.828377,claude-opus-4-6,anthropic,sympy__sympy-17139,5,2,5
django__django-15467,3,5,3,2,1,2,1,4,5,5,1,1,5,1,2,2,3,1,1,2,2026-03-07T23:27:36.779755,claude-opus-4-6,anthropic,django__django-15467,5,2,5
django__django-15037,2,4,4,3,3,3,0,4,4,4,2,1,4,1,2,2,3,1,2,3,2026-03-07T23:27:29.016861,claude-opus-4-6,anthropic,django__django-15037,4,2,3
sphinx-doc__sphinx-7985,1,4,4,3,3,3,0,4,5,4,2,1,4,1,3,3,3,2,2,3,2026-03-07T23:28:46.424311,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7985,5,2,4
astropy__astropy-13579,3,5,4,4,3,3,0,4,5,5,2,1,5,1,3,2,3,1,3,4,2026-03-07T23:26:33.315474,claude-opus-4-6,anthropic,astropy__astropy-13579,4,2,4
pytest-dev__pytest-7324,3,4,4,3,3,2,0,5,5,4,2,1,5,1,2,3,2,3,2,3,2026-03-07T23:28:26.589611,claude-opus-4-6,anthropic,pytest-dev__pytest-7324,5,2,5
sympy__sympy-13091,3,5,3,3,2,3,1,4,5,5,2,4,5,1,4,4,3,4,3,5,2026-03-07T23:28:57.085214,claude-opus-4-6,anthropic,sympy__sympy-13091,5,3,4
scikit-learn__scikit-learn-13496,3,5,3,1,1,1,1,4,4,5,1,1,5,1,2,2,2,1,1,2,2026-03-07T23:28:32.282740,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13496,5,2,5
pydata__xarray-4094,0,4,4,3,3,2,0,4,5,4,3,1,5,1,2,3,2,2,1,2,2026-03-07T23:28:15.033095,claude-opus-4-6,anthropic,pydata__xarray-4094,4,2,5
django__django-16877,3,5,3,1,1,1,1,3,4,5,1,1,5,1,1,4,3,3,1,2,2026-03-07T23:27:53.305456,claude-opus-4-6,anthropic,django__django-16877,5,2,5
matplotlib__matplotlib-25311,1,4,4,3,3,2,1,4,5,4,3,1,4,1,2,3,3,2,2,3,2026-03-07T23:28:04.787009,claude-opus-4-6,anthropic,matplotlib__matplotlib-25311,4,2,5
scikit-learn__scikit-learn-25232,3,5,3,1,1,1,1,4,4,5,1,1,5,1,2,2,2,1,1,2,2026-03-07T23:28:44.846303,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25232,5,2,5
pytest-dev__pytest-7236,1,5,4,3,3,3,0,5,5,5,3,1,5,1,2,3,4,3,3,3,2026-03-07T23:28:27.086030,claude-opus-4-6,anthropic,pytest-dev__pytest-7236,4,2,5
pydata__xarray-3993,3,5,3,2,1,2,1,4,5,5,1,2,5,1,3,2,2,2,2,2,2026-03-07T23:28:12.114963,claude-opus-4-6,anthropic,pydata__xarray-3993,5,2,4
django__django-15563,3,5,5,4,4,3,0,5,5,5,4,2,5,0,3,3,2,3,4,4,2026-03-07T23:27:37.770239,claude-opus-4-6,anthropic,django__django-15563,3,2,4
sympy__sympy-13615,1,4,4,4,3,3,0,4,5,4,2,1,5,1,3,2,2,2,3,3,2026-03-07T23:28:58.170514,claude-opus-4-6,anthropic,sympy__sympy-13615,4,2,4
pydata__xarray-6744,1,5,4,3,3,2,0,5,5,5,2,1,5,1,3,4,3,4,3,3,2026-03-07T23:28:16.631045,claude-opus-4-6,anthropic,pydata__xarray-6744,4,2,5
sphinx-doc__sphinx-7454,1,5,4,3,3,2,0,4,5,5,2,1,5,1,2,3,3,2,1,2,2026-03-07T23:28:42.248024,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7454,4,2,4
matplotlib__matplotlib-23314,1,5,3,2,1,2,1,4,5,5,2,1,4,1,1,2,2,1,1,2,2026-03-07T23:28:01.876236,claude-opus-4-6,anthropic,matplotlib__matplotlib-23314,4,2,5
scikit-learn__scikit-learn-12585,3,5,3,2,2,1,1,5,5,4,1,1,5,1,2,2,1,1,1,2,2026-03-07T23:28:30.833388,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12585,5,2,5
pylint-dev__pylint-6903,3,5,2,1,1,3,1,5,4,5,1,1,5,1,1,3,4,2,1,1,2026-03-07T23:28:21.561349,claude-opus-4-6,anthropic,pylint-dev__pylint-6903,5,1,5
django__django-12273,3,4,4,3,3,3,0,4,5,4,3,1,5,1,3,3,3,3,2,4,2026-03-07T23:26:54.091827,claude-opus-4-6,anthropic,django__django-12273,3,2,4
sympy__sympy-12481,2,5,3,2,2,2,1,4,5,4,1,1,5,1,3,2,2,2,1,2,2026-03-07T23:28:56.143446,claude-opus-4-6,anthropic,sympy__sympy-12481,4,2,5
django__django-10999,2,4,2,3,3,2,0,4,4,4,2,1,5,1,3,4,2,4,3,2,2026-03-07T23:26:39.337859,claude-opus-4-6,anthropic,django__django-10999,5,1,5
matplotlib__matplotlib-26291,3,5,4,3,3,2,0,5,5,4,3,1,5,1,2,2,2,1,1,3,2026-03-07T23:28:07.093602,claude-opus-4-6,anthropic,matplotlib__matplotlib-26291,4,2,4
django__django-15277,3,5,3,1,1,2,1,5,5,5,1,1,5,1,2,4,3,4,1,2,2026-03-07T23:27:33.664132,claude-opus-4-6,anthropic,django__django-15277,5,2,5
sympy__sympy-13551,3,5,4,3,3,2,0,5,5,5,2,1,5,1,3,2,2,1,2,3,2026-03-07T23:28:54.650181,claude-opus-4-6,anthropic,sympy__sympy-13551,4,2,5
sympy__sympy-22914,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,2,1,1,1,2,2026-03-07T23:29:15.781194,claude-opus-4-6,anthropic,sympy__sympy-22914,5,1,5
django__django-13012,3,5,4,2,2,2,1,5,5,5,2,1,5,1,2,3,1,3,1,2,2026-03-07T23:27:00.161839,claude-opus-4-6,anthropic,django__django-13012,4,2,5
django__django-11490,1,4,4,3,3,2,0,4,5,4,3,1,5,1,2,2,2,2,2,3,2026-03-07T23:26:45.865709,claude-opus-4-6,anthropic,django__django-11490,5,2,5
sphinx-doc__sphinx-7462,3,5,3,2,1,2,1,5,5,4,1,2,5,1,1,3,3,2,2,2,2026-03-07T23:28:41.514803,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7462,5,2,5
django__django-16569,3,5,3,2,1,1,1,5,5,5,1,1,5,1,1,2,2,2,1,2,2026-03-07T23:27:49.479980,claude-opus-4-6,anthropic,django__django-16569,5,2,5
django__django-16139,3,5,3,2,2,2,1,5,4,5,1,1,5,1,2,3,3,2,1,2,2026-03-07T23:27:47.206429,claude-opus-4-6,anthropic,django__django-16139,5,2,5
sympy__sympy-21379,3,5,4,3,2,3,1,5,5,4,4,2,5,1,2,3,2,2,2,3,2026-03-07T23:29:14.588423,claude-opus-4-6,anthropic,sympy__sympy-21379,3,3,4
sympy__sympy-12419,3,5,4,3,2,2,1,5,5,5,2,1,5,1,3,3,2,2,2,3,2026-03-07T23:28:55.334108,claude-opus-4-6,anthropic,sympy__sympy-12419,4,2,5
