item_ix,item_id,diff
120,django__django-13568,1.0569653511047363
121,django__django-13569,-1.333438754081726
122,django__django-13590,-1.1927595138549805
123,django__django-13658,-5.579525947570801
124,django__django-13670,-3.27929949760437
125,django__django-13741,-4.028559684753418
126,django__django-13786,-2.8927628993988037
127,django__django-13794,4.112773418426514
128,django__django-13807,1.7537987232208252
129,django__django-13809,-1.8249423503875732
130,django__django-13810,-1.3760550022125244
131,django__django-13820,-3.3697707653045654
132,django__django-13821,-3.0301673412323
133,django__django-13837,-1.582295536994934
134,django__django-13925,0.9246965050697328
135,django__django-13933,-2.384218215942383
136,django__django-13964,0.0075614461675286
137,django__django-14007,-0.4826991558074951
138,django__django-14011,9.069086074829102
139,django__django-14017,-0.5357364416122437
140,django__django-14034,9.056464195251465
141,django__django-14053,-1.794725775718689
142,django__django-14089,-4.021726131439209
143,django__django-14122,-0.2048926204442978
144,django__django-14140,1.8755512237548828
145,django__django-14155,9.167972564697266
146,django__django-14170,5.442429542541504
147,django__django-14238,-2.213711977005005
148,django__django-14311,0.8154141902923584
149,django__django-14315,4.927659034729004
150,django__django-14349,-2.3599724769592285
151,django__django-14351,1.135002613067627
152,django__django-14373,-5.514251232147217
153,django__django-14376,2.437541246414185
154,django__django-14404,1.8017150163650513
155,django__django-14434,-1.1902172565460205
156,django__django-14493,-2.0662198066711426
157,django__django-14500,-1.013273000717163
158,django__django-14534,4.172048091888428
159,django__django-14539,-1.6287596225738523
160,django__django-14559,-1.081217885017395
161,django__django-14580,0.3639003336429596
162,django__django-14608,-1.2714728116989136
163,django__django-14631,1.2487651109695437
164,django__django-14672,-3.069291830062866
165,django__django-14725,4.3859992027282715
166,django__django-14752,-4.1182637214660645
167,django__django-14765,-3.807195663452149
168,django__django-14771,0.4175472855567932
169,django__django-14787,-1.719438076019287
170,django__django-14792,6.087291240692139
171,django__django-14855,-4.578010559082031
172,django__django-14915,-3.743703842163086
173,django__django-14999,-0.4511759579181671
174,django__django-15022,-0.1218659430742263
175,django__django-15037,0.4588563442230224
176,django__django-15098,5.343100547790527
177,django__django-15103,-1.2871644496917725
178,django__django-15104,-5.016570091247559
179,django__django-15127,2.3158886432647705
180,django__django-15128,0.3271449208259582
181,django__django-15161,0.3270201981067657
182,django__django-15252,6.413081645965576
183,django__django-15268,0.6506360769271851
184,django__django-15277,-3.9912362098693848
185,django__django-15278,-1.7698932886123655
186,django__django-15280,3.6316187381744385
187,django__django-15315,-2.859405517578125
188,django__django-15368,-3.7705249786376953
189,django__django-15375,0.7814408540725708
190,django__django-15380,-1.3652645349502563
191,django__django-15382,-0.6193421483039856
192,django__django-15467,-4.735293865203857
193,django__django-15499,-2.7281322479248047
194,django__django-15503,2.6849169731140137
195,django__django-15525,-0.2117514312267303
196,django__django-15554,2.581813097000122
197,django__django-15561,-1.5110743045806885
198,django__django-15563,3.0663983821868896
199,django__django-15569,-3.5338964462280273
200,django__django-15572,-1.670365571975708
201,django__django-15629,8.866287231445312
202,django__django-15695,3.8910109996795654
203,django__django-15731,-3.0254669189453125
204,django__django-15732,2.8237462043762207
205,django__django-15741,-2.485882520675659
206,django__django-15814,-1.3324005603790283
207,django__django-15851,-3.1077017784118652
208,django__django-15863,-1.8132494688034055
209,django__django-15916,1.9181591272354128
210,django__django-15930,-0.2732473313808441
211,django__django-15957,4.171696186065674
212,django__django-15973,4.533444404602051
213,django__django-15987,-0.7805398106575012
214,django__django-16032,0.0812581926584243
215,django__django-16082,-0.6592019200325012
216,django__django-16100,-1.1508963108062744
217,django__django-16116,-1.831225633621216
218,django__django-16136,-1.294975757598877
219,django__django-16139,-4.239741325378418
220,django__django-16145,-2.5305144786834717
221,django__django-16255,-4.997214317321777
222,django__django-16256,5.017797470092773
223,django__django-16263,9.082968711853027
224,django__django-16315,1.1986883878707886
225,django__django-16333,-3.655522346496582
226,django__django-16429,-4.009185791015625
227,django__django-16454,2.0165958404541016
228,django__django-16485,-3.2141573429107666
229,django__django-16493,-2.66756010055542
230,django__django-16502,9.537070274353027
231,django__django-16527,-4.861059188842773
232,django__django-16560,1.7855548858642578
233,django__django-16569,-5.234011650085449
234,django__django-16595,-3.560840606689453
235,django__django-16612,-2.449681520462036
236,django__django-16631,9.266461372375488
237,django__django-16642,-0.139241486787796
238,django__django-16661,0.1010866463184356
239,django__django-16662,-2.32536244392395
240,django__django-16667,8.815122604370117
241,django__django-16801,-3.852100610733032
242,django__django-16819,-1.7309672832489014
243,django__django-16877,0.6237168908119202
244,django__django-16899,-1.6818166971206665
245,django__django-16901,-1.228187918663025
246,django__django-16938,2.48006010055542
247,django__django-16950,2.854862689971924
248,django__django-17029,-3.995476722717285
249,django__django-17084,1.2234193086624146
250,django__django-17087,-0.8854770660400391
251,django__django-7530,-2.2272486686706543
252,django__django-9296,-4.439264297485352
253,matplotlib__matplotlib-13989,-1.6442511081695557
254,matplotlib__matplotlib-14623,0.6629374027252197
255,matplotlib__matplotlib-20488,2.0069503784179688
256,matplotlib__matplotlib-20676,2.5810563564300537
257,matplotlib__matplotlib-20826,1.5923185348510742
258,matplotlib__matplotlib-20859,-1.12591552734375
259,matplotlib__matplotlib-21568,6.438940525054932
260,matplotlib__matplotlib-22719,-3.624213218688965
261,matplotlib__matplotlib-22865,1.032010793685913
262,matplotlib__matplotlib-22871,1.175163507461548
263,matplotlib__matplotlib-23299,4.177661418914795
264,matplotlib__matplotlib-23314,-1.3814045190811155
265,matplotlib__matplotlib-23412,-1.7481764554977417
266,matplotlib__matplotlib-23476,5.57689905166626
267,matplotlib__matplotlib-24026,-1.6374403238296509
268,matplotlib__matplotlib-24149,-1.532880425453186
269,matplotlib__matplotlib-24177,3.760400533676147
270,matplotlib__matplotlib-24570,-0.8683740496635437
271,matplotlib__matplotlib-24627,-0.0059038884937763
272,matplotlib__matplotlib-24637,-0.4027675092220306
273,matplotlib__matplotlib-24870,6.4331159591674805
274,matplotlib__matplotlib-24970,-2.11686110496521
275,matplotlib__matplotlib-25122,-2.5623786449432373
276,matplotlib__matplotlib-25287,-2.136747360229492
277,matplotlib__matplotlib-25311,0.5172199010848999
278,matplotlib__matplotlib-25332,0.308940440416336
279,matplotlib__matplotlib-25479,8.659342765808105
280,matplotlib__matplotlib-25775,0.6398427486419678
281,matplotlib__matplotlib-25960,3.8983054161071777
282,matplotlib__matplotlib-26113,-2.530353546142578
283,matplotlib__matplotlib-26208,5.543785095214844
284,matplotlib__matplotlib-26291,0.2830260396003723
285,matplotlib__matplotlib-26342,-1.6728694438934326
286,matplotlib__matplotlib-26466,9.02809715270996
287,mwaskom__seaborn-3069,1.4087613821029663
288,mwaskom__seaborn-3187,4.240457057952881
289,pallets__flask-5014,-3.582219123840332
290,psf__requests-1142,0.2028747797012329
291,psf__requests-1724,-0.5785300731658936
292,psf__requests-1766,-1.2071985006332395
293,psf__requests-1921,-0.2974871098995209
294,psf__requests-2317,-0.6604093313217163
295,psf__requests-2931,1.3497320413589478
296,psf__requests-5414,0.1191799938678741
297,psf__requests-6028,5.115087509155273
298,pydata__xarray-2905,-0.1642608344554901
299,pydata__xarray-3095,-0.1154032424092292
300,pydata__xarray-3151,-1.5641279220581057
301,pydata__xarray-3305,-1.4417235851287842
302,pydata__xarray-3677,-2.809276580810547
303,pydata__xarray-3993,1.0538723468780518
304,pydata__xarray-4075,-4.105659484863281
305,pydata__xarray-4094,0.4454667866230011
306,pydata__xarray-4356,-2.7716896533966064
307,pydata__xarray-4629,-4.828526020050049
308,pydata__xarray-4687,1.96653413772583
309,pydata__xarray-4695,0.796745777130127
310,pydata__xarray-4966,-2.3216664791107178
311,pydata__xarray-6461,-1.4461119174957275
312,pydata__xarray-6599,1.390247464179993
313,pydata__xarray-6721,0.5428233742713928
314,pydata__xarray-6744,0.2410037219524383
315,pydata__xarray-6938,3.61329984664917
316,pydata__xarray-6992,9.13329029083252
317,pydata__xarray-7229,8.986681938171387
318,pydata__xarray-7233,-2.306044578552246
319,pydata__xarray-7393,0.4618557691574096
320,pylint-dev__pylint-4551,9.149645805358888
321,pylint-dev__pylint-4604,9.547261238098145
322,pylint-dev__pylint-4661,9.296432495117188
323,pylint-dev__pylint-4970,2.634415864944458
324,pylint-dev__pylint-6386,2.0103561878204346
325,pylint-dev__pylint-6528,0.8914338946342468
326,pylint-dev__pylint-6903,-5.708675384521484
327,pylint-dev__pylint-7080,2.5110840797424316
328,pylint-dev__pylint-7277,-1.7788658142089844
329,pylint-dev__pylint-8898,3.880728721618652
330,pytest-dev__pytest-10051,1.5770535469055176
331,pytest-dev__pytest-10081,-0.9977003931999208
332,pytest-dev__pytest-10356,8.887797355651855
333,pytest-dev__pytest-5262,-1.0864572525024414
334,pytest-dev__pytest-5631,-1.1473290920257568
335,pytest-dev__pytest-5787,1.914271354675293
336,pytest-dev__pytest-5809,-5.417993545532227
337,pytest-dev__pytest-5840,5.478274822235107
338,pytest-dev__pytest-6197,2.1829066276550293
339,pytest-dev__pytest-6202,-4.808465957641602
340,pytest-dev__pytest-7205,-0.6563670039176941
341,pytest-dev__pytest-7236,-0.4257426261901855
342,pytest-dev__pytest-7324,1.5236961841583252
343,pytest-dev__pytest-7432,-1.053597092628479
344,pytest-dev__pytest-7490,0.355562686920166
345,pytest-dev__pytest-7521,-0.5938904881477356
346,pytest-dev__pytest-7571,-1.7910655736923218
347,pytest-dev__pytest-7982,-3.2058353424072266
348,pytest-dev__pytest-8399,-4.035729885101318
349,scikit-learn__scikit-learn-10297,-3.472461938858032
350,scikit-learn__scikit-learn-10844,-5.655696392059326
351,scikit-learn__scikit-learn-10908,0.3280682563781738
352,scikit-learn__scikit-learn-11310,-2.4606740474700928
353,scikit-learn__scikit-learn-11578,-3.6231770515441895
354,scikit-learn__scikit-learn-12585,-5.303764343261719
355,scikit-learn__scikit-learn-12682,0.160902589559555
356,scikit-learn__scikit-learn-12973,-1.155780553817749
357,scikit-learn__scikit-learn-13124,0.40619757771492
358,scikit-learn__scikit-learn-13135,-2.0465447902679443
359,scikit-learn__scikit-learn-13142,-1.554714560508728
360,scikit-learn__scikit-learn-13328,-3.0624992847442627
361,scikit-learn__scikit-learn-13439,-3.353473424911499
362,scikit-learn__scikit-learn-13496,-2.2671146392822266
363,scikit-learn__scikit-learn-13779,-2.782249927520752
364,scikit-learn__scikit-learn-14053,-2.2796523571014404
365,scikit-learn__scikit-learn-14087,0.6504455804824829
366,scikit-learn__scikit-learn-14141,-4.059613227844238
367,scikit-learn__scikit-learn-14496,-4.716921806335449
368,scikit-learn__scikit-learn-14629,3.0690689086914062
369,scikit-learn__scikit-learn-14710,-1.816924214363098
370,scikit-learn__scikit-learn-14894,-4.194840431213379
371,scikit-learn__scikit-learn-14983,1.3054271936416626
372,scikit-learn__scikit-learn-15100,-3.600050926208496
373,scikit-learn__scikit-learn-25102,1.4803104400634766
374,scikit-learn__scikit-learn-25232,-1.1503617763519287
375,scikit-learn__scikit-learn-25747,3.0907952785491943
376,scikit-learn__scikit-learn-25931,-1.139519453048706
377,scikit-learn__scikit-learn-25973,-0.9219326972961426
378,scikit-learn__scikit-learn-26194,5.023246765136719
379,scikit-learn__scikit-learn-26323,-2.0466086864471436
380,scikit-learn__scikit-learn-9288,-1.4175825119018557
381,sphinx-doc__sphinx-10323,0.7184253334999084
382,sphinx-doc__sphinx-10435,5.3252058029174805
383,sphinx-doc__sphinx-10449,0.316433310508728
384,sphinx-doc__sphinx-10466,-1.4488400220870972
385,sphinx-doc__sphinx-10614,5.514910697937012
386,sphinx-doc__sphinx-10673,0.0222626738250255
387,sphinx-doc__sphinx-11445,0.9265055656433104
388,sphinx-doc__sphinx-11510,9.301613807678224
389,sphinx-doc__sphinx-7440,-0.9431490302085876
390,sphinx-doc__sphinx-7454,0.8748064637184143
391,sphinx-doc__sphinx-7462,9.340235710144045
392,sphinx-doc__sphinx-7590,6.108062744140625
393,sphinx-doc__sphinx-7748,9.053203582763672
394,sphinx-doc__sphinx-7757,0.3409198224544525
395,sphinx-doc__sphinx-7889,-0.9256409406661988
396,sphinx-doc__sphinx-7910,-0.3842164576053619
397,sphinx-doc__sphinx-7985,4.572503566741943
398,sphinx-doc__sphinx-8035,-0.0011600530706346
399,sphinx-doc__sphinx-8056,2.921300172805786
400,sphinx-doc__sphinx-8120,-0.6475920081138611
401,sphinx-doc__sphinx-8265,3.3971714973449707
402,sphinx-doc__sphinx-8269,-0.7838526964187622
403,sphinx-doc__sphinx-8459,0.2667520642280578
404,sphinx-doc__sphinx-8475,-1.3143694400787354
405,sphinx-doc__sphinx-8548,3.4734890460968018
406,sphinx-doc__sphinx-8551,1.0332973003387451
407,sphinx-doc__sphinx-8593,0.753070592880249
408,sphinx-doc__sphinx-8595,-1.7109607458114624
409,sphinx-doc__sphinx-8621,1.3898186683654783
410,sphinx-doc__sphinx-8638,3.845715045928955
411,sphinx-doc__sphinx-8721,-2.588430643081665
412,sphinx-doc__sphinx-9229,6.430122375488281
413,sphinx-doc__sphinx-9230,1.531835913658142
414,sphinx-doc__sphinx-9258,1.534838318824768
415,sphinx-doc__sphinx-9281,-0.7515458464622498
416,sphinx-doc__sphinx-9320,-2.6670143604278564
417,sphinx-doc__sphinx-9367,-2.706834316253662
418,sphinx-doc__sphinx-9461,9.155046463012695
419,sphinx-doc__sphinx-9591,1.5852210521697998
420,sphinx-doc__sphinx-9602,4.061330318450928
421,sphinx-doc__sphinx-9658,1.625219225883484
422,sphinx-doc__sphinx-9673,-0.0105779934674501
423,sphinx-doc__sphinx-9698,-1.8370811939239504
424,sphinx-doc__sphinx-9711,-1.895168423652649
425,sympy__sympy-11618,-1.862010478973389
426,sympy__sympy-12096,-3.5464859008789062
427,sympy__sympy-12419,0.3308709561824798
428,sympy__sympy-12481,-0.8552353382110596
429,sympy__sympy-12489,2.916172504425049
430,sympy__sympy-13031,1.992373824119568
431,sympy__sympy-13091,2.5987346172332764
432,sympy__sympy-13372,-2.0469512939453125
433,sympy__sympy-13480,-4.1467976570129395
434,sympy__sympy-13551,1.4657028913497925
435,sympy__sympy-13615,1.2432223558425903
436,sympy__sympy-13647,-2.201904773712158
437,sympy__sympy-13757,0.5325585603713989
438,sympy__sympy-13798,4.095947265625
439,sympy__sympy-13852,8.827885627746582
440,sympy__sympy-13877,1.8960212469100952
441,sympy__sympy-13878,0.5021897554397583
442,sympy__sympy-13974,2.702869176864624
443,sympy__sympy-14248,4.112523555755615
444,sympy__sympy-14531,-0.4344537854194641
445,sympy__sympy-14711,-2.391366720199585
446,sympy__sympy-14976,0.5854936242103577
447,sympy__sympy-15017,0.9444738030433656
448,sympy__sympy-15345,0.6501067876815796
449,sympy__sympy-15349,-1.246575951576233
450,sympy__sympy-15599,2.4172439575195312
451,sympy__sympy-15809,-0.5708969831466675
452,sympy__sympy-15875,0.2745510935783386
453,sympy__sympy-15976,2.3976593017578125
454,sympy__sympy-16450,-2.1561410427093506
455,sympy__sympy-16597,8.639738082885742
456,sympy__sympy-16766,-3.5664799213409424
457,sympy__sympy-16792,0.1209784820675849
458,sympy__sympy-16886,-3.2390031814575195
459,sympy__sympy-17139,-0.6621979475021362
460,sympy__sympy-17318,3.677173376083374
461,sympy__sympy-17630,6.395373821258545
462,sympy__sympy-17655,-0.7915154695510864
463,sympy__sympy-18189,-1.10629403591156
464,sympy__sympy-18199,6.400547981262207
465,sympy__sympy-18211,0.4881476163864136
466,sympy__sympy-18698,2.014535903930664
467,sympy__sympy-18763,0.6915277242660522
468,sympy__sympy-19040,2.681403160095215
469,sympy__sympy-19346,-1.9316660165786743
470,sympy__sympy-19495,0.254577487707138
471,sympy__sympy-19637,-2.9341511726379395
472,sympy__sympy-19783,0.7083424925804138
473,sympy__sympy-19954,-1.8576467037200928
474,sympy__sympy-20154,-1.7725635766983032
475,sympy__sympy-20428,9.240370750427246
476,sympy__sympy-20438,9.14699935913086
477,sympy__sympy-20590,0.4857193827629089
478,sympy__sympy-20801,-0.7026910781860352
479,sympy__sympy-20916,4.477663993835449
480,sympy__sympy-21379,0.9570162892341614
481,sympy__sympy-21596,6.423633575439453
482,sympy__sympy-21612,4.46373176574707
483,sympy__sympy-21847,-2.6507787704467773
484,sympy__sympy-21930,8.895514488220215
485,sympy__sympy-22080,5.505058765411377
486,sympy__sympy-22456,-1.3375589847564695
487,sympy__sympy-22714,-1.9585710763931272
488,sympy__sympy-22914,-3.175386905670166
489,sympy__sympy-23262,-0.8762297034263611
490,sympy__sympy-23413,2.9048287868499756
491,sympy__sympy-23534,-1.55281662940979
492,sympy__sympy-23824,-2.1907918453216553
493,sympy__sympy-23950,-0.7713068127632141
494,sympy__sympy-24066,-1.3328107595443726
495,sympy__sympy-24213,-3.941992282867432
496,sympy__sympy-24443,-2.6518378257751465
497,sympy__sympy-24539,-3.2617990970611572
498,sympy__sympy-24562,0.7589153051376343
499,sympy__sympy-24661,-1.442907214164734
