subject_id,theta
openhands_kimi_k2_instruct,-0.5136111378669739
mini_swe_agent_gemini_2_5_pro,-1.0655615329742432
mini_swe_agent_grok_code_fast_1,-1.1168041229248047
openhands_qwen_3_coder_480b,-1.2185795307159424
mini_swe_agent_grok_4,-1.0550825595855713
terminus_2_glm_4_6,-1.3454002141952515
terminus_2_gpt_5_mini,-0.9252517223358154
terminus_2_qwen_3_coder_480b,-1.2011677026748657
terminus_2_grok_4,-1.3961915969848633
mini_swe_agent_gpt_5_mini,-1.2140986919403076
gemini_cli_gemini_2_5_pro,-1.8356223106384277
terminus_2_gpt_oss_120b,-1.1935213804244995
mini_swe_agent_gemini_2_5_flash,-2.0581870079040527
terminus_2_gemini_2_5_flash,-2.2868919372558594
openhands_gemini_2_5_pro,-1.5450198650360107
openhands_gemini_2_5_flash,-1.874831199645996
gemini_cli_gemini_2_5_flash,-2.219904899597168
mini_swe_agent_gpt_oss_120b,-2.719900608062744
terminus_2_grok_code_fast_1,-2.229203462600708
openhands_claude_haiku_4_5,-2.472001314163208
codex_cli_gpt_5_nano,-3.4485747814178467
openhands_gpt_5_nano,-3.1325104236602783
terminus_2_gpt_5_nano,-2.6747729778289795
mini_swe_agent_gpt_5_nano,-3.4239678382873535
mini_swe_agent_gpt_oss_20b,-4.78342866897583
terminus_2_gpt_oss_20b,-4.785311222076416
