,theta,theta_std
20250511_sweagent_lm_32b,-0.6630300879478455,0.09020552
20241113_nebius-search-open-weight-models-11-24,-0.6870934963226318,0.093687214
20240628_autocoderover-v20240620,-0.7668423056602478,0.090131044
20250725_sweagent_devstral_small_2507,-0.7698453664779663,0.071986005
20240721_amazon-q-developer-agent-20240719-dev,-0.8115688562393188,0.08772194
20250616_Skywork-SWE-32B,-0.8317803740501404,0.07521087
20240617_factory_code_droid,-0.8962869644165039,0.076471806
20240620_sweagent_claude3.5sonnet,-0.9945982694625854,0.07234999
20241120_artemis_agent,-1.054622769355774,0.08738582
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-1.0695183277130127,0.07663784
20240612_MASAI_gpt4o,-1.1496312618255615,0.10021973
20241007_nfactorial,-1.197989583015442,0.08575434
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-1.2631044387817383,0.09852492
20241002_lingma-agent_lingma-swe-gpt-72b,-1.2980897426605225,0.08048749
20241016_epam-ai-run-gpt-4o,-1.47104012966156,0.09082689
20240509_amazon-q-developer-agent-20240430-dev,-1.5442752838134766,0.090502664
20240918_lingma-agent_lingma-swe-gpt-72b,-1.5477360486984253,0.10992083
20240615_appmap-navie_gpt4o,-1.5681990385055542,0.10773156
20240820_epam-ai-run-gpt-4o,-1.575003981590271,0.0878939
20250627_agentless_MCTS-Refine-7B,-1.6265674829483032,0.118038915
20241001_nfactorial,-1.6342713832855225,0.08800304
20240728_sweagent_gpt4o,-1.6644140481948853,0.08764881
20240402_sweagent_gpt4,-1.8643056154251099,0.10867583
20241002_lingma-agent_lingma-swe-gpt-7b,-1.9246025085449219,0.10509432
20240402_sweagent_claude3opus,-2.3077406883239746,0.108621895
20240918_lingma-agent_lingma-swe-gpt-7b,-2.643223285675049,0.14323026
20240402_rag_claude3opus,-3.119110345840454,0.14019997
20231010_rag_claude2,-3.723031759262085,0.15743747
20240402_rag_gpt4,-4.042588233947754,0.20232384
20231010_rag_swellama7b,-4.521264553070068,0.31278673
20231010_rag_swellama13b,-4.619048118591309,0.27164286
20231010_rag_gpt35,-5.438257694244385,0.530711
