,a,b,a_std,b_std
django__django-11211,2.2552313804626465,-0.4298665523529053,0.32119763,0.13858892
django__django-11239,1.7176927328109741,1.1061314344406128,0.20343383,0.123658724
django__django-11265,0.7639607191085815,1.4004005193710327,0.16157754,0.23336811
django__django-11276,0.8530473113059998,-1.4641984701156616,0.13985619,0.30386895
django__django-11292,2.275290012359619,-1.2090888023376465,0.30271935,0.16523154
django__django-11299,1.969070553779602,0.46996957063674927,0.27765664,0.13155045
django__django-11333,2.3690314292907715,0.37479647994041443,0.30041638,0.09703724
django__django-11400,1.8818689584732056,4.655703067779541,0.3517824,0.83128387
django__django-11433,2.0880112648010254,2.1463699340820312,0.2198677,0.24030164
django__django-11451,1.2149314880371094,-1.4938496351242065,0.19054681,0.24819428
django__django-11477,1.1783692836761475,4.220360279083252,0.17799824,0.6281792
django__django-11490,1.6523422002792358,0.83970707654953,0.19835529,0.16846462
django__django-11532,0.5619606971740723,1.0642396211624146,0.10441781,0.40787512
django__django-11551,2.0178592205047607,-2.0995407104492188,0.26051152,0.24846576
django__django-11555,1.43814218044281,0.7941851615905762,0.21967562,0.19400564
django__django-11603,1.7852120399475098,-2.584362268447876,0.25580293,0.4094106
django__django-11728,1.6179739236831665,2.610769033432007,0.20800498,0.26956627
django__django-11734,1.598711609840393,3.442574977874756,0.3749299,0.609863
django__django-11740,1.9656288623809814,0.04696245491504669,0.31400907,0.13680615
django__django-11749,1.8719104528427124,-0.640481173992157,0.30083874,0.15932183
django__django-11790,0.3029327988624573,4.382479667663574,0.042787593,0.84791875
django__django-11815,0.8373690247535706,-0.5255154967308044,0.12284504,0.20161957
django__django-11820,1.8423047065734863,3.7899391651153564,0.29848602,0.4759835
django__django-11848,0.5589136481285095,2.574425458908081,0.07000003,0.4653725
django__django-11880,2.1315746307373047,-2.6866066455841064,0.2709094,0.28389376
django__django-11885,1.6716158390045166,2.6552774906158447,0.28898197,0.22249681
django__django-11951,1.718224287033081,-1.2576526403427124,0.27758563,0.1683215
django__django-11964,0.36198869347572327,1.9316812753677368,0.10633271,0.40388224
django__django-11999,1.6808292865753174,-1.3614059686660767,0.2897389,0.17034143
django__django-12039,1.4135113954544067,0.0635741651058197,0.16384572,0.16819538
django__django-12050,1.9094583988189697,-1.6291658878326416,0.28479573,0.21076629
django__django-12125,1.168281078338623,0.5555398464202881,0.17118531,0.21479304
django__django-12143,1.6540796756744385,-2.7038843631744385,0.27702588,0.35256147
django__django-12155,1.2502785921096802,-3.8171820640563965,0.17797227,0.4997199
django__django-12193,0.45510998368263245,-0.34657537937164307,0.12616365,0.4297357
django__django-12209,1.7640594244003296,-1.363381028175354,0.3030161,0.17375505
django__django-12262,1.7429605722427368,-0.2307208627462387,0.23474005,0.12342659
django__django-12273,1.1302698850631714,2.2540462017059326,0.173705,0.26865795
django__django-12276,1.3672919273376465,-1.9219812154769897,0.18504614,0.24587877
django__django-12304,2.34210467338562,-0.18708252906799316,0.28998125,0.09785378
django__django-12308,0.6456882357597351,2.8342788219451904,0.113147624,0.43788162
django__django-12325,0.5496490597724915,3.624584436416626,0.06441658,0.5048675
django__django-12406,1.9710664749145508,4.700197696685791,0.3919562,0.7373746
django__django-12419,1.0293024778366089,-2.6409354209899902,0.12555522,0.3111972
django__django-12663,1.8123104572296143,0.4266781806945801,0.24101473,0.12100061
django__django-12708,2.042893648147583,-0.43225085735321045,0.27879456,0.11963942
django__django-12713,1.5164867639541626,-1.6028493642807007,0.15687738,0.16228111
django__django-12741,1.9140197038650513,-0.7362451553344727,0.27082115,0.12812
django__django-12754,2.2952849864959717,0.7568662166595459,0.25541922,0.12773669
django__django-12774,2.167633295059204,0.3580664396286011,0.34626573,0.14584668
django__django-12858,1.7677240371704102,-0.6116796731948853,0.25369295,0.14680824
django__django-12965,2.486032009124756,0.8945863842964172,0.22687288,0.13373877
django__django-13012,1.3543481826782227,-0.5603014826774597,0.266695,0.16789533
django__django-13023,1.6802271604537964,0.44449883699417114,0.1810478,0.16803423
django__django-13028,1.9446192979812622,-1.0574222803115845,0.20944317,0.15611272
django__django-13033,2.1477034091949463,0.0330347903072834,0.28028253,0.11248699
django__django-13089,1.693705677986145,-2.850058078765869,0.19416499,0.33280003
django__django-13109,2.026218891143799,-2.470150947570801,0.2549666,0.29071352
django__django-13112,2.1342403888702393,0.6785991787910461,0.2548805,0.1205239
django__django-13121,2.115785598754883,0.38061830401420593,0.34460652,0.14875902
django__django-13128,2.4725100994110107,0.5802965760231018,0.3161754,0.10304624
django__django-13158,2.0099356174468994,0.22067111730575562,0.27699074,0.1537239
django__django-13195,1.8643893003463745,3.7560174465179443,0.27971125,0.55103135
django__django-13212,1.9485160112380981,4.6063690185546875,0.42263782,1.0101883
django__django-13279,1.734114170074463,-0.42034196853637695,0.2502524,0.194765
django__django-13297,2.1779794692993164,0.5864896178245544,0.24815108,0.12705849
django__django-13315,1.4682549238204956,-0.35625019669532776,0.2615745,0.1701037
django__django-13343,1.3985990285873413,-0.7086663842201233,0.16568696,0.22516298
django__django-13344,1.8153831958770752,4.7554168701171875,0.3967393,0.9285514
django__django-13346,2.194396495819092,0.5490846037864685,0.23299237,0.11983883
django__django-13363,1.9408689737319946,-1.9972269535064697,0.21500872,0.22710115
django__django-13401,1.3919535875320435,-0.5235164165496826,0.17376089,0.18425032
django__django-13406,1.4554181098937988,0.36634960770606995,0.22444284,0.16039363
django__django-13410,1.7193844318389893,-2.1192736625671387,0.29535317,0.2941333
django__django-13417,2.0230860710144043,-1.2947043180465698,0.2826451,0.13328934
django__django-13449,2.3262598514556885,0.058161959052085876,0.34592044,0.16040514
django__django-13512,1.6097168922424316,1.0687116384506226,0.21539032,0.2190571
django__django-13513,1.9775798320770264,4.840778350830078,0.4311294,0.7403385
django__django-13516,2.2044992446899414,-1.382151484489441,0.35136127,0.17970526
django__django-13551,1.5954099893569946,0.6735581159591675,0.2793898,0.16706789
django__django-13568,1.6437022686004639,0.7780264616012573,0.2829006,0.17382404
django__django-13569,1.576079249382019,-0.7904731035232544,0.29208866,0.19739865
django__django-13590,1.4878960847854614,-0.6524811387062073,0.18221048,0.21100806
django__django-13658,1.3019671440124512,-3.8399157524108887,0.21120077,0.55703694
django__django-13670,1.7513726949691772,-2.201378345489502,0.22696133,0.20858726
django__django-13741,1.4967780113220215,-2.8096892833709717,0.19784045,0.35348707
django__django-13786,1.5574604272842407,-2.022282361984253,0.21743707,0.25422677
django__django-13794,0.7122039198875427,4.491963863372803,0.102808274,0.55828905
django__django-13807,1.9112993478775024,1.404897689819336,0.23627736,0.1839154
django__django-13809,1.105664849281311,-1.530856966972351,0.15603921,0.20364495
django__django-13810,1.119179606437683,-1.0091168880462646,0.16751169,0.2192586
django__django-13820,1.8860102891921997,-2.0397181510925293,0.28311467,0.18469447
django__django-13821,1.849216341972351,-1.8955652713775635,0.21287678,0.18276021
django__django-13837,1.6307239532470703,-0.874133825302124,0.2328718,0.16957246
django__django-13925,0.9535947442054749,0.6852478384971619,0.2416762,0.22346441
django__django-13933,1.4240617752075195,-1.4114288091659546,0.24013315,0.25791028
django__django-13964,1.6138522624969482,0.057966504245996475,0.18855444,0.122928895
django__django-14007,1.8082002401351929,-0.22976531088352203,0.23973547,0.14041507
django__django-14011,1.9800232648849487,4.578607559204102,0.37742108,0.6642205
django__django-14017,2.088383436203003,-0.361695796251297,0.36252493,0.11149764
django__django-14034,2.0175986289978027,4.628833293914795,0.32264876,0.84699726
django__django-14053,0.8784406185150146,-1.4043413400650024,0.14347266,0.2805887
django__django-14089,1.6838889122009277,-2.637308359146118,0.2581597,0.26100028
django__django-14122,1.5931941270828247,-0.12557277083396912,0.18672118,0.1514122
django__django-14140,0.3622286319732666,3.0121307373046875,0.05875695,0.6264454
django__django-14155,1.883772373199463,4.701965808868408,0.39575356,0.6863001
django__django-14170,1.8483237028121948,3.5079643726348877,0.32365867,0.40320218
django__django-14238,1.9680362939834595,-1.1320911645889282,0.26298475,0.19789746
django__django-14311,2.1561880111694336,0.4935901165008545,0.33014438,0.13004962
django__django-14315,1.3706923723220825,3.7348403930664062,0.21113056,0.4032898
django__django-14349,1.6707839965820312,-1.5903733968734741,0.18989691,0.20289558
django__django-14351,0.9982473850250244,1.112228274345398,0.21869826,0.25504524
django__django-14373,2.0884554386138916,-3.4277453422546387,0.41661373,0.4200632
django__django-14376,1.3152481317520142,1.9082119464874268,0.16948548,0.19526325
django__django-14404,1.269915223121643,1.4954191446304321,0.24063136,0.23129298
django__django-14434,1.8269182443618774,-0.6339067816734314,0.2883103,0.12567167
django__django-14493,1.9069932699203491,-1.2261666059494019,0.2241859,0.16048414
django__django-14500,0.8913378119468689,-0.9364784955978394,0.14365138,0.1945913
django__django-14534,1.3360192775726318,3.208242416381836,0.2059398,0.35710692
django__django-14539,1.5049086809158325,-0.9426509141921997,0.19925675,0.14545543
django__django-14559,1.018078088760376,-0.8104118704795837,0.19048841,0.20675322
django__django-14580,1.9059315919876099,0.324723482131958,0.24822342,0.15173922
django__django-14608,1.3949925899505615,-0.7464712858200073,0.20799094,0.12875326
django__django-14631,1.4273067712783813,0.9366602301597595,0.14776033,0.16761675
django__django-14672,1.5608335733413696,-1.9085513353347778,0.22839518,0.21168569
django__django-14725,1.8432247638702393,3.0049641132354736,0.2966843,0.41503832
django__django-14752,2.1404008865356445,-2.3078155517578125,0.32560238,0.26569077
django__django-14765,1.6150262355804443,-2.4319727420806885,0.22438389,0.33848315
django__django-14771,1.2496256828308105,0.35359248518943787,0.1498585,0.17527378
django__django-14787,2.1921181678771973,-0.9647213220596313,0.38557053,0.13852562
django__django-14792,1.8208308219909668,3.8918378353118896,0.24191259,0.48160887
django__django-14855,1.7173264026641846,-3.178637742996216,0.16799891,0.30057937
django__django-14915,1.8881444931030273,-2.308633804321289,0.24667479,0.19761291
django__django-14999,0.7912874221801758,-0.49652090668678284,0.15571758,0.25782025
django__django-15022,0.7381390929222107,-0.3557087481021881,0.14804186,0.27496663
django__django-15037,1.7946274280548096,0.30960312485694885,0.24997607,0.14220433
django__django-15098,1.8947089910507202,3.940554141998291,0.32632267,0.45978656
django__django-15103,1.9004443883895874,-0.6805403828620911,0.2589703,0.13317566
django__django-15104,2.15498948097229,-2.8735971450805664,0.34667918,0.36789596
django__django-15127,0.952449381351471,2.0482492446899414,0.12237422,0.21115234
django__django-15128,1.3067495822906494,0.32023292779922485,0.21126455,0.1835671
django__django-15161,1.5139867067337036,0.4951275885105133,0.22536737,0.16496952
django__django-15252,1.8048425912857056,3.5997302532196045,0.2730654,0.44955602
django__django-15268,1.8147008419036865,0.4704446792602539,0.22345538,0.13056195
django__django-15277,2.060832977294922,-2.473259449005127,0.2954628,0.24415167
django__django-15278,2.0613820552825928,-1.1131254434585571,0.34272823,0.12279971
django__django-15280,1.8453750610351562,2.5173518657684326,0.30988863,0.21035527
django__django-15315,1.6099853515625,-1.6386513710021973,0.18839023,0.18466815
django__django-15368,2.2195241451263428,-2.363406181335449,0.23714475,0.22614887
django__django-15375,2.266580581665039,0.7146962285041809,0.24715084,0.16367337
django__django-15380,1.4073764085769653,-0.9456597566604614,0.1708271,0.18242303
django__django-15382,2.3575241565704346,-0.30606964230537415,0.447994,0.09624737
django__django-15467,2.102167844772339,-2.9493870735168457,0.4175618,0.31813848
django__django-15499,1.8271198272705078,-1.4554626941680908,0.2702923,0.17870009
django__django-15503,2.1168298721313477,1.8109792470932007,0.27300957,0.16151372
django__django-15525,1.8233165740966797,0.11732528358697891,0.2501555,0.11430582
django__django-15554,2.1620302200317383,1.7567493915557861,0.28587162,0.13429135
django__django-15561,2.0666069984436035,-1.0138156414031982,0.30634928,0.17557096
django__django-15563,1.1547893285751343,2.64020037651062,0.16518109,0.24024364
django__django-15569,1.8354096412658691,-2.1949710845947266,0.28670812,0.27211288
django__django-15572,1.576146125793457,-1.166080355644226,0.19563302,0.1930939
django__django-15629,1.9185128211975098,4.550448417663574,0.34803417,0.678978
django__django-15695,1.138077974319458,3.120861291885376,0.14002438,0.36404496
django__django-15731,1.3552241325378418,-1.9592546224594116,0.24767898,0.31994143
django__django-15732,0.9648528695106506,2.8868370056152344,0.121162504,0.30536842
django__django-15741,1.5784963369369507,-1.7256245613098145,0.2437863,0.29349092
django__django-15814,1.8386075496673584,-0.8929230570793152,0.27032003,0.13804318
django__django-15851,2.2130706310272217,-1.9255915880203247,0.3299389,0.2025185
django__django-15863,1.912473440170288,-0.98841392993927,0.24571119,0.18167305
django__django-15916,1.445448875427246,1.436678171157837,0.19511478,0.19856456
django__django-15930,1.9260294437408447,-0.1276741772890091,0.32549897,0.16681229
django__django-15957,1.9969282150268555,2.8697292804718018,0.27943656,0.23920475
django__django-15973,1.9868309497833252,2.858881711959839,0.2980989,0.23018467
django__django-15987,0.33909639716148376,-1.4677064418792725,0.06808289,0.6622746
django__django-16032,2.135230541229248,0.017628932371735573,0.2343652,0.16091847
django__django-16082,1.9806829690933228,-0.39408665895462036,0.2530178,0.14239718
django__django-16100,1.362950086593628,-0.6835916638374329,0.19683589,0.18704398
django__django-16116,1.6504793167114258,-1.176102638244629,0.2428101,0.17940807
django__django-16136,1.7675665616989136,-0.7215546369552612,0.21105747,0.17390227
django__django-16139,1.5278884172439575,-2.7485361099243164,0.23135036,0.301284
django__django-16145,1.6320581436157227,-1.81224524974823,0.17089453,0.19241561
django__django-16255,1.1372864246368408,-3.2074241638183594,0.17872038,0.397283
django__django-16256,1.703133463859558,3.782536029815674,0.21805643,0.5702801
django__django-16263,2.037883996963501,4.671823024749756,0.35307223,0.3188917
django__django-16315,1.335956335067749,0.8875733017921448,0.1923474,0.14913331
django__django-16333,1.908692717552185,-2.1432301998138428,0.3591324,0.16704087
django__django-16429,1.837720513343811,-2.5074663162231445,0.29931542,0.3444956
django__django-16454,0.7014052271842957,2.3212733268737793,0.11011383,0.30117586
django__django-16485,1.6571413278579712,-1.923704981803894,0.23605953,0.24957618
django__django-16493,2.304314374923706,-1.7335489988327026,0.3112023,0.24375857
django__django-16502,2.041496515274048,4.663801670074463,0.4050167,0.7810192
django__django-16527,1.5974723100662231,-3.273021697998047,0.25440425,0.35878044
django__django-16560,1.5113340616226196,1.2699447870254517,0.19357875,0.17828494
django__django-16569,1.1424888372421265,-3.6055917739868164,0.1548589,0.47973195
django__django-16595,1.5190638303756714,-2.189805269241333,0.20325479,0.23463443
django__django-16612,1.431565284729004,-1.8167626857757568,0.180689,0.1907641
django__django-16631,1.960451364517212,4.560115814208984,0.3466975,0.5485289
django__django-16642,0.9619742035865784,-0.369261234998703,0.13066265,0.24096997
django__django-16661,1.6748323440551758,0.1868830770254135,0.23079558,0.16640025
django__django-16662,1.6222261190414429,-1.523809552192688,0.23702574,0.17082766
django__django-16667,2.043703556060791,4.61004638671875,0.39411974,0.9109266
django__django-16801,1.4154845476150513,-2.6418964862823486,0.19467986,0.24875173
django__django-16819,1.962888479232788,-1.0275542736053467,0.2870898,0.1305884
django__django-16877,0.678898811340332,0.611422598361969,0.10828343,0.27273148
django__django-16899,1.5122331380844116,-1.1240692138671875,0.19464777,0.24750508
django__django-16901,2.113525390625,-0.7629964351654053,0.33154866,0.10191331
django__django-16938,1.1249163150787354,2.0158185958862305,0.16981298,0.26321363
django__django-16950,2.4358716011047363,1.638540506362915,0.2947768,0.14058414
django__django-17029,1.2729979753494263,-2.8003928661346436,0.17965853,0.3157637
django__django-17084,1.7061716318130493,1.0961484909057617,0.18510509,0.20898937
django__django-17087,2.4351351261138916,-0.4744492769241333,0.31177977,0.11777464
django__django-7530,0.9133613705635071,-2.021577835083008,0.10127448,0.216964
django__django-9296,1.611582636833191,-2.9130027294158936,0.22940275,0.27939016
matplotlib__matplotlib-13989,1.5882956981658936,-1.0304944515228271,0.17664462,0.20250538
matplotlib__matplotlib-14623,1.9486807584762573,0.5861319899559021,0.3199091,0.13724694
matplotlib__matplotlib-20488,1.2174586057662964,1.7742365598678589,0.19302842,0.25954312
matplotlib__matplotlib-20676,1.3531402349472046,1.9688767194747925,0.18514228,0.19304478
matplotlib__matplotlib-20826,1.0648454427719116,1.3494892120361328,0.1576103,0.18566348
matplotlib__matplotlib-20859,1.4090731143951416,-0.7967986464500427,0.17095914,0.14692274
matplotlib__matplotlib-21568,1.8873286247253418,3.870244026184082,0.33937466,0.52077633
matplotlib__matplotlib-22719,1.3888201713562012,-2.367459297180176,0.1699835,0.3685132
matplotlib__matplotlib-22865,1.621845006942749,0.8428046107292175,0.27776313,0.18480036
matplotlib__matplotlib-22871,1.7266197204589844,0.8316847085952759,0.24996695,0.15847531
matplotlib__matplotlib-23299,0.8348835110664368,4.070876121520996,0.10984438,0.5805428
matplotlib__matplotlib-23314,1.1031805276870728,-0.8919001221656799,0.1800023,0.18657002
matplotlib__matplotlib-23412,1.8155062198638916,-1.1729624271392822,0.238215,0.18408787
matplotlib__matplotlib-23476,1.2096918821334839,4.444352149963379,0.17867678,0.47518605
matplotlib__matplotlib-24026,1.0101290941238403,-1.2209168672561646,0.209766,0.23373377
matplotlib__matplotlib-24149,1.2949440479278564,-1.1411267518997192,0.17560115,0.2711416
matplotlib__matplotlib-24177,2.1161539554595947,2.528691530227661,0.35748783,0.24293098
matplotlib__matplotlib-24570,0.6800764799118042,-1.542510986328125,0.10019476,0.3105199
matplotlib__matplotlib-24627,1.3800607919692993,-0.17195306718349457,0.24023476,0.17482692
matplotlib__matplotlib-24637,1.410897970199585,-0.09768518805503845,0.24912849,0.16471249
matplotlib__matplotlib-24870,1.981007695198059,3.7536680698394775,0.29335842,0.46187696
matplotlib__matplotlib-24970,1.9565021991729736,-1.3210697174072266,0.27454486,0.14356108
matplotlib__matplotlib-25122,1.5437359809875488,-1.926026701927185,0.22743233,0.18276522
matplotlib__matplotlib-25287,1.5838093757629395,-1.6170028448104858,0.19555601,0.17165592
matplotlib__matplotlib-25311,1.7287524938583374,0.42632707953453064,0.16309933,0.14023547
matplotlib__matplotlib-25332,1.1810935735702515,0.27896878123283386,0.1916267,0.15652665
matplotlib__matplotlib-25479,2.0566020011901855,4.744658470153809,0.32200494,0.9470591
matplotlib__matplotlib-25775,0.8907464742660522,0.483236700296402,0.13683301,0.21962824
matplotlib__matplotlib-25960,1.5656033754348755,3.0924062728881836,0.21570674,0.24839129
matplotlib__matplotlib-26113,1.467167615890503,-1.8622305393218994,0.2278279,0.21550332
matplotlib__matplotlib-26208,1.844373106956482,3.6506505012512207,0.344836,0.3554529
matplotlib__matplotlib-26291,0.954268217086792,0.3071398138999939,0.16653614,0.1861721
matplotlib__matplotlib-26342,1.7631330490112305,-1.0546339750289917,0.27271637,0.15252613
matplotlib__matplotlib-26466,2.0940675735473633,4.590644836425781,0.39877802,0.97905767
mwaskom__seaborn-3069,1.779753565788269,1.0576423406600952,0.25014576,0.15526967
mwaskom__seaborn-3187,1.8861063718795776,2.6848089694976807,0.2939312,0.24975878
pallets__flask-5014,1.6271878480911255,-2.4406650066375732,0.25571194,0.28486747
psf__requests-1142,0.8924005627632141,0.0059128981083631516,0.15071031,0.23319341
psf__requests-1724,0.2504788041114807,-1.417701244354248,0.06372812,0.64919364
psf__requests-1766,0.4805830717086792,-2.1728179454803467,0.070538774,0.36714244
psf__requests-1921,0.5112486481666565,-0.4962649941444397,0.12582238,0.40749055
psf__requests-2317,0.28959786891937256,-1.1637787818908691,0.09879173,0.5408825
psf__requests-2931,0.6736786961555481,1.1538550853729248,0.12927611,0.26671955
psf__requests-5414,1.587393879890442,0.11593026667833328,0.22123742,0.13633907
psf__requests-6028,1.6356674432754517,3.544011116027832,0.29328316,0.32701638
pydata__xarray-2905,1.3273922204971313,-0.074348583817482,0.26591083,0.14386651
pydata__xarray-3095,2.0382347106933594,0.007449707482010126,0.43398833,0.13183723
pydata__xarray-3151,2.2975399494171143,-0.8507429361343384,0.2857495,0.12795758
pydata__xarray-3305,1.421999454498291,-0.952346920967102,0.19233912,0.17923293
pydata__xarray-3677,2.123818874359131,-1.5803169012069702,0.297341,0.19177794
pydata__xarray-3993,1.988946795463562,0.745185911655426,0.29496297,0.14641838
pydata__xarray-4075,1.9837578535079956,-2.3817148208618164,0.33527425,0.1768616
pydata__xarray-4094,1.8082075119018555,0.3288918733596802,0.28386703,0.17781618
pydata__xarray-4356,1.8537267446517944,-1.6022965908050537,0.3160621,0.21328582
pydata__xarray-4629,2.160231351852417,-2.840114116668701,0.36721748,0.35198265
pydata__xarray-4687,1.4108785390853882,1.4311479330062866,0.21012157,0.18622512
pydata__xarray-4695,1.7738142013549805,0.6321207284927368,0.2864831,0.14282395
pydata__xarray-4966,1.97402822971344,-1.4321258068084717,0.2003455,0.18026596
pydata__xarray-6461,1.2329596281051636,-1.1605193614959717,0.18689671,0.19161177
pydata__xarray-6599,0.30314040184020996,1.9559381008148193,0.08045938,0.4989289
pydata__xarray-6721,0.9290988445281982,0.4281967282295227,0.14819226,0.21552871
pydata__xarray-6744,1.2529329061508179,0.1697462797164917,0.1640797,0.19565398
pydata__xarray-6938,2.0731680393218994,2.4044601917266846,0.24299663,0.18974018
pydata__xarray-6992,2.056950807571411,4.919624328613281,0.42338842,0.7332002
pydata__xarray-7229,1.953292965888977,4.753582954406738,0.3299726,0.8961177
pydata__xarray-7233,1.6053401231765747,-1.4168379306793213,0.26915267,0.16090569
pydata__xarray-7393,1.380029320716858,0.3778321146965027,0.14779653,0.13819662
pylint-dev__pylint-4551,1.9700514078140259,4.9469380378723145,0.38223958,0.63247275
pylint-dev__pylint-4604,1.9550023078918457,4.67454719543457,0.32251114,0.5189393
pylint-dev__pylint-4661,1.913770079612732,4.613810062408447,0.43984985,0.6719635
pylint-dev__pylint-4970,0.487020879983902,3.7585344314575195,0.066570014,0.4930697
pylint-dev__pylint-6386,1.5416203737258911,1.4916839599609375,0.20944746,0.17719811
pylint-dev__pylint-6528,1.0076175928115845,0.7752113938331604,0.20457444,0.2104928
pylint-dev__pylint-6903,2.208576202392578,-3.4684958457946777,0.38988584,0.35576463
pylint-dev__pylint-7080,0.740172803401947,2.452456474304199,0.10629839,0.2997758
pylint-dev__pylint-7277,0.43142545223236084,-2.7772974967956543,0.07754745,0.5858056
pylint-dev__pylint-8898,0.6924868226051331,3.783642530441284,0.09527843,0.50958556
pytest-dev__pytest-10051,1.6998395919799805,1.1436994075775146,0.35247153,0.16722004
pytest-dev__pytest-10081,1.7587233781814575,-0.593437910079956,0.26260284,0.14488798
pytest-dev__pytest-10356,2.3321709632873535,4.633605480194092,0.37744826,0.31100598
pytest-dev__pytest-5262,1.9702049493789673,-0.6178098320960999,0.2891564,0.13248397
pytest-dev__pytest-5631,2.0795211791992188,-0.7983626127243042,0.2888332,0.1634416
pytest-dev__pytest-5787,2.4274964332580566,1.4301384687423706,0.32246277,0.14174564
pytest-dev__pytest-5809,1.7648756504058838,-3.444058895111084,0.31870115,0.3657446
pytest-dev__pytest-5840,1.87822425365448,3.354778289794922,0.33705854,0.46040916
pytest-dev__pytest-6197,1.8241091966629028,1.591294527053833,0.28846473,0.1384994
pytest-dev__pytest-6202,1.853023886680603,-2.891443967819214,0.3611892,0.3294646
pytest-dev__pytest-7205,0.44901081919670105,-1.4839818477630615,0.11849489,0.45713893
pytest-dev__pytest-7236,1.7037293910980225,-0.2995733618736267,0.24902391,0.16877216
pytest-dev__pytest-7324,2.156243324279785,1.1599270105361938,0.2705379,0.15290698
pytest-dev__pytest-7432,1.5712165832519531,-0.8384700417518616,0.32387257,0.15701684
pytest-dev__pytest-7490,1.7902748584747314,0.3398093581199646,0.20184718,0.13481541
pytest-dev__pytest-7521,1.88532555103302,-0.42344096302986145,0.21615258,0.11908191
pytest-dev__pytest-7571,2.2992687225341797,-1.100474238395691,0.28218526,0.17520931
pytest-dev__pytest-7982,1.4381531476974487,-2.1426098346710205,0.20721495,0.32551143
pytest-dev__pytest-8399,1.496244192123413,-2.7511560916900635,0.17291206,0.29983297
scikit-learn__scikit-learn-10297,1.8095203638076782,-2.4152119159698486,0.23826778,0.29022467
scikit-learn__scikit-learn-10844,2.1240696907043457,-3.6914584636688232,0.41277525,0.26143888
scikit-learn__scikit-learn-10908,1.8146830797195435,0.15530957281589508,0.20746015,0.1427212
scikit-learn__scikit-learn-11310,2.2431392669677734,-1.3996392488479614,0.33004996,0.158232
scikit-learn__scikit-learn-11578,1.3722234964370728,-2.7182819843292236,0.17266302,0.2134405
scikit-learn__scikit-learn-12585,1.5928564071655273,-3.506011962890625,0.2626441,0.42003542
scikit-learn__scikit-learn-12682,2.1948652267456055,0.1487000584602356,0.26756108,0.17208798
scikit-learn__scikit-learn-12973,1.0959285497665405,-0.7454978823661804,0.16403447,0.25125822
