,theta,theta_std
20250629_deepswerl_r2eagent_tts,0.881251871585846,0.09612823
20241223_emergent,0.8047834634780884,0.15644701
20241208_gru,0.7981804609298706,0.15028548
20250924_artemis_agent_v2,0.7904606461524963,0.15769729
20241212_epam-ai-run-claude-3-5-sonnet,0.7308154106140137,0.17329337
20250405_swe-rizzo_claude37,0.6796157360076904,0.12519297
20241202_amazon-q-developer-agent-20241202-dev,0.5678092241287231,0.13523829
20241108_devlo,0.549483597278595,0.15127255
20251110_frogboss-32b,0.520330548286438,0.124506496
20250804_codesweep_sweagent_kimi_k2_instruct,0.5119914412498474,0.10205803
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.4964068830013275,0.16475219
20250120_Bracket,0.4822123646736145,0.15452972
20250805_openhands-Qwen3-Coder-30B-A3B-Instruct,0.3992444574832916,0.11676462
20241212_google_jules_gemini_2.0_flash_experimental,0.39561915397644043,0.15395205
20250901_entroPO_R2E_QwenCoder30BA3B,0.372011661529541,0.12675133
20241125_enginelabs,0.3496663272380829,0.14514047
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.2882578670978546,0.1420286
20241022_tools_claude-3-5-sonnet-updated,0.27469903230667114,0.1290662
20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.2632613182067871,0.1259451
20241125_marscode-agent-dev,0.18233156204223633,0.12612788
20241028_solver,0.15429484844207764,0.13178685
20241105_nfactorial,0.09269174933433533,0.14598686
20241025_composio_swekit,0.05387606844305992,0.14437298
20250616_Skywork-SWE-32B+TTS_Bo8,-0.019133687019348145,0.10555484
20250520_openhands_devstral_small,-0.054370369762182236,0.13848388
20241106_navie-2-gpt4o-sonnet,-0.09644981473684311,0.12358519
20240924_solver,-0.11328759789466858,0.093051374
20240824_gru,-0.13348203897476196,0.13495228
20241023_emergent,-0.15343326330184937,0.14343789
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.21983855962753296,0.14080676
20251110_frogmini-14b,-0.22832916676998138,0.13235027
20250528_patchpilot_Co-PatcheR,-0.2356591373682022,0.11888764
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.3294528126716614,0.10600595
20250214_agentless_lite_o3_mini,-0.3623983561992645,0.13098688
20240920_solver,-0.41051721572875977,0.11085891
20250629_deepswerl_r2eagent,-0.4536738991737366,0.1569488
20241030_nfactorial,-0.47164326906204224,0.10747891
20250226_swerl_llama3_70b,-0.5122861862182617,0.11288254
20250806_SWE-Exp_DeepSeek-V3,-0.5268287658691406,0.14548315
20241016_composio_swekit,-0.5533095598220825,0.1334732
20250527_amazon.nova-premier-v1.0,-0.5786502957344055,0.14371765
20250112_ugaiforge,-0.599328339099884,0.12745255
20241113_nebius-search-open-weight-models-11-24,-0.6073318719863892,0.14889626
20241022_tools_claude-3-5-haiku,-0.6814379692077637,0.10200639
20250511_sweagent_lm_32b,-0.7515558004379272,0.19215782
20240820_honeycomb,-0.7609413266181946,0.16755794
20241029_epam-ai-run-claude-3-5-sonnet,-0.7760027050971985,0.1446084
20250725_sweagent_devstral_small_2507,-0.8207100629806519,0.14968629
20240628_autocoderover-v20240620,-0.8512548804283142,0.14077945
20241028_agentless-1.5_gpt4o,-0.8699807524681091,0.12560642
20250616_Skywork-SWE-32B,-0.8866801261901855,0.1369017
20240721_amazon-q-developer-agent-20240719-dev,-0.9053680300712585,0.16683698
20240617_factory_code_droid,-0.9856187105178833,0.14186756
20240620_sweagent_claude3.5sonnet,-1.2129868268966675,0.14462326
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-1.246111273765564,0.17398019
20240612_MASAI_gpt4o,-1.3363869190216064,0.09911818
20241007_nfactorial,-1.3861918449401855,0.12387629
20241120_artemis_agent,-1.4220633506774902,0.14461961
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-1.523671269416809,0.15429087
20241002_lingma-agent_lingma-swe-gpt-72b,-1.6046851873397827,0.10060569
20240615_appmap-navie_gpt4o,-1.8548637628555298,0.10881986
20240509_amazon-q-developer-agent-20240430-dev,-1.8982579708099365,0.13703841
20241016_epam-ai-run-gpt-4o,-1.9166414737701416,0.14119811
20240918_lingma-agent_lingma-swe-gpt-72b,-1.9808260202407837,0.18333821
20241001_nfactorial,-2.0144028663635254,0.13603133
20240820_epam-ai-run-gpt-4o,-2.081173896789551,0.14779583
20240728_sweagent_gpt4o,-2.127877950668335,0.14620902
20250627_agentless_MCTS-Refine-7B,-2.1811232566833496,0.17269185
20240402_sweagent_gpt4,-2.252894163131714,0.14209267
20241002_lingma-agent_lingma-swe-gpt-7b,-2.6249537467956543,0.13063657
20240402_sweagent_claude3opus,-2.9513466358184814,0.13911414
20240918_lingma-agent_lingma-swe-gpt-7b,-3.679948091506958,0.21799612
20240402_rag_claude3opus,-4.395150661468506,0.22850248
20231010_rag_claude2,-5.019298076629639,0.245673
20240402_rag_gpt4,-5.697662353515625,0.3069139
20231010_rag_swellama7b,-6.427229404449463,0.4030188
20231010_rag_swellama13b,-6.495468616485596,0.42377597
20231010_rag_gpt35,-7.743951797485352,0.65391934
