subject_id,theta
terminus_2_claude_sonnet_4_5,-0.043291252106428146
maya_claude_4_5_sonnet,-0.2887166142463684
openhands_claude_sonnet_4_5,-0.4014030396938324
mini_swe_agent_claude_sonnet_4_5,-0.14540429413318634
terminus_2_minimax_m2_5,0.027567598968744278
mini_swe_agent_gpt_5_codex,-0.5120376944541931
claude_code_claude_sonnet_4_5,-0.1873178482055664
terminus_2_deepseek_v3_2,-1.0405229330062866
terminus_2_claude_opus_4_1,-0.675266683101654
openhands_claude_opus_4_1,-0.6333460807800293
terminus_2_gpt_5_1_codex,-0.7383885979652405
crux_minimax_m2_1,-0.2271433174610138
terminus_2_kimi_k2_thinking,-0.8145273923873901
goose_claude_haiku_4_5,-0.76164710521698
terminus_2_gpt_5,-1.066388726234436
mini_swe_agent_claude_opus_4_1,-0.6416333913803101
spoox_m_gpt_5_mini,-1.395956039428711
claude_code_claude_opus_4_1,-0.23795124888420105
mini_swe_agent_gpt_5,-1.35943603515625
terminus_2_glm_4_7,-0.9635215401649475
crux_glm_4_7,-1.0769058465957642
terminus_2_gemini_2_5_pro,-1.53750741481781
codex_cli_gpt_5_mini,-1.2224773168563843
terminus_2_minimax_m2,-1.3373785018920898
mini_swe_agent_claude_haiku_4_5,-0.9971468448638916
openhands_gpt_5_mini,-1.2299715280532837
terminus_2_minimax_m2_1,-1.318737506866455
terminus_2_claude_haiku_4_5,-1.6048885583877563
terminus_2_kimi_k2_instruct,-1.0847591161727905
claude_code_claude_haiku_4_5,-1.4251489639282227
openhands_grok_4,-1.3258811235427856
dakou_agent_qwen_3_coder_480b,-1.3660527467727661
openhands_kimi_k2_instruct,-1.5174628496170044
mini_swe_agent_gemini_2_5_pro,-1.919906497001648
mini_swe_agent_grok_code_fast_1,-2.0185298919677734
openhands_qwen_3_coder_480b,-2.2371022701263428
mini_swe_agent_grok_4,-1.9124034643173218
terminus_2_glm_4_6,-2.015042304992676
terminus_2_gpt_5_mini,-1.803288221359253
terminus_2_qwen_3_coder_480b,-1.612375259399414
terminus_2_grok_4,-1.8557053804397583
mini_swe_agent_gpt_5_mini,-2.082498550415039
gemini_cli_gemini_2_5_pro,-2.668397903442383
terminus_2_gpt_oss_120b,-2.1622800827026367
mini_swe_agent_gemini_2_5_flash,-2.824822187423706
terminus_2_gemini_2_5_flash,-3.227264642715454
openhands_gemini_2_5_pro,-3.04140043258667
openhands_gemini_2_5_flash,-3.0585670471191406
gemini_cli_gemini_2_5_flash,-3.150546073913574
mini_swe_agent_gpt_oss_120b,-3.1726367473602295
terminus_2_grok_code_fast_1,-3.4547061920166016
openhands_claude_haiku_4_5,-3.7509524822235107
codex_cli_gpt_5_nano,-4.530810356140137
openhands_gpt_5_nano,-3.7332236766815186
terminus_2_gpt_5_nano,-4.302015781402588
mini_swe_agent_gpt_5_nano,-5.167560577392578
mini_swe_agent_gpt_oss_20b,-5.962828636169434
terminus_2_gpt_oss_20b,-10.27747631072998
