task_i,task_j,delta_pre,delta_all,change,abs_change,sign_preserved
astropy__astropy-12907,django__django-12039,-0.761709414422512,-0.7576567828655243,0.0040526315569877625,0.0040526315569877625,True
astropy__astropy-12907,django__django-12125,-1.4841596111655235,-1.4343398809432983,0.04981973022222519,0.04981973022222519,True
astropy__astropy-12907,django__django-12193,-0.17349093034863472,-0.6675727181136608,-0.4940817877650261,0.4940817877650261,True
astropy__astropy-12907,django__django-12273,-3.785120151937008,-3.728481888771057,0.056638263165950775,0.056638263165950775,True
astropy__astropy-12907,django__django-12308,-3.203201435506344,-3.4312838315963745,-0.22808239609003067,0.22808239609003067,True
astropy__astropy-12907,django__django-12325,-3.588652513921261,-3.8705145120620728,-0.2818619981408119,0.2818619981408119,True
astropy__astropy-12907,django__django-12663,-1.3940149769186974,-1.5964335799217224,-0.20241860300302505,0.20241860300302505,True
astropy__astropy-12907,django__django-12741,0.42187223583459854,0.1427067518234253,-0.27916548401117325,0.27916548401117325,True
astropy__astropy-12907,django__django-12754,-1.7271409258246422,-1.6797730922698975,0.04736783355474472,0.04736783355474472,True
astropy__astropy-12907,django__django-12774,-1.3454669937491417,-1.2942612767219543,0.05120571702718735,0.05120571702718735,True
astropy__astropy-12907,django__django-12858,0.1592245176434517,-0.13481539487838745,-0.29403991252183914,0.29403991252183914,False
astropy__astropy-12907,django__django-12965,-1.9997711405158043,-1.9272977113723755,0.0724734291434288,0.0724734291434288,True
astropy__astropy-12907,django__django-13023,-1.2583637461066246,-1.4557576179504395,-0.19739387184381485,0.19739387184381485,True
astropy__astropy-12907,django__django-13028,1.0204669013619423,0.7174544334411621,-0.3030124679207802,0.3030124679207802,True
astropy__astropy-12907,django__django-13033,-0.6609815582633018,-0.8665740638971329,-0.20559250563383102,0.20559250563383102,True
astropy__astropy-12907,django__django-13112,-1.8246522173285484,-1.8535887002944946,-0.028936482965946198,0.028936482965946198,True
astropy__astropy-12907,django__django-13121,-1.2271751388907433,-1.4744175672531128,-0.24724242836236954,0.24724242836236954,True
astropy__astropy-12907,django__django-13128,-1.8030139431357384,-1.7101749181747437,0.09283902496099472,0.09283902496099472,True
astropy__astropy-12907,django__django-13158,-0.8878554329276085,-0.995445728302002,-0.10759029537439346,0.10759029537439346,True
astropy__astropy-12907,django__django-13279,-0.10860696202144027,-0.08282524347305298,0.02578171854838729,0.02578171854838729,True
astropy__astropy-12907,django__django-13297,-1.5016819462180138,-1.4537524580955505,0.047929488122463226,0.047929488122463226,True
astropy__astropy-12907,django__django-13315,-0.13117996975779533,-0.3204459846019745,-0.18926601484417915,0.18926601484417915,True
astropy__astropy-12907,django__django-13346,-1.672530673444271,-1.6935263872146606,-0.020995713770389557,0.020995713770389557,True
astropy__astropy-12907,django__django-13401,0.11431243270635605,0.11539125442504883,0.0010788217186927795,0.0010788217186927795,True
astropy__astropy-12907,django__django-13406,-1.0211816653609276,-1.2884551882743835,-0.26727352291345596,0.26727352291345596,True
astropy__astropy-12907,django__django-13512,-2.070310853421688,-2.312409996986389,-0.24209914356470108,0.24209914356470108,True
astropy__astropy-12907,django__django-13568,-1.926417849957943,-1.921859622001648,0.004558227956295013,0.004558227956295013,True
astropy__astropy-12907,django__django-13569,0.7356531992554665,0.5483802556991577,-0.18727294355630875,0.18727294355630875,True
astropy__astropy-12907,django__django-13590,0.4659836068749428,0.37538421154022217,-0.09059939533472061,0.09059939533472061,True
astropy__astropy-12907,django__django-13807,-2.584450863301754,-2.4947915077209473,0.08965935558080673,0.08965935558080673,True
astropy__astropy-12907,django__django-13810,0.649847723543644,0.5979893207550049,-0.05185840278863907,0.05185840278863907,True
astropy__astropy-12907,django__django-13925,-1.52329470962286,-1.5794078707695007,-0.05611316114664078,0.05611316114664078,True
astropy__astropy-12907,django__django-13964,-0.7860360369086266,-0.6766074672341347,0.10942856967449188,0.10942856967449188,True
astropy__astropy-12907,django__django-14007,-0.05637890100479126,-0.377085417509079,-0.3207065165042877,0.3207065165042877,True
astropy__astropy-12907,django__django-14017,-0.11322186887264252,-0.30856820940971375,-0.19534634053707123,0.19534634053707123,True
astropy__astropy-12907,django__django-14122,-0.41344665735960007,-0.7597681134939194,-0.3463214561343193,0.3463214561343193,True
astropy__astropy-12907,django__django-14140,-2.243905685842037,-2.642043709754944,-0.39813802391290665,0.39813802391290665,True
astropy__astropy-12907,django__django-14311,-1.352548860013485,-1.5404971241950989,-0.18794826418161392,0.18794826418161392,True
astropy__astropy-12907,django__django-14351,-1.9736770614981651,-1.8691706657409668,0.10450639575719833,0.10450639575719833,True
astropy__astropy-12907,django__django-14376,-3.279712103307247,-3.33495032787323,-0.05523822456598282,0.05523822456598282,True
astropy__astropy-12907,django__django-14404,-2.6334494575858116,-2.6631988286972046,-0.029749371111392975,0.029749371111392975,True
astropy__astropy-12907,django__django-14493,1.3372097983956337,1.2341645956039429,-0.10304520279169083,0.10304520279169083,True
astropy__astropy-12907,django__django-14631,-2.1005565151572227,-1.9711664915084839,0.12939002364873886,0.12939002364873886,True
astropy__astropy-12907,django__django-14771,-1.02095677703619,-1.220403015613556,-0.19944623857736588,0.19944623857736588,True
astropy__astropy-12907,django__django-14999,-0.3164987787604332,-0.2685740292072296,0.04792474955320358,0.04792474955320358,True
astropy__astropy-12907,django__django-15022,-0.2829091176390648,-0.5325633734464645,-0.24965425580739975,0.24965425580739975,True
astropy__astropy-12907,django__django-15037,-1.258059285581112,-1.1774378418922424,0.08062144368886948,0.08062144368886948,True
astropy__astropy-12907,django__django-15127,-2.921958826482296,-3.045672059059143,-0.12371323257684708,0.12371323257684708,True
astropy__astropy-12907,django__django-15128,-0.8717379793524742,-1.1260417103767395,-0.2543037310242653,0.2543037310242653,True
astropy__astropy-12907,django__django-15161,-1.2727260813117027,-1.2630450129508972,0.009681068360805511,0.009681068360805511,True
astropy__astropy-12907,django__django-15268,-1.455002449452877,-1.5664969682693481,-0.1114945188164711,0.1114945188164711,True
astropy__astropy-12907,django__django-15375,-1.7007067427039146,-1.846238374710083,-0.14553163200616837,0.14553163200616837,True
astropy__astropy-12907,django__django-15503,-3.464282177388668,-3.571325182914734,-0.10704300552606583,0.10704300552606583,True
astropy__astropy-12907,django__django-15525,-0.5186186954379082,-0.5705916434526443,-0.051972948014736176,0.051972948014736176,True
astropy__astropy-12907,django__django-15554,-3.17811431735754,-3.4750360250473022,-0.2969217076897621,0.2969217076897621,True
astropy__astropy-12907,django__django-15572,0.8999733701348305,0.8678410053253174,-0.03213236480951309,0.03213236480951309,True
astropy__astropy-12907,django__django-15741,2.234420634806156,2.006454586982727,-0.2279660478234291,0.2279660478234291,True
astropy__astropy-12907,django__django-15814,0.557765282690525,0.43498694896698,-0.12277833372354507,0.12277833372354507,True
astropy__astropy-12907,django__django-15916,-2.3688453659415245,-2.6904081106185913,-0.3215627446770668,0.3215627446770668,True
astropy__astropy-12907,django__django-15930,-0.40691127628088,-0.6340554980561137,-0.22714422177523375,0.22714422177523375,True
astropy__astropy-12907,django__django-15987,0.23983431607484818,-0.1946447789669037,-0.43447909504175186,0.43447909504175186,False
astropy__astropy-12907,django__django-16032,-0.8557865843176842,-0.7570278644561768,0.09875871986150742,0.09875871986150742,True
astropy__astropy-12907,django__django-16315,-1.9025311693549156,-1.894730806350708,0.007800363004207611,0.007800363004207611,True
astropy__astropy-12907,django__django-16454,-2.5490187630057335,-3.0196651220321655,-0.47064635902643204,0.47064635902643204,True
astropy__astropy-12907,django__django-16560,-2.6275152191519737,-2.510471820831299,0.1170433983206749,0.1170433983206749,True
astropy__astropy-12907,django__django-16642,0.019181974232196808,-0.5632985681295395,-0.5824805423617363,0.5824805423617363,False
astropy__astropy-12907,django__django-16661,-0.9155800566077232,-0.8893582373857498,0.02622181922197342,0.02622181922197342,True
astropy__astropy-12907,django__django-16877,-1.305243156850338,-1.423925757408142,-0.11868260055780411,0.11868260055780411,True
astropy__astropy-12907,django__django-16899,1.1322532668709755,0.9002045392990112,-0.23204872757196426,0.23204872757196426,True
astropy__astropy-12907,django__django-16938,-3.427501581609249,-3.302876591682434,0.12462498992681503,0.12462498992681503,True
astropy__astropy-12907,django__django-16950,-3.67959775775671,-3.4395540952682495,0.24004366248846054,0.24004366248846054,True
astropy__astropy-12907,django__django-17084,-2.3086878284811974,-2.151938557624817,0.15674927085638046,0.15674927085638046,True
astropy__astropy-12907,django__django-7530,1.858855463564396,1.3387243747711182,-0.5201310887932777,0.5201310887932777,True
astropy__astropy-12907,matplotlib__matplotlib-14623,-1.4976672157645226,-1.4078582525253296,0.08980896323919296,0.08980896323919296,True
astropy__astropy-12907,matplotlib__matplotlib-20488,-3.456399582326412,-2.8498088121414185,0.6065907701849937,0.6065907701849937,True
astropy__astropy-12907,matplotlib__matplotlib-20676,-3.408737324178219,-3.4260674715042114,-0.017330147325992584,0.017330147325992584,True
astropy__astropy-12907,matplotlib__matplotlib-20826,-2.4563602432608604,-2.477292060852051,-0.020931817591190338,0.020931817591190338,True
astropy__astropy-12907,matplotlib__matplotlib-22865,-1.8831551298499107,-1.6792454719543457,0.20390965789556503,0.20390965789556503,True
astropy__astropy-12907,matplotlib__matplotlib-22871,-1.9483555778861046,-2.053284764289856,-0.10492918640375137,0.10492918640375137,True
astropy__astropy-12907,matplotlib__matplotlib-23314,0.669187642633915,0.39206552505493164,-0.2771221175789833,0.2771221175789833,True
astropy__astropy-12907,matplotlib__matplotlib-24026,0.9595858827233315,0.8652405738830566,-0.09434530884027481,0.09434530884027481,True
astropy__astropy-12907,matplotlib__matplotlib-24570,0.6595268025994301,0.19121932983398438,-0.4683074727654457,0.4683074727654457,True
astropy__astropy-12907,matplotlib__matplotlib-24627,-0.6457657441496849,-0.5956628695130348,0.050102874636650085,0.050102874636650085,True
astropy__astropy-12907,matplotlib__matplotlib-24637,-0.4834342524409294,-0.5791231244802475,-0.09568887203931808,0.09568887203931808,True
astropy__astropy-12907,matplotlib__matplotlib-25311,-1.2911589369177818,-1.1257609128952026,0.1653980240225792,0.1653980240225792,True
astropy__astropy-12907,matplotlib__matplotlib-25332,-1.0229273661971092,-1.1274310946464539,-0.10450372844934464,0.10450372844934464,True
astropy__astropy-12907,matplotlib__matplotlib-25775,-1.3028362020850182,-1.4057360291481018,-0.10289982706308365,0.10289982706308365,True
astropy__astropy-12907,matplotlib__matplotlib-26291,-1.0413021072745323,-0.9994887709617615,0.041813336312770844,0.041813336312770844,True
astropy__astropy-12907,mwaskom__seaborn-3069,-2.215659998357296,-2.1484787464141846,0.06718125194311142,0.06718125194311142,True
astropy__astropy-12907,psf__requests-1142,-0.855981670320034,-0.9171054065227509,-0.06112373620271683,0.06112373620271683,True
astropy__astropy-12907,psf__requests-1724,0.1856984868645668,-0.19215092062950134,-0.37784940749406815,0.37784940749406815,False
astropy__astropy-12907,psf__requests-1766,1.0783207193017006,0.5008609294891357,-0.5774597898125648,0.5774597898125648,True
astropy__astropy-12907,psf__requests-1921,-0.20449231564998627,-0.5571718066930771,-0.3526794910430908,0.3526794910430908,True
astropy__astropy-12907,psf__requests-2317,0.3114808276295662,-0.27033084630966187,-0.5818116739392281,0.5818116739392281,False
astropy__astropy-12907,psf__requests-2931,-2.1199676021933556,-2.3910768032073975,-0.2711092010140419,0.2711092010140419,True
astropy__astropy-12907,psf__requests-5414,-0.6624684557318687,-0.7365351617336273,-0.07406670600175858,0.07406670600175858,True
astropy__astropy-12907,pydata__xarray-2905,-0.5192969962954521,-0.6701780557632446,-0.1508810594677925,0.1508810594677925,True
astropy__astropy-12907,pydata__xarray-3993,-1.746711753308773,-1.7964277267456055,-0.04971597343683243,0.04971597343683243,True
astropy__astropy-12907,pydata__xarray-4687,-2.5841423496603966,-2.8999160528182983,-0.31577370315790176,0.31577370315790176,True
astropy__astropy-12907,pydata__xarray-4695,-1.6310365423560143,-1.561133861541748,0.0699026808142662,0.0699026808142662,True
astropy__astropy-12907,pydata__xarray-6599,-1.7522808536887169,-2.1443378925323486,-0.39205703884363174,0.39205703884363174,True
astropy__astropy-12907,pydata__xarray-6721,-1.4058259949088097,-1.2958741784095764,0.10995181649923325,0.10995181649923325,True
astropy__astropy-12907,pydata__xarray-6744,-1.1483375057578087,-0.9681806266307831,0.1801568791270256,0.1801568791270256,True
astropy__astropy-12907,pydata__xarray-7393,-1.3227044567465782,-1.2089475393295288,0.11375691741704941,0.11375691741704941,True
astropy__astropy-12907,pylint-dev__pylint-4970,-3.318041704595089,-3.383614420890808,-0.06557271629571915,0.06557271629571915,True
astropy__astropy-12907,pylint-dev__pylint-6386,-2.6590396389365196,-2.8173803091049194,-0.1583406701683998,0.1583406701683998,True
astropy__astropy-12907,pylint-dev__pylint-6528,-1.5245038494467735,-1.6813733577728271,-0.15686950832605362,0.15686950832605362,True
astropy__astropy-12907,pylint-dev__pylint-7080,-3.2053600773215294,-3.1448251008987427,0.06053497642278671,0.06053497642278671,True
astropy__astropy-12907,pylint-dev__pylint-7277,1.2894891276955605,0.8560385704040527,-0.4334505572915077,0.4334505572915077,True
astropy__astropy-12907,pytest-dev__pytest-10051,-2.5299455150961876,-2.289647698402405,0.2402978166937828,0.2402978166937828,True
astropy__astropy-12907,pytest-dev__pytest-5631,0.549312986433506,0.3224884867668152,-0.22682449966669083,0.22682449966669083,True
astropy__astropy-12907,pytest-dev__pytest-5787,-2.876616857945919,-2.7389036417007446,0.1377132162451744,0.1377132162451744,True
astropy__astropy-12907,pytest-dev__pytest-6197,-3.313363455235958,-3.0767637491226196,0.23659970611333847,0.23659970611333847,True
astropy__astropy-12907,pytest-dev__pytest-7205,0.7081069126725197,-0.15791365504264832,-0.866020567715168,0.866020567715168,False
astropy__astropy-12907,pytest-dev__pytest-7236,-0.23528118431568146,-0.3358086943626404,-0.10052751004695892,0.10052751004695892,True
astropy__astropy-12907,pytest-dev__pytest-7324,-2.6637786850333214,-2.431304931640625,0.23247375339269638,0.23247375339269638,True
astropy__astropy-12907,pytest-dev__pytest-7490,-1.251709721982479,-1.327356219291687,-0.07564649730920792,0.07564649730920792,True
astropy__astropy-12907,scikit-learn__scikit-learn-10908,-0.9036888107657433,-0.7497894242405891,0.1538993865251541,0.1538993865251541,True
astropy__astropy-12907,scikit-learn__scikit-learn-12682,-0.9995600208640099,-1.0140267610549927,-0.014466740190982819,0.014466740190982819,True
astropy__astropy-12907,scikit-learn__scikit-learn-12973,0.4521396532654762,0.03653508424758911,-0.4156045690178871,0.4156045690178871,True
astropy__astropy-12907,scikit-learn__scikit-learn-13124,-0.919866643846035,-1.089755892753601,-0.16988924890756607,0.16988924890756607,True
astropy__astropy-12907,scikit-learn__scikit-learn-14087,-1.3324316963553429,-1.4175382852554321,-0.08510658890008926,0.08510658890008926,True
astropy__astropy-12907,scikit-learn__scikit-learn-14983,-2.212988995015621,-1.8874366283416748,0.3255523666739464,0.3255523666739464,True
astropy__astropy-12907,scikit-learn__scikit-learn-25102,-2.270146034657955,-2.477960467338562,-0.20781443268060684,0.20781443268060684,True
astropy__astropy-12907,scikit-learn__scikit-learn-25747,-3.70510520786047,-4.077539801597595,-0.3724345937371254,0.3724345937371254,True
astropy__astropy-12907,sphinx-doc__sphinx-10323,-1.7864303812384605,-1.7372909784317017,0.04913940280675888,0.04913940280675888,True
astropy__astropy-12907,sphinx-doc__sphinx-10449,-1.2224827036261559,-1.058133602142334,0.16434910148382187,0.16434910148382187,True
astropy__astropy-12907,sphinx-doc__sphinx-10673,-0.7044252976775169,-0.7474682480096817,-0.043042950332164764,0.043042950332164764,True
astropy__astropy-12907,sphinx-doc__sphinx-11445,-1.9217421039938927,-1.7548290491104126,0.16691305488348007,0.16691305488348007,True
astropy__astropy-12907,sphinx-doc__sphinx-7440,0.271384097635746,0.06953436136245728,-0.20184973627328873,0.20184973627328873,True
astropy__astropy-12907,sphinx-doc__sphinx-7454,-1.6566380485892296,-1.677927851676941,-0.021289803087711334,0.021289803087711334,True
astropy__astropy-12907,sphinx-doc__sphinx-7889,0.36424798518419266,0.13030338287353516,-0.2339446023106575,0.2339446023106575,True
astropy__astropy-12907,sphinx-doc__sphinx-7910,-0.44656430929899216,-0.319802850484848,0.12676145881414413,0.12676145881414413,True
astropy__astropy-12907,sphinx-doc__sphinx-8035,-0.7259279116988182,-0.6519703455269337,0.07395756617188454,0.07395756617188454,True
astropy__astropy-12907,sphinx-doc__sphinx-8269,0.3416886404156685,0.028364062309265137,-0.31332457810640335,0.31332457810640335,True
astropy__astropy-12907,sphinx-doc__sphinx-8459,-1.0613394603133202,-1.1025135815143585,-0.04117412120103836,0.04117412120103836,True
astropy__astropy-12907,sphinx-doc__sphinx-8475,0.6365771070122719,0.4607325792312622,-0.17584452778100967,0.17584452778100967,True
astropy__astropy-12907,sphinx-doc__sphinx-8551,-2.345348261296749,-2.1873546838760376,0.15799357742071152,0.15799357742071152,True
astropy__astropy-12907,sphinx-doc__sphinx-8593,-1.61568071693182,-1.494781255722046,0.12089946120977402,0.12089946120977402,True
astropy__astropy-12907,sphinx-doc__sphinx-8595,1.3733025565743446,0.7305186986923218,-0.6427838578820229,0.6427838578820229,True
astropy__astropy-12907,sphinx-doc__sphinx-8621,-2.3134278282523155,-2.1948825120925903,0.11854531615972519,0.11854531615972519,True
astropy__astropy-12907,sphinx-doc__sphinx-9230,-2.3849376663565636,-2.2169471979141235,0.16799046844244003,0.16799046844244003,True
astropy__astropy-12907,sphinx-doc__sphinx-9258,-2.397155426442623,-2.417600154876709,-0.020444728434085846,0.020444728434085846,True
astropy__astropy-12907,sphinx-doc__sphinx-9281,0.003304228186607361,-0.22981512546539307,-0.23311935365200043,0.23311935365200043,False
astropy__astropy-12907,sphinx-doc__sphinx-9591,-2.5123533234000206,-2.4775068759918213,0.03484644740819931,0.03484644740819931,True
astropy__astropy-12907,sphinx-doc__sphinx-9658,-2.2494584545493126,-2.3814796209335327,-0.13202116638422012,0.13202116638422012,True
astropy__astropy-12907,sphinx-doc__sphinx-9711,1.3439426198601723,0.8556675910949707,-0.48827502876520157,0.48827502876520157,True
astropy__astropy-12907,sympy__sympy-12419,-0.8434861525893211,-0.8983965814113617,-0.05491042882204056,0.05491042882204056,True
astropy__astropy-12907,sympy__sympy-12481,0.14983520656824112,0.09989142417907715,-0.04994378238916397,0.04994378238916397,True
astropy__astropy-12907,sympy__sympy-13031,-2.4945353493094444,-2.665993094444275,-0.17145774513483047,0.17145774513483047,True
astropy__astropy-12907,sympy__sympy-13091,-3.4702669605612755,-3.4481831789016724,0.02208378165960312,0.02208378165960312,True
astropy__astropy-12907,sympy__sympy-13551,-1.94826128333807,-2.2479381561279297,-0.29967687278985977,0.29967687278985977,True
astropy__astropy-12907,sympy__sympy-13615,-1.9840173944830894,-2.1609641313552856,-0.1769467368721962,0.1769467368721962,True
astropy__astropy-12907,sympy__sympy-13757,-1.308672808110714,-1.3530047535896301,-0.04433194547891617,0.04433194547891617,True
astropy__astropy-12907,sympy__sympy-13877,-2.451511763036251,-2.851446032524109,-0.3999342694878578,0.3999342694878578,True
astropy__astropy-12907,sympy__sympy-13878,-1.1393317207694054,-1.2140616178512573,-0.07472989708185196,0.07472989708185196,True
astropy__astropy-12907,sympy__sympy-13974,-3.5198039039969444,-3.4435704946517944,0.07623340934515,0.07623340934515,True
astropy__astropy-12907,sympy__sympy-14976,-0.8605434522032738,-1.3216621279716492,-0.4611186757683754,0.4611186757683754,True
astropy__astropy-12907,sympy__sympy-15017,-1.6212895140051842,-1.834385633468628,-0.21309611946344376,0.21309611946344376,True
astropy__astropy-12907,sympy__sympy-15345,-1.46165182441473,-1.364963412284851,0.096688412129879,0.096688412129879,True
astropy__astropy-12907,sympy__sympy-15599,-3.068656586110592,-2.9774802923202515,0.09117629379034042,0.09117629379034042,True
astropy__astropy-12907,sympy__sympy-15809,-0.0066907331347465515,-0.05169987678527832,-0.04500914365053177,0.04500914365053177,True
astropy__astropy-12907,sympy__sympy-15875,-0.7330355271697044,-1.0307921171188354,-0.297756589949131,0.297756589949131,True
astropy__astropy-12907,sympy__sympy-15976,-3.3385290130972862,-3.1194416284561157,0.2190873846411705,0.2190873846411705,True
astropy__astropy-12907,sympy__sympy-16792,-0.8777393326163292,-0.9640783071517944,-0.08633897453546524,0.08633897453546524,True
astropy__astropy-12907,sympy__sympy-17655,0.154507078230381,0.1914675235748291,0.03696044534444809,0.03696044534444809,True
astropy__astropy-12907,sympy__sympy-18211,-1.3306557163596153,-1.478453814983368,-0.1477980986237526,0.1477980986237526,True
astropy__astropy-12907,sympy__sympy-18698,-2.483111284673214,-2.8297163248062134,-0.3466050401329994,0.3466050401329994,True
astropy__astropy-12907,sympy__sympy-18763,-0.9333139285445213,-1.4379702806472778,-0.5046563521027565,0.5046563521027565,True
astropy__astropy-12907,sympy__sympy-19040,-3.452307604253292,-3.5061196088790894,-0.05381200462579727,0.05381200462579727,True
astropy__astropy-12907,sympy__sympy-19495,-0.7811639532446861,-1.0559286773204803,-0.2747647240757942,0.2747647240757942,True
astropy__astropy-12907,sympy__sympy-19783,-1.2733820900321007,-1.3388159275054932,-0.06543383747339249,0.06543383747339249,True
astropy__astropy-12907,sympy__sympy-20590,-1.3006963953375816,-1.2547635436058044,0.04593285173177719,0.04593285173177719,True
astropy__astropy-12907,sympy__sympy-20801,0.14717743545770645,-0.09396731853485107,-0.24114475399255753,0.24114475399255753,False
astropy__astropy-12907,sympy__sympy-21379,-1.8305338844656944,-2.111956238746643,-0.28142235428094864,0.28142235428094864,True
astropy__astropy-12907,sympy__sympy-23950,0.44702277332544327,-0.12241977453231812,-0.5694425478577614,0.5694425478577614,False
astropy__astropy-12907,sympy__sympy-24562,-1.7782402262091637,-1.6177232265472412,0.16051699966192245,0.16051699966192245,True
astropy__astropy-13453,astropy__astropy-13579,1.7304396033287048,1.4572312831878662,-0.2732083201408386,0.2732083201408386,True
astropy__astropy-13453,astropy__astropy-14096,1.6280078291893005,1.3764600157737732,-0.25154781341552734,0.25154781341552734,True
astropy__astropy-13453,astropy__astropy-14369,-2.357956051826477,-2.279183030128479,0.07877302169799805,0.07877302169799805,True
astropy__astropy-13453,astropy__astropy-14539,1.7368020415306091,1.5537745952606201,-0.183027446269989,0.183027446269989,True
astropy__astropy-13453,django__django-10097,-0.6847132444381714,-1.0729985237121582,-0.3882852792739868,0.3882852792739868,True
astropy__astropy-13453,django__django-10880,1.9778972268104553,1.886031150817871,-0.09186607599258423,0.09186607599258423,True
astropy__astropy-13453,django__django-11141,-2.4433621168136597,-2.4747687578201294,-0.03140664100646973,0.03140664100646973,True
astropy__astropy-13453,django__django-11149,-1.1464020013809204,-1.5697084665298462,-0.4233064651489258,0.4233064651489258,True
astropy__astropy-13453,django__django-11206,-0.976607084274292,-1.1502952575683594,-0.17368817329406738,0.17368817329406738,True
astropy__astropy-13453,django__django-11211,1.2660589814186096,1.3141761422157288,0.04811716079711914,0.04811716079711914,True
astropy__astropy-13453,django__django-11239,-1.3188260793685913,-1.0469791889190674,0.2718468904495239,0.2718468904495239,True
astropy__astropy-13453,django__django-11265,-0.8684650659561157,-1.1212295293807983,-0.2527644634246826,0.2527644634246826,True
astropy__astropy-13453,django__django-11276,1.9278604984283447,1.9115732908248901,-0.01628720760345459,0.01628720760345459,True
astropy__astropy-13453,django__django-11292,2.431963801383972,2.235172748565674,-0.19679105281829834,0.19679105281829834,True
astropy__astropy-13453,django__django-11333,-0.2141779661178589,-0.03644835948944092,0.17772960662841797,0.17772960662841797,True
astropy__astropy-13453,django__django-11451,2.504350185394287,2.266510844230652,-0.23783934116363525,0.23783934116363525,True
astropy__astropy-13453,django__django-11490,-0.6435263156890869,-0.861646294593811,-0.21811997890472412,0.21811997890472412,True
astropy__astropy-13453,django__django-11532,-0.21310186386108398,-0.41701555252075195,-0.20391368865966797,0.20391368865966797,True
astropy__astropy-13453,django__django-11555,-0.6970661878585815,-0.7262154817581177,-0.029149293899536133,0.029149293899536133,True
astropy__astropy-13453,django__django-11749,1.5880941152572632,1.4568845629692078,-0.13120955228805542,0.13120955228805542,True
astropy__astropy-13453,django__django-11815,1.2752183079719543,0.9167840480804443,-0.35843425989151,0.35843425989151,True
astropy__astropy-13453,django__django-11848,-1.2003031969070435,-1.330061435699463,-0.12975823879241943,0.12975823879241943,True
astropy__astropy-13453,django__django-11964,-0.9218976497650146,-1.4694143533706665,-0.5475167036056519,0.5475167036056519,True
astropy__astropy-13453,django__django-11999,2.5661882162094116,2.5881916284561157,0.0220034122467041,0.0220034122467041,True
astropy__astropy-13453,django__django-12039,0.34429651498794556,0.3906610310077667,0.04636451601982117,0.04636451601982117,True
astropy__astropy-13453,django__django-12125,-0.3781536817550659,-0.2860220670700073,0.0921316146850586,0.0921316146850586,True
astropy__astropy-13453,django__django-12193,0.9325149990618229,0.4807450957596302,-0.4517699033021927,0.4517699033021927,True
