instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
pandas-dev__pandas-fd43d4b,1,3,4,3,3,3,0,3,3,3,2,2,3,1,3,2,1,1,3,3,2026-03-07T02:49:43.354113,claude-sonnet-4-6,anthropic,pandas-dev__pandas-fd43d4b,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-84aca21,0,2,4,3,3,3,0,3,3,2,3,3,2,1,3,5,3,4,4,4,2026-03-07T02:49:43.415804,claude-sonnet-4-6,anthropic,pandas-dev__pandas-84aca21,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-d377cc9,1,2,4,3,3,3,0,3,3,3,3,2,3,1,3,2,1,1,4,4,2026-03-07T02:49:35.202771,claude-sonnet-4-6,anthropic,pandas-dev__pandas-d377cc9,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0
numpy__numpy-11a7e2d,0,2,4,4,4,3,0,3,3,2,4,3,3,1,3,3,3,2,4,4,2026-03-07T02:49:22.566985,claude-sonnet-4-6,anthropic,numpy__numpy-11a7e2d,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
uploadcare__pillow-simd-b4045cf,0,2,5,4,5,4,0,3,3,3,4,3,2,1,3,3,3,2,5,4,2026-03-07T02:49:49.441083,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-b4045cf,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-191557d,0,2,4,3,3,3,0,3,3,2,3,3,2,1,3,2,2,1,3,3,2026-03-07T02:49:42.529848,claude-sonnet-4-6,anthropic,pandas-dev__pandas-191557d,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0
uploadcare__pillow-simd-0514e20,0,2,5,4,5,4,0,3,2,3,2,1,2,1,3,3,4,1,5,3,2026-03-07T02:49:48.783389,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-0514e20,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-ccca5df,0,2,4,3,3,3,0,3,3,3,3,3,3,1,3,3,1,1,5,5,2026-03-07T02:49:35.701735,claude-sonnet-4-6,anthropic,pandas-dev__pandas-ccca5df,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-e7e3676,0,2,4,3,3,3,0,3,3,3,3,3,3,1,3,2,2,1,4,4,2026-03-07T02:49:37.196691,claude-sonnet-4-6,anthropic,pandas-dev__pandas-e7e3676,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-248c60e,1,2,4,3,3,3,0,3,2,2,2,2,2,1,2,4,3,4,5,5,2026-03-07T02:49:26.308032,claude-sonnet-4-6,anthropic,numpy__numpy-248c60e,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-ec52363,0,2,5,4,4,4,0,3,3,3,3,2,3,1,3,4,3,4,2,3,2026-03-07T02:49:27.247190,claude-sonnet-4-6,anthropic,numpy__numpy-ec52363,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-9d6d587,0,2,4,4,3,3,0,3,2,2,3,2,2,1,3,4,2,3,2,2,2026-03-07T02:49:48.592967,claude-sonnet-4-6,anthropic,pandas-dev__pandas-9d6d587,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
numpy__numpy-cedba62,0,2,4,3,3,3,0,3,3,3,3,2,3,1,3,2,2,1,3,2,2026-03-07T02:49:20.847232,claude-sonnet-4-6,anthropic,numpy__numpy-cedba62,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0
numpy__numpy-905d37e,0,2,4,4,3,3,0,3,2,2,3,2,2,1,3,4,3,2,3,3,2026-03-07T02:49:27.474860,claude-sonnet-4-6,anthropic,numpy__numpy-905d37e,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-83c780d,0,2,4,3,3,3,0,3,3,3,3,2,3,1,2,3,2,1,5,5,2026-03-07T02:49:19.896244,claude-sonnet-4-6,anthropic,numpy__numpy-83c780d,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0
tornadoweb__tornado-4d4c1e0,0,2,4,3,3,3,0,3,2,2,3,2,2,1,2,2,2,1,5,5,2026-03-07T02:49:52.431718,claude-sonnet-4-6,anthropic,tornadoweb__tornado-4d4c1e0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0
pandas-dev__pandas-1c2ad16,0,2,4,3,3,3,0,3,2,2,3,3,2,1,3,2,2,1,3,4,2026-03-07T02:49:32.938122,claude-sonnet-4-6,anthropic,pandas-dev__pandas-1c2ad16,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
huggingface__datasets-c5464b3,1,3,4,3,3,3,0,3,3,3,2,2,3,1,3,3,3,2,4,4,2026-03-07T02:49:21.910248,claude-sonnet-4-6,anthropic,huggingface__datasets-c5464b3,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0
numpy__numpy-e801e7a,0,2,4,3,3,3,0,3,2,2,3,2,2,1,2,4,3,4,5,5,2026-03-07T02:49:26.093918,claude-sonnet-4-6,anthropic,numpy__numpy-e801e7a,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
numpy__numpy-ba89ef9,0,2,5,4,4,3,0,3,3,3,4,3,3,1,3,2,3,1,4,4,2026-03-07T02:49:19.473305,claude-sonnet-4-6,anthropic,numpy__numpy-ba89ef9,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-2421931,0,2,4,3,3,3,0,3,3,2,3,3,2,1,3,2,2,1,5,5,2026-03-07T02:49:42.851886,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2421931,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-71c94af,0,2,4,3,3,3,0,3,2,2,2,2,2,1,2,2,1,1,3,3,2026-03-07T02:49:37.213505,claude-sonnet-4-6,anthropic,pandas-dev__pandas-71c94af,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0
pandas-dev__pandas-ad3f3f7,0,2,4,4,3,3,0,3,3,3,3,2,3,1,3,3,3,2,3,4,2026-03-07T02:49:40.757717,claude-sonnet-4-6,anthropic,pandas-dev__pandas-ad3f3f7,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0
numpy__numpy-ef5e545,0,2,4,3,3,3,0,3,3,3,2,2,3,1,2,3,2,2,4,4,2026-03-07T02:49:21.049896,claude-sonnet-4-6,anthropic,numpy__numpy-ef5e545,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0
numpy__numpy-1b861a2,0,2,4,3,3,3,0,3,3,3,2,2,3,1,3,2,2,1,5,5,2026-03-07T02:49:26.139990,claude-sonnet-4-6,anthropic,numpy__numpy-1b861a2,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0
numpy__numpy-cb461ba,0,2,4,3,3,3,0,3,3,2,2,2,2,1,2,3,3,2,5,5,2026-03-07T02:49:29.725995,claude-sonnet-4-6,anthropic,numpy__numpy-cb461ba,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
uploadcare__pillow-simd-9e60023,0,2,5,4,5,4,0,3,2,2,4,3,2,1,3,4,3,3,5,4,2026-03-07T02:49:46.728743,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-9e60023,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0
numpy__numpy-1fcda82,0,2,4,3,4,3,0,3,2,2,4,3,2,1,3,4,3,4,5,5,2026-03-07T02:49:32.239104,claude-sonnet-4-6,anthropic,numpy__numpy-1fcda82,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0
numpy__numpy-ee75c87,0,2,4,3,3,3,0,3,3,3,2,2,3,1,2,4,2,4,5,5,2026-03-07T02:49:28.245698,claude-sonnet-4-6,anthropic,numpy__numpy-ee75c87,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
huggingface__tokenizers-fc76ad4,0,2,5,4,4,4,0,3,3,3,4,3,3,1,3,3,3,2,3,3,2026-03-07T02:49:50.032591,claude-sonnet-4-6,anthropic,huggingface__tokenizers-fc76ad4,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0
numpy__numpy-780799b,0,2,4,4,3,3,0,3,2,2,4,3,2,1,2,4,2,3,3,3,2026-03-07T02:49:31.876987,claude-sonnet-4-6,anthropic,numpy__numpy-780799b,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-2f4c93e,0,2,4,4,3,3,0,3,2,2,3,2,2,1,3,3,3,2,3,4,2026-03-07T02:49:41.252922,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2f4c93e,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-2a08b05,0,2,4,3,3,3,0,3,2,3,3,2,2,1,3,2,2,1,3,2,2026-03-07T02:49:35.286311,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2a08b05,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-f1211e7,0,2,4,3,3,3,0,3,3,3,3,2,3,1,3,3,2,3,3,3,2026-03-07T02:49:34.509412,claude-sonnet-4-6,anthropic,pandas-dev__pandas-f1211e7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-cb0d7cd,1,2,4,3,4,3,0,3,3,3,3,3,3,1,2,3,2,3,5,5,2026-03-07T02:49:28.146879,claude-sonnet-4-6,anthropic,numpy__numpy-cb0d7cd,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
abetlen__llama-cpp-python-218d361,0,2,4,3,4,4,0,3,2,2,3,2,2,1,3,3,2,1,4,5,2026-03-07T02:49:21.439303,claude-sonnet-4-6,anthropic,abetlen__llama-cpp-python-218d361,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0
numpy__numpy-382b3ff,0,1,4,3,4,3,0,3,2,2,4,3,2,1,2,3,3,2,3,4,2026-03-07T02:49:19.757242,claude-sonnet-4-6,anthropic,numpy__numpy-382b3ff,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
numpy__numpy-5f94eb8,0,2,5,4,4,4,0,3,2,2,3,2,2,1,3,3,2,1,5,5,2026-03-07T02:49:19.543187,claude-sonnet-4-6,anthropic,numpy__numpy-5f94eb8,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
uploadcare__pillow-simd-7511039,0,2,5,4,5,4,0,3,2,2,3,2,2,1,3,3,2,2,5,4,2026-03-07T02:49:46.263736,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-7511039,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0
numpy__numpy-be52f19,0,2,5,4,4,4,0,3,2,2,4,3,2,1,2,2,3,1,4,4,2026-03-07T02:49:28.703590,claude-sonnet-4-6,anthropic,numpy__numpy-be52f19,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
numpy__numpy-728fedc,0,2,4,3,3,3,0,3,2,2,3,2,2,1,2,3,2,1,5,5,2026-03-07T02:49:27.098106,claude-sonnet-4-6,anthropic,numpy__numpy-728fedc,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-5d82d8b,1,2,4,3,3,3,0,3,2,2,3,2,2,1,3,4,2,3,2,3,2026-03-07T02:49:35.585348,claude-sonnet-4-6,anthropic,pandas-dev__pandas-5d82d8b,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
tornadoweb__tornado-9a18f6c,0,2,4,3,3,4,0,3,2,2,2,2,2,1,3,2,2,1,4,2,2026-03-07T02:49:51.310985,claude-sonnet-4-6,anthropic,tornadoweb__tornado-9a18f6c,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0
pandas-dev__pandas-65bca65,1,3,4,3,3,3,0,3,2,2,2,1,2,1,2,3,2,2,2,3,2026-03-07T02:49:33.657061,claude-sonnet-4-6,anthropic,pandas-dev__pandas-65bca65,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-22ab9aa,0,2,4,3,3,3,0,3,3,3,3,2,3,1,2,3,2,2,5,5,2026-03-07T02:49:19.925018,claude-sonnet-4-6,anthropic,numpy__numpy-22ab9aa,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
huggingface__transformers-d51b589,0,2,4,4,4,4,0,3,2,2,3,2,2,1,2,2,2,1,3,4,2026-03-07T02:49:54.695808,claude-sonnet-4-6,anthropic,huggingface__transformers-d51b589,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0
pandas-dev__pandas-81b5f1d,0,2,4,3,3,3,0,3,2,2,4,3,2,1,3,2,2,1,2,3,2026-03-07T02:49:39.155191,claude-sonnet-4-6,anthropic,pandas-dev__pandas-81b5f1d,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
numpy__numpy-eb21b25,0,2,5,4,4,4,0,3,3,3,4,3,3,1,3,2,3,1,4,4,2026-03-07T02:49:29.444901,claude-sonnet-4-6,anthropic,numpy__numpy-eb21b25,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-061c2e9,0,2,4,3,3,3,0,3,3,2,3,2,2,1,3,2,3,1,4,4,2026-03-07T02:49:39.538035,claude-sonnet-4-6,anthropic,pandas-dev__pandas-061c2e9,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-233bd83,1,2,4,3,3,3,0,3,3,3,3,3,3,1,3,4,3,4,4,4,2026-03-07T02:49:35.507414,claude-sonnet-4-6,anthropic,pandas-dev__pandas-233bd83,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-794f474,0,2,4,3,3,3,0,3,2,2,4,3,2,1,3,2,3,1,5,5,2026-03-07T02:49:19.851425,claude-sonnet-4-6,anthropic,numpy__numpy-794f474,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0
python-pillow__Pillow-fd8ee84,1,2,4,3,2,3,0,3,2,3,2,1,2,1,2,3,2,2,1,2,2026-03-07T02:50:00.652429,claude-sonnet-4-6,anthropic,python-pillow__Pillow-fd8ee84,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0
pydantic__pydantic-addf1f9,1,3,4,3,3,3,0,3,3,3,3,2,3,1,3,3,2,1,4,4,2026-03-07T02:49:49.365755,claude-sonnet-4-6,anthropic,pydantic__pydantic-addf1f9,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0
numpy__numpy-19bfa3f,0,2,4,3,3,3,0,3,3,3,3,2,3,1,3,4,2,3,5,5,2026-03-07T02:49:21.888039,claude-sonnet-4-6,anthropic,numpy__numpy-19bfa3f,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-c34da50,1,2,4,3,3,3,0,3,3,3,3,3,3,1,3,2,2,2,3,3,2026-03-07T02:49:36.035755,claude-sonnet-4-6,anthropic,pandas-dev__pandas-c34da50,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
pandas-dev__pandas-c51c2a7,0,2,4,3,3,3,0,3,2,2,4,3,2,1,3,3,3,3,2,3,2026-03-07T02:49:38.671175,claude-sonnet-4-6,anthropic,pandas-dev__pandas-c51c2a7,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
pandas-dev__pandas-37e9e06,1,2,4,3,3,3,0,3,2,3,2,2,2,1,1,4,2,4,2,3,2026-03-07T02:49:35.488640,claude-sonnet-4-6,anthropic,pandas-dev__pandas-37e9e06,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
pydantic__pydantic-c2647ab,0,2,4,3,3,3,0,3,3,2,3,2,2,1,2,2,2,1,5,5,2026-03-07T02:49:50.690595,claude-sonnet-4-6,anthropic,pydantic__pydantic-c2647ab,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0
pydantic__pydantic-4a09447,0,2,4,3,3,3,0,3,2,2,2,2,2,1,2,2,2,1,2,3,2026-03-07T02:49:48.349449,claude-sonnet-4-6,anthropic,pydantic__pydantic-4a09447,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0
huggingface__transformers-253f9a3,1,2,4,3,3,3,0,3,2,3,2,1,2,1,2,2,2,1,2,3,2026-03-07T02:49:52.338371,claude-sonnet-4-6,anthropic,huggingface__transformers-253f9a3,4.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0
huggingface__transformers-211f93a,0,2,4,3,3,3,0,3,2,3,2,1,3,1,2,2,2,2,3,4,2026-03-07T02:49:53.659761,claude-sonnet-4-6,anthropic,huggingface__transformers-211f93a,4.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0
huggingface__tokenizers-bfd9cde,1,3,4,4,4,3,0,3,2,3,4,3,2,1,3,3,3,2,4,4,2026-03-07T02:49:51.382355,claude-sonnet-4-6,anthropic,huggingface__tokenizers-bfd9cde,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0
pandas-dev__pandas-e8961f1,0,2,4,4,3,3,0,3,3,3,3,3,3,1,3,3,3,1,4,4,2026-03-07T02:49:36.218548,claude-sonnet-4-6,anthropic,pandas-dev__pandas-e8961f1,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-2cdca01,1,3,3,2,2,2,1,3,3,2,2,2,2,1,2,2,2,1,3,3,2026-03-07T02:49:42.379673,claude-sonnet-4-6,anthropic,pandas-dev__pandas-2cdca01,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0
uploadcare__pillow-simd-2818b90,0,2,5,4,5,4,0,3,2,2,3,2,2,1,3,2,2,1,5,4,2026-03-07T02:49:47.975411,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-2818b90,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0
huggingface__transformers-63b90a5,0,2,4,4,3,3,0,3,2,3,3,2,3,1,3,3,3,2,3,3,2026-03-07T02:49:59.444333,claude-sonnet-4-6,anthropic,huggingface__transformers-63b90a5,4.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0
numpy__numpy-7ff7ec7,0,2,3,3,3,3,0,3,3,3,2,1,3,1,3,5,3,4,2,2,2026-03-07T02:49:20.445509,claude-sonnet-4-6,anthropic,numpy__numpy-7ff7ec7,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0
pandas-dev__pandas-bfaf917,1,2,3,3,3,3,0,3,2,3,2,2,2,1,2,2,2,1,3,3,2026-03-07T02:49:36.531395,claude-sonnet-4-6,anthropic,pandas-dev__pandas-bfaf917,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-68eead8,0,2,4,4,4,3,0,3,2,2,3,2,2,1,3,4,3,4,3,4,2026-03-07T02:49:28.725469,claude-sonnet-4-6,anthropic,numpy__numpy-68eead8,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0
abetlen__llama-cpp-python-2bc1d97,0,2,4,3,4,4,0,2,1,2,4,2,1,1,3,3,2,1,4,5,2026-03-07T02:49:21.944777,claude-sonnet-4-6,anthropic,abetlen__llama-cpp-python-2bc1d97,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0
python-pillow__Pillow-63f398b,0,2,4,3,3,3,0,3,2,2,2,1,2,1,2,4,2,4,4,2,2026-03-07T02:49:44.302332,claude-sonnet-4-6,anthropic,python-pillow__Pillow-63f398b,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
pandas-dev__pandas-235113e,1,2,4,3,3,3,0,3,3,3,3,2,3,1,3,2,1,1,1,2,2026-03-07T02:49:33.432598,claude-sonnet-4-6,anthropic,pandas-dev__pandas-235113e,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0
pydantic__pydantic-ac9e6ee,0,2,4,3,3,3,0,3,3,3,3,3,3,1,3,4,2,4,5,5,2026-03-07T02:49:50.031077,claude-sonnet-4-6,anthropic,pydantic__pydantic-ac9e6ee,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0
numpy__numpy-2540554,0,2,4,4,3,3,0,3,3,3,3,2,3,1,3,3,3,2,4,4,2026-03-07T02:49:27.676299,claude-sonnet-4-6,anthropic,numpy__numpy-2540554,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0
pandas-dev__pandas-c6cf37a,1,3,4,3,3,3,0,3,3,3,3,2,3,1,3,2,3,1,3,3,2026-03-07T02:49:41.540049,claude-sonnet-4-6,anthropic,pandas-dev__pandas-c6cf37a,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0
pandas-dev__pandas-438b957,1,3,4,4,3,3,0,3,3,3,3,2,3,1,3,3,2,2,3,4,2026-03-07T02:49:44.325847,claude-sonnet-4-6,anthropic,pandas-dev__pandas-438b957,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0
uploadcare__pillow-simd-6eacce9,0,2,4,3,3,3,0,3,3,3,2,2,2,1,2,2,3,1,5,4,2026-03-07T02:49:45.137316,claude-sonnet-4-6,anthropic,uploadcare__pillow-simd-6eacce9,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0
tornadoweb__tornado-ac13ee5,0,2,4,3,3,3,0,3,2,3,2,1,2,1,2,3,2,2,5,5,2026-03-07T02:49:51.099032,claude-sonnet-4-6,anthropic,tornadoweb__tornado-ac13ee5,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0
numpy__numpy-567b57d,0,2,4,3,3,3,0,3,3,3,2,2,3,1,2,3,2,2,5,5,2026-03-07T02:49:26.413483,claude-sonnet-4-6,anthropic,numpy__numpy-567b57d,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
numpy__numpy-2dfd21e,0,2,5,4,4,4,0,3,3,3,4,3,3,1,2,2,3,1,5,5,2026-03-07T02:49:27.621584,claude-sonnet-4-6,anthropic,numpy__numpy-2dfd21e,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
numpy__numpy-28706af,0,2,4,3,4,3,0,3,3,2,4,3,2,1,3,2,3,1,5,5,2026-03-07T02:49:20.895691,claude-sonnet-4-6,anthropic,numpy__numpy-28706af,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
pandas-dev__pandas-9a6c8f0,0,1,4,3,3,3,0,2,1,2,4,4,1,1,3,2,3,1,3,3,2026-03-07T02:49:32.868510,claude-sonnet-4-6,anthropic,pandas-dev__pandas-9a6c8f0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
