,a,b,a_std,b_std
matplotlib__matplotlib-21568,9.82639690878611,0.44603031873703003,0.43503737,0.5332885
django__django-10097,2.2251955545153073,-0.17422135174274445,0.14711091,0.36773658
astropy__astropy-13579,8.038224697543434,-1.8139935731887817,0.30058444,0.34655568
django__django-14539,6.460542922058944,-2.1011457443237305,0.37691873,0.20337898
pytest-dev__pytest-5262,10.663676253289811,-1.6330530643463135,0.35199425,0.2399555
django__django-14855,7.135635830647259,-3.4328041076660156,0.40847307,0.44260672
sympy__sympy-12419,10.568432929314127,-0.5932188630104065,0.4072739,0.27072522
django__django-13109,12.074450946195338,-2.9668946266174316,0.40899742,0.3413746
django__django-11133,6.686281646159934,-3.3800504207611084,0.37292886,0.40517
django__django-13449,11.074962476459703,-1.4748382568359375,0.34431943,0.33411008
pytest-dev__pytest-10051,8.034984613303417,-0.8979700207710266,0.40762842,0.47845864
scikit-learn__scikit-learn-14141,7.907391059506836,-3.7294790744781494,0.2406458,0.36209834
sympy__sympy-18211,11.558758777143595,-0.58631432056427,0.3496417,0.27522343
sympy__sympy-21847,9.19211342963027,-2.4866597652435303,0.42951354,0.28737393
pydata__xarray-7229,8.675135531548099,1.0632513761520386,0.47694865,0.8066025
scikit-learn__scikit-learn-13328,8.863766511145649,-2.719595193862915,0.330222,0.36118215
django__django-14725,9.579482076513099,0.20729734003543854,0.41836286,0.62212306
sympy__sympy-21596,8.267639453082733,0.5479880571365356,0.38941258,0.8400319
django__django-15525,6.327377327881969,-1.229252815246582,0.26327467,0.33196017
sympy__sympy-13974,6.820367062794416,-0.8819776177406311,0.37691414,0.40767995
django__django-11964,6.782780403465139,-1.3508652448654175,0.38640952,0.32815734
django__django-15561,11.705339430204926,-1.3945704698562622,0.42643094,0.2496034
django__django-11885,9.468092177489478,0.8491933345794678,0.4345338,0.4179644
pytest-dev__pytest-7521,15.706678712638885,-1.5357370376586914,0.42001987,0.35990363
sympy__sympy-16886,4.937521027810317,-2.2052550315856934,0.2681697,0.2628312
scikit-learn__scikit-learn-12973,12.802792424320641,-2.090120553970337,0.42415255,0.38521692
pytest-dev__pytest-7205,10.914517713958439,-2.7107043266296387,0.3345903,0.3587195
django__django-15315,10.753094739485576,-2.4160399436950684,0.33983254,0.35062683
django__django-13346,11.403470750344319,-0.3149704337120056,0.43845186,0.31794715
django__django-11951,8.235974445045537,-2.4042468070983887,0.41042262,0.31921387
sympy__sympy-18199,8.353635860843168,1.2433192729949951,0.41270816,0.7004745
django__django-11551,10.212417127282892,-2.464466094970703,0.37923968,0.27962363
django__django-13807,4.858651624068727,-0.608387291431427,0.33702046,0.3483866
django__django-13417,10.349531388552574,-2.5594253540039062,0.39710045,0.30043432
matplotlib__matplotlib-25479,8.275884977240693,0.7399157881736755,0.40662608,0.8064623
django__django-10973,10.716263214254079,-2.1904778480529785,0.390975,0.29138884
django__django-11292,12.775660748722668,-1.7700867652893066,0.4419765,0.24275997
django__django-16454,6.5841657318292865,-1.1137713193893433,0.30001274,0.3084288
django__django-11451,6.671214158152527,-3.5963425636291504,0.4605071,0.40720746
django__django-11848,7.6744774727321134,-1.8303101062774658,0.42016518,0.31785432
django__django-17029,5.074846044225461,-3.6281139850616455,0.33811504,0.45406064
scikit-learn__scikit-learn-10908,11.817149238126536,-1.4733721017837524,0.3086997,0.36088765
sphinx-doc__sphinx-8475,9.052583047187655,-2.164703845977783,0.33931682,0.3749739
astropy__astropy-13398,9.688095514895112,1.092665672302246,0.46628863,0.78182864
sympy__sympy-19783,7.041938972361225,-0.9977717399597168,0.307003,0.32039428
scikit-learn__scikit-learn-25747,5.9487830790970495,-0.3465980887413025,0.3127199,0.2359975
sphinx-doc__sphinx-7454,9.407031695255823,-1.0194954872131348,0.50849456,0.3965233
django__django-13568,13.542105100414016,-1.4001002311706543,0.359355,0.38624024
django__django-13551,10.756640973165952,-1.1762323379516602,0.25952986,0.34912434
pylint-dev__pylint-6386,6.367229592730304,-1.167769432067871,0.44196528,0.4419195
pylint-dev__pylint-6528,12.452437532190816,-0.7147572040557861,0.38707834,0.3084219
sphinx-doc__sphinx-9711,8.526048534834421,-2.322293996810913,0.28605908,0.35988522
astropy__astropy-14096,12.147344730942134,-1.725178599357605,0.1360068,0.33168238
sympy__sympy-22080,10.271708689113927,1.1694343090057373,0.39446747,0.6695103
sympy__sympy-17318,5.378524364556285,-1.5458946228027344,0.4825363,0.54414064
django__django-12741,10.16728288714852,-1.7141765356063843,0.3073421,0.34702426
django__django-16485,10.721681090611959,-3.228717803955078,0.39588222,0.36409545
matplotlib__matplotlib-24970,9.641073461512958,-1.8138571977615356,0.37416106,0.22261271
django__django-16256,9.256229050626862,0.5299879908561707,0.45039237,0.55646807
django__django-13344,8.56429114083195,0.7889853715896606,0.552267,0.6389531
sympy__sympy-13551,9.252098736152554,-0.9522426128387451,0.47199222,0.42614114
sympy__sympy-13757,8.977872556537479,-0.6660522818565369,0.19638416,0.3185508
pylint-dev__pylint-7080,3.382345883527396,-0.8163809776306152,0.24766907,0.67184436
django__django-11265,10.533785870068952,-1.1512200832366943,0.36757314,0.3317874
sphinx-doc__sphinx-8548,8.10461144750873,0.34227702021598816,0.4063234,0.5468003
sphinx-doc__sphinx-8595,7.777917312543091,-2.284073829650879,0.4090146,0.30327564
astropy__astropy-12907,9.910545251305685,-1.2607911825180054,0.32068118,0.35927218
django__django-12304,7.254178406712165,-1.457485318183899,0.32568038,0.3994421
sphinx-doc__sphinx-9658,7.621225586007428,-0.2486720085144043,0.3376624,0.352042
django__django-14787,9.823560192863184,-1.946539044380188,0.35603604,0.2852045
django__django-14915,5.680311474160617,-2.341583013534546,0.25826126,0.40726987
sphinx-doc__sphinx-8035,11.990571197262078,-0.8973029255867004,0.48182586,0.3049596
astropy__astropy-7166,4.669625173956253,-2.1946964263916016,0.25037754,0.38089854
astropy__astropy-13977,9.149189050174765,0.27648648619651794,0.39883623,0.702609
django__django-16569,10.593887415839989,-4.515897750854492,0.43607172,0.38058746
sphinx-doc__sphinx-10323,4.321673006020292,-0.7051527500152588,0.2759108,0.3586148
pydata__xarray-4695,8.964064172517965,-0.9123280048370361,0.40885437,0.3149591
scikit-learn__scikit-learn-25973,6.051154617679614,-1.0825858116149902,0.2577402,0.30364195
django__django-14017,12.10710288245823,-1.3523675203323364,0.2377919,0.31801763
sphinx-doc__sphinx-9229,7.801903798819791,1.8300466537475586,0.45394745,0.53707117
sphinx-doc__sphinx-9591,8.704951752634559,-1.1062688827514648,0.40590593,0.41166702
django__django-11734,9.512900553420497,0.7125583291053772,0.44469583,0.5769028
sympy__sympy-13647,6.541105817744427,-2.0407254695892334,0.34270608,0.34667987
pydata__xarray-4629,9.941362203441821,-3.2770872116088867,0.42878395,0.3619367
django__django-14351,8.398114140313236,-0.954279363155365,0.46969584,0.27835557
astropy__astropy-13453,14.750131428889555,-1.392637014389038,0.48012418,0.41083986
django__django-13158,7.69690434123413,-1.049129605293274,0.29428288,0.36411893
django__django-14999,5.571154218119342,-2.191905975341797,0.2423788,0.3034894
pylint-dev__pylint-6903,13.132967793614284,-3.779118776321411,0.41178066,0.36285582
django__django-11163,8.656268239535418,-2.729013204574585,0.31892198,0.40486518
pytest-dev__pytest-7571,7.6288537082634695,-2.2307300567626953,0.3022519,0.42264712
scikit-learn__scikit-learn-13124,10.9938969675788,-1.7286360263824463,0.34724635,0.45799336
sphinx-doc__sphinx-9698,7.334149341793627,-1.733124017715454,0.32279605,0.19602156
django__django-14349,9.085726054046647,-2.0381128787994385,0.3489169,0.23984034
django__django-12262,10.77458235464757,-1.3736926317214966,0.36675876,0.3267448
sympy__sympy-22914,6.423134997000171,-2.994492292404175,0.26999292,0.41589963
django__django-13590,11.517294808227831,-2.1502106189727783,0.43359008,0.27558357
scikit-learn__scikit-learn-11578,4.332402120457729,-2.904515266418457,0.15393135,0.37897232
django__django-13401,8.541503433825953,-2.0686018466949463,0.34641308,0.3597826
scikit-learn__scikit-learn-14053,10.594688118226022,-2.345597982406616,0.39375657,0.33883357
django__django-13658,4.650682059750299,-3.836276054382324,0.28514427,0.59879255
pydata__xarray-3677,13.987693001780508,-2.2795228958129883,0.38457674,0.41890687
sympy__sympy-13372,5.227230254967146,-1.9448084831237793,0.28245953,0.3657614
scikit-learn__scikit-learn-11310,6.860377944300536,-2.5242435932159424,0.38753414,0.41286963
django__django-16801,3.8956764451253574,-2.949265956878662,0.21395451,0.48875466
psf__requests-5414,11.726112801017853,-1.5921175479888916,0.4744302,0.28366196
matplotlib__matplotlib-22871,9.187884671329854,-1.0295230150222778,0.3592379,0.52356136
django__django-13195,7.9447640647823645,0.6358968615531921,0.3603307,0.64531064
django__django-12193,6.344431205720869,-2.7279856204986572,0.35803518,0.3774705
django__django-13128,8.224350234307533,-1.6352916955947876,0.41909984,0.38463885
matplotlib__matplotlib-25775,7.471540822002738,-1.1190930604934692,0.30171186,0.29351676
pylint-dev__pylint-7277,4.370066276999813,-3.5113728046417236,0.3169881,0.45143825
pytest-dev__pytest-7236,9.944187889843148,-1.5548828840255737,0.39787212,0.27230346
sphinx-doc__sphinx-8638,7.929676117716177,-0.34115228056907654,0.44585985,0.45358256
django__django-12325,8.863694659691891,-0.960698127746582,0.35380396,0.40587795
matplotlib__matplotlib-24637,7.127827032494508,-1.6154006719589233,0.30561358,0.36277944
scikit-learn__scikit-learn-13779,5.098432763858829,-2.7841877937316895,0.28297633,0.3450333
django__django-12406,12.01723314323555,0.600153386592865,0.44287091,0.63371706
django__django-15563,10.190638913971263,-0.41121676564216614,0.3567484,0.4867872
matplotlib__matplotlib-25287,5.996993233695842,-1.891305685043335,0.2049475,0.36042672
django__django-12125,7.2150671092236305,-1.403925895690918,0.2522231,0.38861415
django__django-13925,8.516077542597818,-1.1528135538101196,0.35584217,0.2727287
scikit-learn__scikit-learn-12585,9.778703597000657,-4.104741096496582,0.3039321,0.44316962
matplotlib__matplotlib-24627,13.20400762495948,-1.4207755327224731,0.46751398,0.22155792
django__django-16082,11.589880770150947,-1.244558572769165,0.34759495,0.28155097
sphinx-doc__sphinx-8269,7.46036584606388,-1.484661340713501,0.34299982,0.28565603
django__django-13837,8.143990260535876,-1.6916663646697998,0.35548273,0.23725362
django__django-16612,8.614981329016059,-3.093745708465576,0.31857407,0.47556347
matplotlib__matplotlib-20826,8.31025497738221,-0.991235077381134,0.4285244,0.3236337
django__django-14140,6.614282487566657,-1.4249407052993774,0.25454992,0.22358859
django__django-15731,5.535419399238936,-2.9747672080993652,0.28662992,0.37632644
django__django-13741,4.609312872954168,-3.0901224613189697,0.30467835,0.35183415
django__django-7530,1.7828116515403818,-2.94594407081604,0.07797747,0.5477973
sphinx-doc__sphinx-8621,8.58618973244605,-0.9436995387077332,0.4158849,0.40603453
astropy__astropy-14309,9.210374177607216,-4.18208122253418,0.36244255,0.5241519
django__django-15916,10.372576506987151,-0.7191250324249268,0.48748225,0.37138927
django__django-12039,10.372586399051677,-2.244452953338623,0.3955648,0.4189313
sphinx-doc__sphinx-11445,10.050332749984802,-0.8167870044708252,0.40556946,0.34505683
pydata__xarray-6744,9.037129845529345,-1.8818013668060303,0.40051275,0.3309023
pallets__flask-5014,7.513937535372019,-2.8827104568481445,0.29694095,0.41664177
sphinx-doc__sphinx-8551,9.752024263391734,-0.8862676024436951,0.3847088,0.33834225
django__django-11433,6.859779325607471,-0.3001624345779419,0.34545046,0.64099157
django__django-15741,9.635723779798699,-2.321972131729126,0.35052738,0.280035
django__django-16032,10.303039468883547,-0.872007429599762,0.37293005,0.35359845
sympy__sympy-24539,6.741105062978114,-3.020169973373413,0.30364072,0.4212774
sympy__sympy-21379,6.814332829219035,-0.5300263166427612,0.2599799,0.28921655
django__django-14315,8.738778199101528,-0.3518803119659424,0.50606036,0.73285097
django__django-11095,10.264528382098103,-3.122251272201538,0.3414449,0.3934226
mwaskom__seaborn-3187,7.730904432674666,0.4738680124282837,0.43084633,0.5704038
scikit-learn__scikit-learn-13496,10.207996433116902,-2.4636826515197754,0.34627312,0.27692118
scikit-learn__scikit-learn-13135,13.213014206207495,-1.8172193765640259,0.3340475,0.30839205
pydata__xarray-4966,7.206740959197862,-2.147477626800537,0.30735227,0.31614798
django__django-15695,9.304235286787803,-0.2743164896965027,0.42928576,0.36440027
sympy__sympy-24066,9.034368045226412,-2.690206527709961,0.3979062,0.4876176
django__django-12273,6.561831870885285,0.67681485414505,0.4370332,0.46332738
matplotlib__matplotlib-23314,8.098135068331835,-1.8085869550704956,0.31316257,0.23505782
django__django-15022,7.275063963463013,-1.7249128818511963,0.2169522,0.43338713
sphinx-doc__sphinx-9461,8.398008020862365,1.4602890014648438,0.51524425,0.79787153
scikit-learn__scikit-learn-14710,2.5312975516777247,-2.599925994873047,0.10349775,0.49387488
astropy__astropy-14182,9.21678191678883,-0.01902143284678459,0.3909996,0.5592681
scikit-learn__scikit-learn-15100,11.081190471292073,-3.053511142730713,0.42380756,0.43011668
django__django-14765,10.70482056878752,-3.878007173538208,0.40678906,0.45530206
sympy__sympy-19040,10.8238162517136,0.8789334893226624,0.39155573,0.2555566
django__django-15973,10.853857325753218,1.0403375625610352,0.3706901,0.48184448
django__django-14534,10.40672061931251,0.11068670451641083,0.48162678,0.5254408
pytest-dev__pytest-7490,10.527526684915255,-0.9312880039215088,0.43603548,0.26882324
astropy__astropy-14508,11.135570870231778,-1.2238538265228271,0.3167655,0.32084554
django__django-13410,8.486232452978264,-3.0578033924102783,0.29638332,0.44268727
django__django-11066,5.1994303935992505,-3.4108312129974365,0.09064297,0.4036079
sympy__sympy-13798,5.6451731318642295,-0.02163366600871086,0.4262035,0.5075375
django__django-11999,11.234328790714327,-2.4886536598205566,0.3521947,0.27137408
matplotlib__matplotlib-22865,5.867572521720007,-0.6722418069839478,0.32914186,0.42136833
matplotlib__matplotlib-20859,7.493117395340541,-1.597986102104187,0.35881603,0.25916398
pydata__xarray-3305,11.647640598742976,-1.5895036458969116,0.4213531,0.22196516
django__django-16819,9.567927814220434,-1.3277065753936768,0.3497057,0.19434926
django__django-16899,6.146968884149303,-2.445063591003418,0.41396955,0.4127366
django__django-11815,8.829315213427568,-2.435081720352173,0.46405727,0.28610712
sympy__sympy-15345,7.540871961185565,-1.7797012329101562,0.33562738,0.44638678
django__django-14373,10.96053851057905,-3.58538818359375,0.39813793,0.44671914
sympy__sympy-14248,8.06850804007139,0.587880551815033,0.42280364,0.567784
scikit-learn__scikit-learn-10297,9.735985227219759,-3.128101348876953,0.3849818,0.41400835
django__django-14559,7.007125412873846,-2.304356336593628,0.3822618,0.2997142
django__django-11477,8.18983564047637,-0.009986601769924164,0.3813293,0.56638914
django__django-11555,6.458581630627583,-0.8903870582580566,0.4256087,0.45743906
django__django-16100,10.436870551085207,-2.0765419006347656,0.21558005,0.39616314
pytest-dev__pytest-5809,7.310314554302297,-3.514613151550293,0.31631812,0.48007232
django__django-15268,7.933643551165373,-0.7264232635498047,0.3386629,0.23570304
django__django-11333,6.894729534582452,-1.0626813173294067,0.34539565,0.44607088
sympy__sympy-17630,8.94282850566419,0.129020556807518,0.5906942,0.7347576
django__django-13516,8.440128324503858,-2.2102584838867188,0.37090975,0.28793946
django__django-15382,10.64752380177411,-1.654637098312378,0.38843498,0.29990244
matplotlib__matplotlib-24177,14.627590251920141,0.6302111148834229,0.48391,0.5495774
django__django-12774,9.26970067206744,-0.9092960953712463,0.47999367,0.3997748
django__django-14170,8.35970466665807,1.0309534072875977,0.30918914,0.7003596
django__django-12858,9.13267598225225,-1.7240371704101562,0.42906547,0.33237392
sympy__sympy-20916,7.416158165960384,-0.3532885015010834,0.46467188,0.5867332
pytest-dev__pytest-8399,4.834199452819502,-2.909353494644165,0.18634944,0.39988732
django__django-11141,11.72984009223751,-0.5595650672912598,0.528175,0.41749263
sphinx-doc__sphinx-8265,12.030815807225949,0.3375421464443207,0.37425637,0.34405708
django__django-13033,12.310379074662105,-1.407928466796875,0.46159777,0.3139933
django__django-15280,11.21807687104323,0.6525416970252991,0.46889353,0.5286165
django__django-11820,9.029596127921831,0.2045191526412964,0.43633944,0.77205133
sympy__sympy-15976,8.590778525360202,-0.5735202431678772,0.44621718,0.5190376
astropy__astropy-13236,10.676464653402945,-0.9856314659118652,0.36048096,0.36857802
django__django-14155,7.290244604482242,0.18934109807014465,0.5197619,0.84188145
sympy__sympy-23262,9.581165478242148,-1.3984882831573486,0.37776482,0.3406468
django__django-12276,3.971037385112074,-3.0532736778259277,0.30812606,0.49036065
matplotlib__matplotlib-25122,5.686717498113264,-2.3451571464538574,0.30886188,0.4863751
astropy__astropy-7671,3.235341520546324,-2.8047070503234863,0.23710315,0.34629196
django__django-15572,11.199725433708236,-2.5594797134399414,0.4205492,0.3066541
django__django-13012,8.108991199513417,-1.7976254224777222,0.37031823,0.3884497
django__django-15814,8.717914104165345,-2.1648924350738525,0.37523907,0.27012625
django__django-11400,9.542544728033802,0.24524177610874176,0.25856182,0.70185137
django__django-14672,5.236606857440465,-2.5102479457855225,0.26740205,0.3115693
sympy__sympy-24562,8.24111088445729,-0.5961840152740479,0.36278832,0.29660934
sympy__sympy-24213,6.566341418815815,-3.8016414642333984,0.356345,0.46557498
django__django-16877,9.336037861236678,-1.5208609104156494,0.45267785,0.2961556
django__django-13023,11.297877839995621,-1.3574846982955933,0.4177689,0.46224475
pydata__xarray-4075,9.653247689740173,-2.9785189628601074,0.3900771,0.3582879
scikit-learn__scikit-learn-14629,10.805890787928165,-0.3492702841758728,0.3996185,0.627196
django__django-15278,8.169491334123935,-2.0731732845306396,0.35554123,0.23963326
django__django-16116,4.908282792100685,-2.054633378982544,0.23907278,0.3647368
pylint-dev__pylint-4604,11.650842935930065,0.7634307742118835,0.34909034,0.7616578
matplotlib__matplotlib-20676,8.118239740239432,-0.4543727934360504,0.40855995,0.31286812
sympy__sympy-21930,10.758933954780156,0.4883330464363098,0.41333482,0.85129887
django__django-16595,5.866150673235813,-2.9369115829467773,0.23694639,0.378021
sphinx-doc__sphinx-10449,7.529907454256113,-0.91305011510849,0.32486978,0.35638148
django__django-14493,11.31102228463823,-2.4622764587402344,0.38057816,0.3753854
pytest-dev__pytest-10356,10.251996307713897,0.980459988117218,0.41792732,0.73419815
pydata__xarray-4356,8.952914930731119,-2.738224744796753,0.38329545,0.4629333
django__django-10554,7.920553638657176,-0.05484352260828018,0.48066384,0.84946394
django__django-11206,9.031981771427416,-1.660740852355957,0.4806599,0.4015544
django__django-15098,8.137917013878162,0.4982737600803375,0.34796336,0.63593847
sphinx-doc__sphinx-9367,5.535996818590384,-2.314824342727661,0.31333387,0.36099237
sympy__sympy-16792,9.360900654468526,-1.267500400543213,0.31888705,0.3439408
django__django-13112,10.488176501406466,-0.284975528717041,0.3593786,0.2522636
django__django-11880,12.960151704355418,-2.8600027561187744,0.26443633,0.30736277
sympy__sympy-13877,4.149149192345208,-1.3646162748336792,0.23866345,0.32690567
sympy__sympy-24661,12.936029382691634,-1.8928227424621582,0.5805733,0.24202502
astropy__astropy-14995,7.907898213114787,-2.872291326522827,0.34849796,0.42195344
django__django-14011,8.452664088896556,2.961057662963867,0.39873362,0.5955622
django__django-13363,12.477523187332885,-3.007622003555298,0.09820445,0.28428572
pydata__xarray-6461,6.0933923440112014,-1.601181983947754,0.34267566,0.2473362
sympy__sympy-13480,10.546096653066591,-3.1886937618255615,0.29113516,0.39548182
django__django-14500,8.511745790034345,-2.3024818897247314,0.33677673,0.3785714
django__django-11149,5.899716921229066,-1.2492393255233765,0.33080003,0.4251638
pylint-dev__pylint-8898,11.60186562051635,-0.47639748454093933,0.38863465,0.42651847
django__django-13794,9.184032279914783,-1.0797030925750732,0.3769993,0.3383347
matplotlib__matplotlib-26291,5.541132229827026,-1.4845948219299316,0.41000435,0.4105053
django__django-13809,2.7837101867073035,-2.6263508796691895,0.25263512,0.4502908
sphinx-doc__sphinx-7462,8.543206078305808,1.0764259099960327,0.5119538,0.7174213
django__django-13933,6.898196424890485,-2.297985076904297,0.30857542,0.36553657
sphinx-doc__sphinx-8120,7.672525390578931,-1.3035701513290405,0.40519866,0.21206874
django__django-15103,10.639649539933936,-2.0349228382110596,0.3361044,0.42464635
django__django-13315,7.9045127778070725,-1.6251232624053955,0.3160446,0.40878958
matplotlib__matplotlib-23412,5.682598656193201,-1.5892260074615479,0.27859062,0.32153106
django__django-16950,10.44227165429268,0.5934315323829651,0.5242935,0.44438097
django__django-15104,11.580887142538952,-3.253441572189331,0.40991846,0.35426497
django__django-15380,13.604617535642522,-1.8468886613845825,0.46508458,0.33490467
sympy__sympy-15875,9.955776381578275,-2.0228989124298096,0.39246243,0.30526125
sympy__sympy-18698,8.950991915612695,0.4444383382797241,0.2823918,0.36974487
scikit-learn__scikit-learn-13142,11.057701941545114,-1.772657036781311,0.41835034,0.31821948
psf__requests-1766,7.404126835054789,-2.747849225997925,0.34335285,0.34145778
astropy__astropy-14365,10.072699640503592,-0.8637597560882568,0.37537837,0.44534785
django__django-16642,6.17366896655442,-1.9724913835525513,0.31597295,0.28421786
sympy__sympy-16597,11.861550587157664,0.5955115556716919,0.4041114,0.8056267
