,theta,theta_std
20250226_swerl_llama3_70b,1.984343409538269,0.69954777
20250629_deepswerl_r2eagent_tts,1.9116697311401367,0.47878864
20250901_warp,1.8755007982254028,0.22240388
20250206_agentscope,1.8656432628631592,0.47731122
20241028_solver,1.8327069282531738,0.80559343
20241202_amazon-q-developer-agent-20241202-dev,1.8300297260284424,0.6321031
20251103_sonar-foundation-agent_claude-sonnet-4-5,1.82725191116333,0.3670216
20240824_gru,1.7135462760925293,0.70635307
20240924_solver,1.5441259145736694,0.5799507
20241023_emergent,1.4658455848693848,0.55543846
20250225_sweagent_claude-3-7-sonnet,1.455886721611023,0.4401261
20250623_warp,1.357128381729126,0.28065446
20241113_nebius-search-open-weight-models-11-24,1.180851936340332,0.5817196
20250901_entroPO_R2E_QwenCoder30BA3B_tts,1.1773741245269775,0.33566278
20241202_agentless-1.5_claude-3.5-sonnet-20241022,1.0912361145019531,0.35910958
20241030_nfactorial,0.9668781757354736,0.48544097
20240920_solver,0.9573324918746948,0.35438383
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.8577091097831726,0.22754039
20251110_frogmini-14b,0.8334441781044006,0.27483794
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,0.798045814037323,0.28845862
20250228_epam-ai-run-claude-3-5-sonnet,0.7828676104545593,0.2111362
20250511_sweagent_lm_32b,0.7626690864562988,0.35982972
20251110_frogboss-32b,0.7270206809043884,0.29225376
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,0.712925374507904,0.2487594
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.6442616581916809,0.2977487
20241028_agentless-1.5_gpt4o,0.5708032846450806,0.37019408
20250520_openhands_devstral_small,0.5580118298530579,0.24041754
20250503_patchpilot-v1.1-o4-mini,0.5426285862922668,0.18320511
20241212_epam-ai-run-claude-3-5-sonnet,0.5124568939208984,0.23498693
20250924_artemis_agent_v2,0.44041913747787476,0.16552919
20241106_navie-2-gpt4o-sonnet,0.4202922582626343,0.29598483
20250110_blackboxai_agent_v1.1,0.4013710916042328,0.17695647
20241105_nfactorial,0.2968955338001251,0.23944981
20241125_enginelabs,0.2866978943347931,0.22236907
20250901_entroPO_R2E_QwenCoder30BA3B,0.20037467777729034,0.21856344
20250120_Bracket,0.08836738765239716,0.14782369
20250214_agentless_lite_o3_mini,0.06687521189451218,0.22724153
20250112_ugaiforge,0.007019838318228722,0.30006498
20250725_sweagent_devstral_small_2507,-0.018977636471390724,0.2644921
20241022_tools_claude-3-5-sonnet-updated,-0.03191306069493294,0.18228999
20250804_codesweep_sweagent_kimi_k2_instruct,-0.04520397633314133,0.07674528
20241120_artemis_agent,-0.05178769305348396,0.31634784
20250527_amazon.nova-premier-v1.0,-0.1177714392542839,0.17742014
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.17958244681358337,0.19918168
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,-0.20354413986206055,0.12984173
20241002_lingma-agent_lingma-swe-gpt-72b,-0.25067436695098877,0.31926912
20240620_sweagent_claude3.5sonnet,-0.2754191756248474,0.16819549
20250616_Skywork-SWE-32B,-0.3125702738761902,0.207744
20250516_cortexa_o3,-0.41602370142936707,0.061643224
20241022_tools_claude-3-5-haiku,-0.42497333884239197,0.16847278
20250110_learn_by_interact_claude3.5,-0.5091649889945984,0.111459345
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-0.5220816135406494,0.1521845
20250629_deepswerl_r2eagent,-0.6215774416923523,0.13295466
20241016_epam-ai-run-gpt-4o,-0.6386462450027466,0.18413408
20250806_SWE-Exp_DeepSeek-V3,-0.6752758026123047,0.20964937
20240918_lingma-agent_lingma-swe-gpt-72b,-0.6857659816741943,0.22344266
20241029_epam-ai-run-claude-3-5-sonnet,-0.7501381039619446,0.13412806
20241007_nfactorial,-0.7755002379417419,0.1672853
20240612_MASAI_gpt4o,-0.831818699836731,0.13584061
20241001_nfactorial,-0.8631355166435242,0.1480217
20240820_epam-ai-run-gpt-4o,-0.9412786960601807,0.18893355
20240820_honeycomb,-0.9746223092079163,0.10657039
20250627_agentless_MCTS-Refine-7B,-1.1324976682662964,0.112230144
20240728_sweagent_gpt4o,-1.455406904220581,0.13864961
20240721_amazon-q-developer-agent-20240719-dev,-1.848010540008545,0.054960858
20240628_autocoderover-v20240620,-1.8713421821594238,0.07553532
20240617_factory_code_droid,-1.930723786354065,0.07218611
20240918_lingma-agent_lingma-swe-gpt-7b,-1.99177086353302,0.15122294
20241002_lingma-agent_lingma-swe-gpt-7b,-2.1060783863067627,0.10208088
20240615_appmap-navie_gpt4o,-2.467254877090454,0.068421274
20240509_amazon-q-developer-agent-20240430-dev,-2.485930919647217,0.086642504
20240402_sweagent_gpt4,-2.6549527645111084,0.06785032
20240402_sweagent_claude3opus,-3.0854361057281494,0.11186557
20240402_rag_claude3opus,-3.810854196548462,0.12153004
20231010_rag_claude2,-4.115215301513672,0.13798487
20240402_rag_gpt4,-4.524137020111084,0.20333008
20231010_rag_swellama7b,-5.138620853424072,0.26174378
20231010_rag_swellama13b,-5.1506195068359375,0.3204391
20231010_rag_gpt35,-5.722257614135742,0.40486258
